County	X
Grand Total	3,154
ALACHUA	85
BAKER	31
BAY	25
BRADFORD	0
BREVARD	77
BROWARD	341
CALHOUN	0
CHARLOTTE	27
CITRUS	33
CLAY	36
COLLIER	46
COLUMBIA	12
DESOTO	3
DUVAL	179
ESCAMBIA	88
FLAGLER	10
FRANKLIN	0
GADSDEN	117
GULF	2
HARDEE	0
HENDRY	2
HERNANDO	18
HIGHLANDS	22
HILLSBOROUGH	169
HOLMES	0
INDIAN RIVER	9
JACKSON	8
LAKE	65
LEE	100
LEON	69
MADISON	0
MANATEE	16
MARION	61
MARTIN	13
MIAMI-DADE	541
MONROE	2
NASSAU	6
OKALOOSA	29
OKEECHOBEE	10
ORANGE	138
OSCEOLA	56
PALM BEACH	164
PASCO	30
PINELLAS	134
POLK	120
PUTNAM	2
SANTA ROSA	9
SARASOTA	38
SEMINOLE	45
ST. JOHNS	13
ST. LUCIE	56
SUMTER	14
SUWANNEE	0
TAYLOR	0
UNION	16
VOLUSIA	60
WALTON	5
WASHINGTON	2
