County	X
Grand Total	4,077
ALACHUA	60
BAKER	0
BAY	43
BRADFORD	0
BREVARD	95
BROWARD	593
CALHOUN	0
CHARLOTTE	36
CITRUS	29
CLAY	23
COLLIER	59
COLUMBIA	12
DESOTO	5
DUVAL	183
ESCAMBIA	78
FLAGLER	13
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	4
HERNANDO	55
HIGHLANDS	38
HILLSBOROUGH	206
HOLMES	0
INDIAN RIVER	20
JACKSON	4
LAKE	79
LEE	57
LEON	51
MADISON	0
MANATEE	54
MARION	81
MARTIN	26
MIAMI-DADE	665
MONROE	4
NASSAU	6
OKALOOSA	24
OKEECHOBEE	9
ORANGE	210
OSCEOLA	79
PALM BEACH	321
PASCO	79
PINELLAS	209
POLK	165
PUTNAM	2
SANTA ROSA	7
SARASOTA	56
SEMINOLE	69
ST. JOHNS	11
ST. LUCIE	88
SUMTER	58
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	104
WALTON	4
WASHINGTON	2
