County	X
Grand Total	4,579
ALACHUA	121
BAKER	0
BAY	69
BRADFORD	0
BREVARD	106
BROWARD	600
CALHOUN	0
CHARLOTTE	43
CITRUS	27
CLAY	59
COLLIER	72
COLUMBIA	21
DESOTO	2
DUVAL	277
ESCAMBIA	114
FLAGLER	9
FRANKLIN	0
GADSDEN	114
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	33
HIGHLANDS	27
HILLSBOROUGH	231
HOLMES	3
INDIAN RIVER	9
JACKSON	14
LAKE	63
LEE	89
LEON	87
MADISON	0
MANATEE	39
MARION	95
MARTIN	21
MIAMI-DADE	883
MONROE	4
NASSAU	9
OKALOOSA	33
OKEECHOBEE	13
ORANGE	242
OSCEOLA	93
PALM BEACH	251
PASCO	51
PINELLAS	150
POLK	145
PUTNAM	6
SANTA ROSA	17
SARASOTA	67
SEMINOLE	68
ST. JOHNS	10
ST. LUCIE	74
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	3
VOLUSIA	92
WALTON	3
WASHINGTON	2
