County	X
Grand Total	5,590
ALACHUA	152
BAKER	2
BAY	81
BRADFORD	0
BREVARD	91
BROWARD	494
CALHOUN	0
CHARLOTTE	85
CITRUS	40
CLAY	76
COLLIER	79
COLUMBIA	21
DESOTO	7
DUVAL	321
ESCAMBIA	127
FLAGLER	12
FRANKLIN	0
GADSDEN	0
GULF	4
HARDEE	0
HENDRY	3
HERNANDO	69
HIGHLANDS	57
HILLSBOROUGH	365
HOLMES	4
INDIAN RIVER	24
JACKSON	7
LAKE	131
LEE	120
LEON	70
MADISON	0
MANATEE	64
MARION	94
MARTIN	34
MIAMI-DADE	988
MONROE	3
NASSAU	17
OKALOOSA	44
OKEECHOBEE	10
ORANGE	301
OSCEOLA	126
PALM BEACH	315
PASCO	164
PINELLAS	250
POLK	192
PUTNAM	15
SANTA ROSA	31
SARASOTA	122
SEMINOLE	84
ST. JOHNS	26
ST. LUCIE	100
SUMTER	42
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	102
WALTON	17
WASHINGTON	7
