County	X
Grand Total	3,962
ALACHUA	68
BAKER	0
BAY	40
BRADFORD	0
BREVARD	95
BROWARD	589
CALHOUN	0
CHARLOTTE	36
CITRUS	26
CLAY	20
COLLIER	65
COLUMBIA	12
DESOTO	5
DUVAL	183
ESCAMBIA	71
FLAGLER	17
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	4
HERNANDO	54
HIGHLANDS	34
HILLSBOROUGH	217
HOLMES	0
INDIAN RIVER	19
JACKSON	4
LAKE	66
LEE	58
LEON	44
MADISON	1
MANATEE	58
MARION	72
MARTIN	20
MIAMI-DADE	622
MONROE	4
NASSAU	6
OKALOOSA	26
OKEECHOBEE	7
ORANGE	180
OSCEOLA	80
PALM BEACH	310
PASCO	79
PINELLAS	211
POLK	175
PUTNAM	2
SANTA ROSA	8
SARASOTA	60
SEMINOLE	63
ST. JOHNS	6
ST. LUCIE	84
SUMTER	64
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	92
WALTON	4
WASHINGTON	0
