County	X
Grand Total	8,253
ALACHUA	115
BAKER	38
BAY	63
BREVARD	126
BROWARD	1,222
CALHOUN	1
CHARLOTTE	41
CITRUS	20
CLAY	61
COLLIER	124
COLUMBIA	20
DESOTO	2
DUVAL	525
ESCAMBIA	167
FLAGLER	20
FRANKLIN	0
GADSDEN	0
GULF	2
HARDEE	0
HENDRY	3
HERNANDO	58
HIGHLANDS	51
HILLSBOROUGH	293
HOLMES	0
INDIAN RIVER	35
JACKSON	36
LAKE	133
LEE	274
LEON	65
MADISON	0
MANATEE	95
MARION	86
MARTIN	43
MIAMI-DADE	1,839
MONROE	19
NASSAU	4
OKALOOSA	38
OKEECHOBEE	17
ORANGE	568
OSCEOLA	193
PALM BEACH	652
PASCO	104
PINELLAS	237
POLK	148
PUTNAM	15
SANTA ROSA	18
SARASOTA	141
SEMINOLE	191
ST. JOHNS	35
ST. LUCIE	135
SUMTER	25
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	144
WALTON	6
WASHINGTON	5
