County	X
Grand Total	5,122
ALACHUA	125
BAKER	7
BAY	69
BRADFORD	0
BREVARD	77
BROWARD	541
CALHOUN	0
CHARLOTTE	85
CITRUS	49
CLAY	57
COLLIER	80
COLUMBIA	15
DESOTO	6
DUVAL	272
ESCAMBIA	115
FLAGLER	17
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	4
HERNANDO	71
HIGHLANDS	60
HILLSBOROUGH	307
HOLMES	3
INDIAN RIVER	15
JACKSON	12
LAKE	100
LEE	120
LEON	57
MADISON	0
MANATEE	53
MARION	68
MARTIN	33
MIAMI-DADE	933
MONROE	3
NASSAU	2
OKALOOSA	55
OKEECHOBEE	9
ORANGE	245
OSCEOLA	138
PALM BEACH	278
PASCO	139
PINELLAS	235
POLK	150
PUTNAM	15
SANTA ROSA	14
SARASOTA	133
SEMINOLE	70
ST. JOHNS	24
ST. LUCIE	88
SUMTER	44
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	109
WALTON	13
WASHINGTON	6
