County	X
Grand Total	6,727
ALACHUA	174
BAKER	73
BAY	83
BRADFORD	0
BREVARD	161
BROWARD	605
CALHOUN	0
CHARLOTTE	72
CITRUS	41
CLAY	75
COLLIER	111
COLUMBIA	33
DESOTO	9
DUVAL	406
ESCAMBIA	188
FLAGLER	27
FRANKLIN	1
GADSDEN	0
GULF	2
HARDEE	0
HENDRY	1
HERNANDO	61
HIGHLANDS	51
HILLSBOROUGH	394
HOLMES	4
INDIAN RIVER	40
JACKSON	16
LAKE	141
LEE	132
LEON	148
MADISON	3
MANATEE	82
MARION	123
MARTIN	47
MIAMI-DADE	943
MONROE	8
NASSAU	11
OKALOOSA	51
OKEECHOBEE	20
ORANGE	358
OSCEOLA	168
PALM BEACH	454
PASCO	141
PINELLAS	338
POLK	274
PUTNAM	15
SANTA ROSA	26
SARASOTA	128
SEMINOLE	117
ST. JOHNS	33
ST. LUCIE	133
SUMTER	52
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	128
WALTON	18
WASHINGTON	7
