County	X
Grand Total	4,160
ALACHUA	68
BAKER	3
BAY	43
BRADFORD	0
BREVARD	87
BROWARD	573
CALHOUN	0
CHARLOTTE	32
CITRUS	23
CLAY	30
COLLIER	62
COLUMBIA	14
DESOTO	8
DUVAL	189
ESCAMBIA	83
FLAGLER	14
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	3
HERNANDO	55
HIGHLANDS	37
HILLSBOROUGH	205
HOLMES	0
INDIAN RIVER	21
JACKSON	10
LAKE	88
LEE	57
LEON	8
MADISON	0
MANATEE	48
MARION	76
MARTIN	25
MIAMI-DADE	693
MONROE	3
NASSAU	6
OKALOOSA	27
OKEECHOBEE	12
ORANGE	226
OSCEOLA	99
PALM BEACH	322
PASCO	85
PINELLAS	229
POLK	183
PUTNAM	5
SANTA ROSA	8
SARASOTA	60
SEMINOLE	80
ST. JOHNS	7
ST. LUCIE	82
SUMTER	64
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	102
WALTON	4
WASHINGTON	0
