County	X
Grand Total	9,199
ALACHUA	127
BAKER	33
BAY	85
BRADFORD	0
BREVARD	135
BROWARD	1,283
CALHOUN	2
CHARLOTTE	62
CITRUS	27
CLAY	85
COLLIER	158
COLUMBIA	33
DESOTO	3
DUVAL	494
ESCAMBIA	192
FLAGLER	22
FRANKLIN	0
GADSDEN	34
GULF	2
HARDEE	0
HENDRY	12
HERNANDO	88
HIGHLANDS	57
HILLSBOROUGH	569
HOLMES	1
INDIAN RIVER	23
JACKSON	27
LAKE	98
LEE	233
LEON	78
MADISON	0
MANATEE	123
MARION	97
MARTIN	37
MIAMI-DADE	1,980
MONROE	16
NASSAU	4
OKALOOSA	49
OKEECHOBEE	11
ORANGE	596
OSCEOLA	211
PALM BEACH	573
PASCO	123
PINELLAS	415
POLK	276
PUTNAM	19
SANTA ROSA	28
SARASOTA	146
SEMINOLE	152
ST. JOHNS	33
ST. LUCIE	169
SUMTER	28
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	140
WALTON	7
WASHINGTON	3
