County	X
Grand Total	3,674
ALACHUA	60
BAKER	0
BAY	27
BRADFORD	0
BREVARD	80
BROWARD	546
CALHOUN	0
CHARLOTTE	28
CITRUS	24
CLAY	18
COLLIER	49
COLUMBIA	6
DESOTO	7
DUVAL	172
ESCAMBIA	69
FLAGLER	10
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	48
HIGHLANDS	32
HILLSBOROUGH	222
HOLMES	0
INDIAN RIVER	17
JACKSON	3
LAKE	70
LEE	66
LEON	51
MADISON	0
MANATEE	68
MARION	58
MARTIN	17
MIAMI-DADE	590
MONROE	3
NASSAU	5
OKALOOSA	19
OKEECHOBEE	7
ORANGE	174
OSCEOLA	88
PALM BEACH	254
PASCO	68
PINELLAS	191
POLK	135
PUTNAM	3
SANTA ROSA	6
SARASOTA	58
SEMINOLE	63
ST. JOHNS	7
ST. LUCIE	88
SUMTER	76
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	84
WALTON	5
WASHINGTON	0
