County	X
Grand Total	5,694
ALACHUA	126
BAKER	2
BAY	62
BRADFORD	0
BREVARD	106
BROWARD	728
CALHOUN	0
CHARLOTTE	43
CITRUS	32
CLAY	61
COLLIER	109
COLUMBIA	26
DESOTO	2
DUVAL	310
ESCAMBIA	137
FLAGLER	15
FRANKLIN	0
GADSDEN	126
GULF	2
HARDEE	0
HENDRY	3
HERNANDO	43
HIGHLANDS	44
HILLSBOROUGH	292
HOLMES	2
INDIAN RIVER	18
JACKSON	12
LAKE	80
LEE	152
LEON	85
MADISON	0
MANATEE	61
MARION	120
MARTIN	19
MIAMI-DADE	1,145
MONROE	11
NASSAU	6
OKALOOSA	42
OKEECHOBEE	11
ORANGE	263
OSCEOLA	98
PALM BEACH	368
PASCO	70
PINELLAS	219
POLK	168
PUTNAM	9
SANTA ROSA	17
SARASOTA	87
SEMINOLE	80
ST. JOHNS	21
ST. LUCIE	106
SUMTER	20
SUWANNEE	0
TAYLOR	1
UNION	0
VOLUSIA	117
WALTON	9
WASHINGTON	8
