County	X
Grand Total	4,339
ALACHUA	93
BAKER	2
BAY	42
BRADFORD	0
BREVARD	71
BROWARD	441
CALHOUN	1
CHARLOTTE	79
CITRUS	58
CLAY	48
COLLIER	94
COLUMBIA	17
DESOTO	5
DUVAL	224
ESCAMBIA	94
FLAGLER	15
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	52
HIGHLANDS	63
HILLSBOROUGH	238
HOLMES	3
INDIAN RIVER	17
JACKSON	18
LAKE	81
LEE	114
LEON	34
MADISON	0
MANATEE	57
MARION	60
MARTIN	20
MIAMI-DADE	761
MONROE	4
NASSAU	6
OKALOOSA	59
OKEECHOBEE	9
ORANGE	186
OSCEOLA	100
PALM BEACH	258
PASCO	122
PINELLAS	204
POLK	137
PUTNAM	9
SANTA ROSA	16
SARASOTA	137
SEMINOLE	64
ST. JOHNS	24
ST. LUCIE	60
SUMTER	21
SUWANNEE	0
TAYLOR	1
UNION	0
VOLUSIA	94
WALTON	7
WASHINGTON	18
