County	X
Grand Total	5,104
ALACHUA	116
BAKER	7
BAY	62
BRADFORD	0
BREVARD	87
BROWARD	514
CALHOUN	1
CHARLOTTE	91
CITRUS	48
CLAY	61
COLLIER	109
COLUMBIA	21
DESOTO	4
DUVAL	286
ESCAMBIA	126
FLAGLER	10
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	65
HIGHLANDS	60
HILLSBOROUGH	300
HOLMES	5
INDIAN RIVER	16
JACKSON	21
LAKE	114
LEE	124
LEON	48
MADISON	0
MANATEE	54
MARION	65
MARTIN	30
MIAMI-DADE	932
MONROE	5
NASSAU	9
OKALOOSA	45
OKEECHOBEE	10
ORANGE	234
OSCEOLA	119
PALM BEACH	283
PASCO	136
PINELLAS	241
POLK	155
PUTNAM	20
SANTA ROSA	15
SARASOTA	125
SEMINOLE	68
ST. JOHNS	14
ST. LUCIE	81
SUMTER	37
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	110
WALTON	11
WASHINGTON	6
