County	X
Grand Total	3,163
ALACHUA	85
BAKER	30
BAY	25
BRADFORD	0
BREVARD	66
BROWARD	350
CALHOUN	0
CHARLOTTE	31
CITRUS	22
CLAY	36
COLLIER	37
COLUMBIA	14
DESOTO	3
DUVAL	198
ESCAMBIA	79
FLAGLER	10
FRANKLIN	1
GADSDEN	124
GULF	2
HARDEE	0
HENDRY	2
HERNANDO	24
HIGHLANDS	22
HILLSBOROUGH	169
HOLMES	0
INDIAN RIVER	10
JACKSON	7
LAKE	57
LEE	101
LEON	68
MADISON	0
MANATEE	20
MARION	66
MARTIN	14
MIAMI-DADE	548
MONROE	2
NASSAU	5
OKALOOSA	24
OKEECHOBEE	12
ORANGE	147
OSCEOLA	54
PALM BEACH	172
PASCO	37
PINELLAS	145
POLK	100
PUTNAM	2
SANTA ROSA	9
SARASOTA	38
SEMINOLE	52
ST. JOHNS	10
ST. LUCIE	47
SUMTER	14
SUWANNEE	0
TAYLOR	0
UNION	12
VOLUSIA	53
WALTON	4
WASHINGTON	3
