County	X
Grand Total	3,118
ALACHUA	72
BAKER	0
BAY	23
BRADFORD	0
BREVARD	73
BROWARD	284
CALHOUN	0
CHARLOTTE	45
CITRUS	40
CLAY	28
COLLIER	63
COLUMBIA	14
DESOTO	7
DUVAL	189
ESCAMBIA	76
FLAGLER	9
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	0
HERNANDO	64
HIGHLANDS	72
HILLSBOROUGH	219
HOLMES	1
INDIAN RIVER	12
JACKSON	21
LAKE	40
LEE	74
LEON	35
MADISON	0
MANATEE	33
MARION	47
MARTIN	8
MIAMI-DADE	437
MONROE	9
NASSAU	3
OKALOOSA	40
OKEECHOBEE	5
ORANGE	162
OSCEOLA	83
PALM BEACH	221
PASCO	73
PINELLAS	155
POLK	96
PUTNAM	9
SANTA ROSA	14
SARASOTA	86
SEMINOLE	43
ST. JOHNS	6
ST. LUCIE	39
SUMTER	12
SUWANNEE	0
TAYLOR	0
UNION	2
VOLUSIA	61
WALTON	7
WASHINGTON	6
