County	X
Grand Total	3,620
ALACHUA	78
BAKER	1
BAY	16
BRADFORD	0
BREVARD	92
BROWARD	423
CALHOUN	0
CHARLOTTE	34
CITRUS	27
CLAY	39
COLLIER	50
COLUMBIA	14
DESOTO	2
DUVAL	216
ESCAMBIA	99
FLAGLER	5
FRANKLIN	0
GADSDEN	134
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	26
HIGHLANDS	23
HILLSBOROUGH	186
HOLMES	0
INDIAN RIVER	6
JACKSON	14
LAKE	93
LEE	115
LEON	80
MADISON	0
MANATEE	26
MARION	65
MARTIN	11
MIAMI-DADE	647
MONROE	2
NASSAU	8
OKALOOSA	28
OKEECHOBEE	11
ORANGE	169
OSCEOLA	68
PALM BEACH	215
PASCO	47
PINELLAS	136
POLK	133
PUTNAM	11
SANTA ROSA	13
SARASOTA	40
SEMINOLE	51
ST. JOHNS	8
ST. LUCIE	75
SUMTER	13
SUWANNEE	0
TAYLOR	0
UNION	9
VOLUSIA	49
WALTON	3
WASHINGTON	6
