County	X
Grand Total	6,153
ALACHUA	148
BAKER	45
BAY	72
BRADFORD	0
BREVARD	149
BROWARD	640
CALHOUN	0
CHARLOTTE	52
CITRUS	55
CLAY	57
COLLIER	75
COLUMBIA	23
DESOTO	7
DUVAL	396
ESCAMBIA	152
FLAGLER	26
FRANKLIN	0
GADSDEN	0
GULF	3
HARDEE	0
HENDRY	1
HERNANDO	59
HIGHLANDS	49
HILLSBOROUGH	377
HOLMES	3
INDIAN RIVER	33
JACKSON	12
LAKE	138
LEE	118
LEON	126
MADISON	0
MANATEE	78
MARION	103
MARTIN	41
MIAMI-DADE	908
MONROE	4
NASSAU	8
OKALOOSA	52
OKEECHOBEE	15
ORANGE	299
OSCEOLA	143
PALM BEACH	418
PASCO	139
PINELLAS	289
POLK	248
PUTNAM	15
SANTA ROSA	17
SARASOTA	108
SEMINOLE	102
ST. JOHNS	18
ST. LUCIE	126
SUMTER	54
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	132
WALTON	12
WASHINGTON	8
