County	X
Grand Total	4,213
ALACHUA	73
BAKER	4
BAY	52
BRADFORD	0
BREVARD	88
BROWARD	565
CALHOUN	0
CHARLOTTE	41
CITRUS	22
CLAY	33
COLLIER	60
COLUMBIA	15
DESOTO	9
DUVAL	205
ESCAMBIA	85
FLAGLER	17
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	1
HERNANDO	50
HIGHLANDS	34
HILLSBOROUGH	209
HOLMES	0
INDIAN RIVER	21
JACKSON	11
LAKE	87
LEE	67
LEON	9
MADISON	0
MANATEE	47
MARION	78
MARTIN	25
MIAMI-DADE	682
MONROE	4
NASSAU	4
OKALOOSA	24
OKEECHOBEE	12
ORANGE	235
OSCEOLA	115
PALM BEACH	309
PASCO	83
PINELLAS	230
POLK	181
PUTNAM	4
SANTA ROSA	7
SARASOTA	67
SEMINOLE	80
ST. JOHNS	8
ST. LUCIE	90
SUMTER	66
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	98
WALTON	4
WASHINGTON	1
