County	X
Grand Total	3,679
ALACHUA	61
BAKER	0
BAY	35
BRADFORD	0
BREVARD	82
BROWARD	551
CALHOUN	0
CHARLOTTE	37
CITRUS	33
CLAY	22
COLLIER	50
COLUMBIA	8
DESOTO	8
DUVAL	171
ESCAMBIA	56
FLAGLER	10
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	44
HIGHLANDS	35
HILLSBOROUGH	212
HOLMES	0
INDIAN RIVER	17
JACKSON	3
LAKE	60
LEE	57
LEON	43
MADISON	0
MANATEE	60
MARION	62
MARTIN	16
MIAMI-DADE	600
MONROE	3
NASSAU	7
OKALOOSA	27
OKEECHOBEE	6
ORANGE	180
OSCEOLA	84
PALM BEACH	251
PASCO	75
PINELLAS	187
POLK	148
PUTNAM	2
SANTA ROSA	7
SARASOTA	60
SEMINOLE	62
ST. JOHNS	2
ST. LUCIE	78
SUMTER	74
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	88
WALTON	3
WASHINGTON	0
