County	X
Grand Total	6,899
ALACHUA	167
BAKER	81
BAY	82
BRADFORD	0
BREVARD	166
BROWARD	635
CALHOUN	0
CHARLOTTE	67
CITRUS	45
CLAY	87
COLLIER	107
COLUMBIA	32
DESOTO	10
DUVAL	428
ESCAMBIA	179
FLAGLER	27
FRANKLIN	1
GADSDEN	0
GULF	2
HARDEE	0
HENDRY	2
HERNANDO	68
HIGHLANDS	45
HILLSBOROUGH	398
HOLMES	4
INDIAN RIVER	42
JACKSON	17
LAKE	152
LEE	126
LEON	158
MADISON	3
MANATEE	81
MARION	125
MARTIN	55
MIAMI-DADE	969
MONROE	9
NASSAU	14
OKALOOSA	57
OKEECHOBEE	23
ORANGE	375
OSCEOLA	183
PALM BEACH	462
PASCO	145
PINELLAS	347
POLK	264
PUTNAM	14
SANTA ROSA	27
SARASOTA	121
SEMINOLE	116
ST. JOHNS	28
ST. LUCIE	132
SUMTER	48
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	143
WALTON	22
WASHINGTON	8
