County	X
Grand Total	4,246
ALACHUA	120
BAKER	1
BAY	36
BRADFORD	0
BREVARD	81
BROWARD	444
CALHOUN	1
CHARLOTTE	63
CITRUS	61
CLAY	45
COLLIER	89
COLUMBIA	20
DESOTO	3
DUVAL	231
ESCAMBIA	82
FLAGLER	14
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	5
HERNANDO	61
HIGHLANDS	57
HILLSBOROUGH	262
HOLMES	2
INDIAN RIVER	18
JACKSON	18
LAKE	78
LEE	115
LEON	35
MADISON	0
MANATEE	49
MARION	50
MARTIN	24
MIAMI-DADE	702
MONROE	8
NASSAU	6
OKALOOSA	54
OKEECHOBEE	9
ORANGE	180
OSCEOLA	98
PALM BEACH	275
PASCO	116
PINELLAS	194
POLK	131
PUTNAM	5
SANTA ROSA	18
SARASOTA	96
SEMINOLE	66
ST. JOHNS	19
ST. LUCIE	68
SUMTER	22
SUWANNEE	0
TAYLOR	6
UNION	0
VOLUSIA	91
WALTON	6
WASHINGTON	11
