County	X
Grand Total	8,072
ALACHUA	138
BAKER	22
BAY	80
BRADFORD	0
BREVARD	109
BROWARD	1,164
CALHOUN	0
CHARLOTTE	51
CITRUS	22
CLAY	68
COLLIER	138
COLUMBIA	28
DESOTO	5
DUVAL	448
ESCAMBIA	186
FLAGLER	18
FRANKLIN	0
GADSDEN	61
GULF	4
HARDEE	0
HENDRY	8
HERNANDO	59
HIGHLANDS	53
HILLSBOROUGH	445
HOLMES	1
INDIAN RIVER	26
JACKSON	17
LAKE	93
LEE	211
LEON	80
MADISON	0
MANATEE	108
MARION	110
MARTIN	26
MIAMI-DADE	1,754
MONROE	11
NASSAU	2
OKALOOSA	50
OKEECHOBEE	10
ORANGE	459
OSCEOLA	145
PALM BEACH	496
PASCO	88
PINELLAS	334
POLK	293
PUTNAM	14
SANTA ROSA	27
SARASOTA	116
SEMINOLE	120
ST. JOHNS	29
ST. LUCIE	152
SUMTER	34
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	140
WALTON	12
WASHINGTON	7
