County	X
Grand Total	7,145
ALACHUA	126
BAKER	20
BAY	84
BRADFORD	0
BREVARD	91
BROWARD	1,021
CALHOUN	1
CHARLOTTE	41
CITRUS	28
CLAY	-21
COLLIER	134
COLUMBIA	23
DESOTO	2
DUVAL	372
ESCAMBIA	164
FLAGLER	15
FRANKLIN	0
GADSDEN	120
GULF	5
HARDEE	0
HENDRY	10
HERNANDO	55
HIGHLANDS	53
HILLSBOROUGH	383
HOLMES	1
INDIAN RIVER	20
JACKSON	19
LAKE	83
LEE	206
LEON	91
MADISON	0
MANATEE	79
MARION	98
MARTIN	26
MIAMI-DADE	1,600
MONROE	10
NASSAU	3
OKALOOSA	48
OKEECHOBEE	11
ORANGE	350
OSCEOLA	136
PALM BEACH	436
PASCO	96
PINELLAS	279
POLK	251
PUTNAM	11
SANTA ROSA	17
SARASOTA	88
SEMINOLE	112
ST. JOHNS	28
ST. LUCIE	142
SUMTER	25
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	131
WALTON	13
WASHINGTON	8
