County	X
Grand Total	5,068
ALACHUA	119
BAKER	3
BAY	70
BRADFORD	0
BREVARD	116
BROWARD	690
CALHOUN	0
CHARLOTTE	40
CITRUS	33
CLAY	64
COLLIER	78
COLUMBIA	24
DESOTO	1
DUVAL	277
ESCAMBIA	127
FLAGLER	13
FRANKLIN	0
GADSDEN	114
GULF	2
HARDEE	0
HENDRY	4
HERNANDO	42
HIGHLANDS	37
HILLSBOROUGH	247
HOLMES	3
INDIAN RIVER	13
JACKSON	12
LAKE	49
LEE	144
LEON	86
MADISON	0
MANATEE	48
MARION	112
MARTIN	24
MIAMI-DADE	951
MONROE	4
NASSAU	5
OKALOOSA	34
OKEECHOBEE	8
ORANGE	273
OSCEOLA	91
PALM BEACH	308
PASCO	58
PINELLAS	177
POLK	155
PUTNAM	9
SANTA ROSA	15
SARASOTA	77
SEMINOLE	77
ST. JOHNS	19
ST. LUCIE	85
SUMTER	16
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	104
WALTON	5
WASHINGTON	5
