County	X
Grand Total	5,377
ALACHUA	103
BAKER	26
BAY	75
BRADFORD	0
BREVARD	109
BROWARD	613
CALHOUN	0
CHARLOTTE	56
CITRUS	48
CLAY	50
COLLIER	67
COLUMBIA	19
DESOTO	3
DUVAL	348
ESCAMBIA	120
FLAGLER	20
FRANKLIN	1
GADSDEN	0
GULF	3
HARDEE	0
HENDRY	2
HERNANDO	56
HIGHLANDS	43
HILLSBOROUGH	316
HOLMES	2
INDIAN RIVER	26
JACKSON	11
LAKE	123
LEE	107
LEON	85
MADISON	2
MANATEE	71
MARION	106
MARTIN	32
MIAMI-DADE	827
MONROE	7
NASSAU	9
OKALOOSA	58
OKEECHOBEE	13
ORANGE	260
OSCEOLA	119
PALM BEACH	384
PASCO	108
PINELLAS	250
POLK	189
PUTNAM	17
SANTA ROSA	17
SARASOTA	77
SEMINOLE	80
ST. JOHNS	24
ST. LUCIE	106
SUMTER	46
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	130
WALTON	11
WASHINGTON	1
