County	X
Grand Total	2,115
ALACHUA	51
BAKER	0
BAY	24
BRADFORD	0
BREVARD	59
BROWARD	193
CALHOUN	0
CHARLOTTE	26
CITRUS	15
CLAY	32
COLLIER	24
COLUMBIA	17
DESOTO	0
DUVAL	114
ESCAMBIA	41
FLAGLER	3
FRANKLIN	0
GADSDEN	4
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	30
HIGHLANDS	15
HILLSBOROUGH	144
HOLMES	1
INDIAN RIVER	11
JACKSON	7
LAKE	29
LEE	57
LEON	40
MADISON	0
MANATEE	29
MARION	31
MARTIN	7
MIAMI-DADE	277
MONROE	4
NASSAU	3
OKALOOSA	27
OKEECHOBEE	1
ORANGE	131
OSCEOLA	84
PALM BEACH	118
PASCO	40
PINELLAS	122
POLK	89
PUTNAM	5
SANTA ROSA	4
SARASOTA	34
SEMINOLE	32
ST. JOHNS	5
ST. LUCIE	44
SUMTER	10
SUWANNEE	0
TAYLOR	0
UNION	11
VOLUSIA	58
WALTON	6
WASHINGTON	3
