County	X
Grand Total	3,052
ALACHUA	43
BAKER	0
BAY	9
BRADFORD	0
BREVARD	75
BROWARD	461
CALHOUN	0
CHARLOTTE	25
CITRUS	15
CLAY	16
COLLIER	47
COLUMBIA	5
DESOTO	5
DUVAL	126
ESCAMBIA	29
FLAGLER	12
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	0
HERNANDO	25
HIGHLANDS	24
HILLSBOROUGH	206
HOLMES	0
INDIAN RIVER	15
JACKSON	5
LAKE	38
LEE	61
LEON	24
MADISON	0
MANATEE	41
MARION	41
MARTIN	12
MIAMI-DADE	609
MONROE	5
NASSAU	4
OKALOOSA	10
OKEECHOBEE	5
ORANGE	128
OSCEOLA	64
PALM BEACH	198
PASCO	72
PINELLAS	195
POLK	116
PUTNAM	5
SANTA ROSA	3
SARASOTA	49
SEMINOLE	58
ST. JOHNS	9
ST. LUCIE	73
SUMTER	22
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	66
WALTON	1
WASHINGTON	0
