County	X
Grand Total	5,484
ALACHUA	132
BAKER	3
BAY	64
BRADFORD	0
BREVARD	122
BROWARD	695
CALHOUN	0
CHARLOTTE	44
CITRUS	28
CLAY	69
COLLIER	86
COLUMBIA	27
DESOTO	2
DUVAL	315
ESCAMBIA	142
FLAGLER	15
FRANKLIN	0
GADSDEN	126
GULF	2
HARDEE	0
HENDRY	3
HERNANDO	41
HIGHLANDS	45
HILLSBOROUGH	286
HOLMES	3
INDIAN RIVER	13
JACKSON	13
LAKE	87
LEE	144
LEON	84
MADISON	0
MANATEE	56
MARION	107
MARTIN	21
MIAMI-DADE	1,090
MONROE	10
NASSAU	7
OKALOOSA	38
OKEECHOBEE	12
ORANGE	245
OSCEOLA	87
PALM BEACH	360
PASCO	63
PINELLAS	193
POLK	150
PUTNAM	9
SANTA ROSA	19
SARASOTA	81
SEMINOLE	82
ST. JOHNS	21
ST. LUCIE	106
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	114
WALTON	3
WASHINGTON	4
