OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1599,42,104,234,227,217,220,211,146,115,83,0,0 to 118,43,854,739,6,1599,0,0,109,809,2,823,23,727,868,1,3,1595,650,77,0,0,342,383,2,727,12,41,116,132,105,101,88,42,44,46,0,0 to 106,40,555,48,35,89,90,544,93,87,0,46,0,0,19,727,383,342,727,0,0,4930,0,5668,4930,727,19,955,938,{CB6285A2-DA2E-4583-AAD5-1221776836AE},4,59,63,0.0634920634920635,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,6439,182,587,844,878,820,898,960,669,391,202,8,0 to 118,43,3723,2673,43,6424,15,0,993,3118,133,3257,63,2645,3767,0,27,6397,1511,1127,3,4,1398,1231,9,2638,61,268,428,371,382,361,348,248,119,58,1,0 to 100,40,1645,681,257,55,499,2059,80,423,2,280,2,0,57,2645,1236,1400,2638,7,0,18729,8,21394,18737,2645,57,1733,1670,{CE511C5D-2638-44A3-B2F8-B13847543637},10,212,222,0.045045045045045,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2879,65,180,307,534,518,430,399,274,125,43,4,0 to 118,41,1182,1676,21,2869,10,0,83,1632,3,1555,31,1613,1261,0,5,2864,1519,90,4,0,476,1132,1,1609,9,45,165,357,363,277,209,116,53,19,0,0 to 95,40,880,581,81,67,131,1378,100,136,0,64,0,0,20,1613,1133,479,1609,4,0,6185,6,7828,6191,1613,20,1706,1608,{541BD5A3-4453-499A-9896-F0EDC5353D0B},2,19,21,0.0952380952380952,40,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,16998,361,1273,2333,2649,2434,2169,2331,1558,1077,763,50,0 to 119,42,9595,7292,111,16777,220,1,880,8235,137,5453,383,8323,8583,1,91,16687,7813,419,79,12,4405,3770,57,8232,98,390,1314,1564,1275,1128,1169,713,403,259,10,0 to 103,40,4160,658,1532,1882,776,5601,1855,597,5,399,6,1,145,8323,3814,4452,8231,91,1,44199,128,52718,44327,8323,145,12132,11708,{EB5D2450-A892-40FD-9BA4-9821A7438525},48,645,693,0.0692640692640693,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1622,35,127,202,223,244,224,212,184,116,55,0,0 to 99,44,813,795,14,1620,2,0,77,558,4,705,19,834,784,0,4,1616,743,89,2,0,362,469,1,832,10,37,95,142,131,126,109,93,58,33,0,0 to 99,45,571,113,59,89,30,683,119,81,1,40,1,0,21,834,470,363,832,2,0,4862,0,5706,4862,834,21,1247,1187,{3B55AA95-5170-4CAF-82A3-E99AD7459349},4,106,110,0.0363636363636364,45,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,129131,2281,4919,15303,18672,17332,18717,19442,15226,10104,5529,1606,0 to 119,48,69333,59354,444,127806,1323,2,14123,86826,465,46525,1569,61776,66828,150,377,127286,60243,894,628,11,31503,29411,223,61137,939,2635,10394,11354,9627,9318,7872,4516,2946,2124,51,0 to 106,40,26807,8978,10502,14850,16384,28598,16155,6178,77,4395,55,24,1648,61776,29752,31787,61135,639,2,424024,684,487116,424708,61776,1648,23177,22914,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},451,6986,7437,0.0606427322845233,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,22626,542,1091,2523,3088,3099,3446,3441,2756,1669,945,26,0 to 119,47,12841,9613,172,22470,156,0,2376,11707,188,9294,412,10248,12054,4,320,22146,10052,169,25,2,5597,4619,5,10221,184,445,1393,1667,1613,1620,1414,1009,556,346,1,0 to 104,43,4636,2251,1381,1953,2312,5511,2398,1089,6,867,5,1,360,10248,4632,5611,10221,27,0,69627,128,80059,69755,10248,360,10853,10838,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},45,644,689,0.0653120464441219,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,30460,630,2015,3949,3957,4183,4628,4431,3599,2167,886,15,0 to 119,46,16879,13476,105,30258,202,0,2466,16811,223,12993,688,13680,16550,4,226,30028,13136,409,132,2,7095,6422,28,13545,209,644,2117,2139,2077,2137,1793,1369,846,346,2,0 to 105,43,9796,884,1849,1016,2995,9244,1306,1550,14,1163,8,2,264,13679,6477,7174,13545,134,0,110442,72,124264,110514,13679,264,17058,16512,{83116673-3FAD-423E-B67E-DFE7515F5E81},149,1182,1331,0.111945905334335,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,6116,162,389,716,968,1057,1016,868,596,234,107,3,0 to 119,42,3527,2578,11,6091,24,1,699,3213,46,2455,58,3220,2888,2,6,6084,3114,95,11,0,1573,1631,5,3209,80,207,444,527,601,562,428,230,105,35,1,0 to 98,40,974,1359,611,265,619,2193,397,459,1,249,0,0,57,3220,1633,1582,3208,11,1,16320,16,19604,16336,3220,57,1746,1551,{77657EA6-12D6-4645-9915-E7357C9F40D6},9,143,152,0.0592105263157895,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,28301,608,974,8714,4250,3470,3288,3239,2282,927,501,48,0 to 119,33,15273,12909,119,27674,626,1,3231,17397,201,9775,364,14285,13980,5,31,27640,13758,104,417,6,7627,6202,33,13862,230,485,6530,2110,1530,1260,1089,576,274,189,12,0 to 106,24,5753,3716,1811,2582,1284,8390,4188,788,28,322,15,12,128,14285,6374,7870,13861,423,1,101831,211,116474,102042,14285,128,7030,6623,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},94,2565,2659,0.0353516359533659,24,2.4286163266357628,0.1707040441862682
