OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2669,83,238,422,364,360,373,343,228,165,93,0,0 to 118,41,1464,1180,25,2664,5,0,269,1071,2,1689,37,1625,1039,1,4,2659,1394,226,2,3,861,738,21,1620,35,123,257,258,233,232,205,124,99,59,0,0 to 106,40,1278,99,56,187,130,1283,207,129,0,81,0,0,44,1625,741,863,1620,5,0,6856,0,8498,6856,1625,44,1555,1538,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,1,50,51,0.0196078431372549,40
2,2,54,107,PUTNAM,Putnam,FL,10872,382,1115,1463,1452,1386,1472,1546,1120,645,278,13,0 to 118,42,6151,4680,41,10840,32,0,1887,3911,133,7949,92,6628,4202,0,42,10798,4183,2421,16,8,3593,2989,22,6604,174,609,976,917,905,901,926,686,375,157,2,0 to 100,42,4415,1445,554,190,916,5384,304,821,3,585,3,1,154,6628,3003,3603,6604,24,0,27304,0,33944,27304,6628,154,3273,3218,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,4,114,118,0.0338983050847458,42
3,3,62,123,TAYLOR,Taylor,FL,4423,151,427,535,724,707,629,587,404,189,64,6,0 to 118,39,2002,2406,15,4414,9,0,165,2011,3,2922,53,2746,1669,0,8,4406,2472,269,5,0,1097,1641,3,2741,37,124,326,506,535,441,380,237,119,40,1,0 to 98,41,1688,812,120,121,150,2388,203,196,0,100,0,0,47,2746,1643,1100,2741,5,0,8490,0,11263,8490,2746,47,2675,2581,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,0,48,48,0,41
4,4,46,091,OKALOOSA,Okaloosa,FL,34069,956,4135,4982,5267,4982,4130,4346,2662,1593,942,74,0 to 119,38,18496,15333,240,33712,356,1,1956,11419,137,15495,1077,20751,13211,1,106,33609,19102,1414,219,16,10864,9513,139,20516,305,1325,3106,3837,3327,2771,2950,1723,911,462,34,0 to 103,40,14920,1975,2171,1450,1838,16656,2022,1120,14,734,18,5,366,20751,9636,10973,20515,235,1,73009,0,93833,73009,20751,366,29752,29340,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,13,467,480,0.0270833333333333,40
5,5,7,013,CALHOUN,Calhoun,FL,2910,93,382,410,336,393,362,356,294,188,94,2,0 to 99,41,1522,1366,22,2907,3,0,197,595,4,1410,46,1701,1202,0,7,2900,1467,231,3,0,833,856,9,1698,33,117,220,234,239,233,229,196,125,74,1,0 to 99,45,1163,188,217,130,38,1430,230,133,2,57,2,0,45,1701,858,834,1698,3,0,6227,0,7939,6227,1701,45,2304,2247,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,47,48,0.0208333333333333,45
6,6,50,099,PALM BEACH,Palm Beach,FL,230909,5599,16619,30994,35287,32155,33309,31930,22166,13884,7280,1686,0 to 119,43,122315,107072,1522,227546,3361,2,34693,114059,465,115050,3841,147270,82759,132,748,226674,142188,2422,2629,31,74943,68492,1175,144610,2844,9608,23079,26827,22748,22226,19223,10656,6191,3780,88,0 to 107,39,74306,20809,25538,23957,38120,75191,31299,9546,173,6957,129,55,2837,147270,69835,76184,144608,2660,2,749493,0,897559,749493,147270,2837,63372,63115,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,151,5885,6036,0.0250165672630881,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,44897,1552,3795,6070,6254,6107,6357,6190,4581,2679,1262,50,0 to 119,42,24804,19836,257,44559,338,0,5339,15081,188,26706,943,27051,17326,7,513,44041,26624,227,198,2,14660,12095,96,26851,502,1584,3801,4414,4174,4121,3760,2603,1428,654,10,0 to 104,42,13649,5512,3531,4159,6195,15389,5267,2733,26,1909,16,2,644,27051,12195,14760,26851,200,0,120526,0,147661,120526,27051,644,29036,29020,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,44,1071,1115,0.0394618834080718,43
8,8,51,101,PASCO,Pasco,FL,65457,1570,6141,9175,8568,9247,9788,8681,6679,4005,1554,49,0 to 119,42,35668,29604,185,65027,430,0,3461,30400,223,33371,1728,42330,22597,6,524,64498,40322,1650,352,5,22420,19446,106,41972,720,2860,6201,6229,6398,6597,5612,4151,2557,990,14,0 to 105,42,31073,2535,4964,3400,8199,28204,5569,4089,76,2856,52,9,778,42329,19600,22602,41972,357,0,205375,0,247830,205375,42329,778,29516,28980,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,69,1231,1300,0.0530769230769231,44
9,9,20,039,GADSDEN,Gadsden,FL,9125,324,850,1138,1341,1468,1436,1253,819,339,153,4,0 to 119,40,5245,3852,28,9094,30,1,1221,3768,46,4992,109,5743,3370,1,11,9083,5285,441,14,3,3009,2694,23,5726,165,491,789,858,976,947,795,437,203,80,2,0 to 98,40,1646,2851,961,268,933,4363,430,758,1,425,0,0,99,5743,2698,3022,5725,17,1,23076,0,28861,23076,5743,99,3243,3047,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,5,103,108,0.0462962962962963,41
10,10,37,073,LEON,Leon,FL,49436,1872,3182,14652,7814,6074,5462,5039,3250,1367,649,75,0 to 119,30,26912,22265,259,48293,1142,1,8037,21633,201,25364,919,32501,16868,9,58,48228,31260,303,917,21,17417,13980,166,31563,879,1897,11676,5420,3930,3299,2815,1509,711,349,16,0 to 106,27,15041,10173,3753,2596,2976,24293,4294,1643,52,711,40,32,324,32501,14389,17937,31562,938,1,154826,0,187483,154826,32501,324,14977,14578,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,31,794,825,0.0375757575757576,28
11,11,33,065,JEFFERSON,Jefferson,FL,2625,125,280,267,305,336,357,441,303,165,44,2,0 to 101,44,1302,1318,5,2597,28,0,100,1077,41,1825,44,1503,1117,2,3,2593,1297,180,22,4,673,801,3,1477,33,107,152,206,201,233,282,167,94,28,0,0 to 99,47,723,633,92,29,54,1347,76,137,3,83,0,0,28,1503,814,685,1477,26,0,6133,0,7653,6133,1503,28,1473,1437,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,0,36,36,0,47
12,12,40,079,MADISON,Madison,FL,3973,221,596,559,466,473,519,457,383,202,88,9,0 to 101,37,2246,1715,12,3929,44,0,229,1298,53,2922,136,2078,1880,0,15,3914,1470,580,26,2,1169,877,4,2050,69,176,280,291,266,337,279,216,106,57,1,0 to 101,43,882,1005,94,69,107,1761,182,283,4,88,2,2,45,2078,886,1185,2050,28,0,7743,0,9829,7743,2078,45,3059,2963,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,0,21,21,0,43
13,13,39,077,LIBERTY,Liberty,FL,3416,78,260,396,779,692,531,411,170,72,17,10,0 to 105,37,863,2542,11,3415,1,0,114,1929,1,773,16,1081,2333,0,2,3413,914,166,1,0,427,647,6,1080,25,83,175,175,165,178,162,67,43,8,0,0 to 89,39,803,176,58,43,46,884,150,61,0,24,0,0,16,1081,647,428,1080,1,0,4194,0,5276,4194,1081,16,1402,1378,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,3,28,31,0.0967741935483871,39
14,14,24,047,HAMILTON,Hamilton,FL,3637,118,300,392,717,619,545,428,307,142,63,6,0 to 118,39,1282,2329,26,3613,24,0,95,2047,9,1862,51,1638,1997,0,2,3612,1295,323,11,9,698,906,14,1618,60,143,216,263,241,252,220,146,72,23,2,0 to 93,41,801,657,95,65,164,1257,197,213,3,82,0,0,25,1638,917,707,1618,20,0,6665,0,8307,6665,1638,25,1241,1239,1344926537.82205,232510.619937192,d384b6bb-17b0-4808-9d73-78cb54c43aab,4,32,36,0.111111111111111,41
15,15,3,005,BAY,Bay,FL,25336,386,1555,3444,3994,3904,3973,3883,2432,1212,494,59,0 to 119,43,13307,11679,350,24476,860,0,2743,9742,28,17700,592,20460,4794,1,81,24397,19293,344,813,10,10275,9070,292,19637,237,1028,2948,3433,3276,3228,3098,1912,949,345,6,0 to 101,42,12726,1864,1970,3077,1310,14728,3599,1542,63,875,29,19,393,20460,9502,10643,19637,823,0,73042,0,93580,73042,20460,393,5561,5553,1930770661.49939,558412.990825665,a66f3b06-8ee0-4dec-843e-f41d712aad2f,25,445,470,0.0531914893617021,43
16,16,12,023,COLUMBIA,Columbia,FL,12502,390,986,1596,1718,1830,1773,1857,1334,679,325,14,0 to 119,43,6117,6304,81,12444,58,0,1365,3744,63,7924,107,8206,4285,1,10,12434,7540,622,40,4,3671,4447,44,8162,148,437,1071,1300,1316,1302,1200,828,432,166,6,0 to 102,43,5357,2000,353,452,443,7019,700,398,4,481,5,0,169,8206,4473,3688,8162,44,0,26090,0,34352,26090,8206,169,5318,5317,2068684690.43686,276060.430857214,6958d394-62b5-4f73-a62a-0fa2389d4fb3,8,198,206,0.0388349514563107,43
17,17,2,003,BAKER,Baker,FL,5613,173,460,853,922,900,839,712,456,216,80,2,0 to 103,39,2735,2855,23,5547,66,0,764,1736,16,2842,120,3526,2043,1,43,5503,3002,505,14,5,1564,1935,8,3507,37,139,460,649,657,583,497,314,136,54,0,0 to 103,42,2301,447,138,621,42,2447,1018,325,1,187,0,1,60,3526,1943,1575,3507,19,0,12220,0,15777,12220,3526,60,4550,4549,1520245937.66486,183737.354704368,393e3bc9-079e-4ad6-9162-d77ee72feb59,0,47,47,0,42
18,18,30,059,HOLMES,Holmes,FL,3627,68,356,503,495,472,574,489,383,201,86,0,0 to 119,43,1960,1639,28,3586,41,0,233,1195,5,1861,258,2274,1349,0,4,3582,1915,326,24,9,1191,1038,12,2241,24,141,310,360,322,381,317,231,128,60,0,0 to 101,44,1787,128,112,214,58,1831,352,137,0,93,0,0,49,2274,1051,1211,2241,33,0,6831,0,9117,6831,2274,49,2981,2975,1251550190.83949,175658.620344926,bd5e2bc2-c55e-45e6-8687-0c7528780cd1,3,16,19,0.157894736842105,44
19,19,43,085,MARTIN,Martin,FL,22788,681,1975,2993,2586,2653,3033,3372,2763,1872,824,36,0 to 106,46,11815,10610,363,22460,328,0,2577,9630,82,10247,412,12558,10052,2,176,22285,12234,82,240,2,6354,5859,103,12316,195,677,1771,1837,1718,1860,1823,1300,904,470,3,0 to 106,45,6978,584,1744,3010,2510,6129,3677,1396,25,814,15,5,325,12558,5990,6461,12316,242,0,73616,0,86228,73616,12558,325,13584,13573,1686613017.08661,308980.48751506,14dc1d1d-ce53-4995-9cf2-039fe1559f59,21,376,397,0.052896725440806,45
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,213127,6914,20734,35073,35435,31113,29949,25252,15906,8239,3820,692,0 to 119,37,114560,95412,3155,211550,1577,0,17153,134944,458,64878,1635,141086,70434,18,1589,209945,138172,1714,1182,18,74119,63698,2069,139886,3377,9769,24456,27336,22634,21145,16103,8810,4680,2289,487,0 to 110,37,66564,17565,26400,29357,40362,61570,37954,5876,54,3164,29,23,1793,141086,64237,74727,139886,1200,0,652238,0,793974,652238,141086,1793,79956,79611,2746844886.16013,358788.307034344,12be5e4e-9d96-4b8e-8617-77c84f3bc487,268,4588,4856,0.0551894563426689,37
21,21,41,081,MANATEE,Manatee,FL,57866,1564,4388,7462,7626,7534,7958,8428,7155,4052,1547,152,0 to 119,45,31152,26004,710,56738,1128,0,10064,26581,177,30805,855,39470,18182,2,212,56526,38439,145,882,4,20231,17833,520,38584,1030,3115,5919,5995,5666,5660,5302,3804,2068,878,33,0 to 103,41,24116,3216,6509,4743,8603,21503,8478,1588,56,1523,48,13,683,39470,18264,20650,38584,886,0,207761,0,247332,207761,39470,683,10708,10611,1945653927.12581,371198.171414394,0ad77407-ceaa-4c6b-9e84-485e7d0fa9cc,55,1316,1371,0.0401167031363968,42
22,22,10,019,CLAY,Clay,FL,30948,641,2713,4651,3915,4557,4833,4349,2967,1625,652,45,0 to 104,42,16806,13650,492,30878,70,0,3700,13444,130,9835,506,19044,11843,5,56,30817,18294,697,51,2,10201,8499,291,18991,256,1145,2838,2760,3086,3194,2753,1673,931,404,4,0 to 104,43,12555,2426,1399,2611,1732,13127,4132,2415,14,957,11,6,344,19044,8526,10227,18991,53,0,89376,0,108500,89376,19044,344,15395,15362,1667659896.51059,183856.484298748,d8b9952e-371d-460f-96ae-4666bdb4ad84,25,347,372,0.0672043010752688,43
23,23,25,049,HARDEE,Hardee,FL,5333,297,824,920,776,698,647,538,367,205,59,2,0 to 97,32,2730,2553,50,5316,17,0,181,1083,2,4174,81,3227,2100,1,5,5310,2338,874,12,3,1604,1577,31,3212,97,288,576,529,503,449,370,239,143,32,1,0 to 97,37,2268,202,455,287,1609,1230,373,376,5,227,5,1,45,3227,1586,1610,3212,15,0,11307,0,14542,11307,3227,45,4678,4580,1653184151.65315,165534.73009074,30dcfc30-6a6d-4712-9819-f2940d3f56ed,3,75,78,0.0384615384615385,37
24,24,42,083,MARION,Marion,FL,54973,919,5151,6714,7062,7221,7340,7625,6803,4358,1739,41,0 to 168,45,31475,23231,267,54762,211,0,6539,19358,177,29043,494,31621,23185,2,165,54601,29373,2079,156,13,17773,13464,215,31452,461,1807,4007,4793,4794,4606,4472,3468,2219,980,14,0 to 106,44,21849,4235,2195,3173,4725,22512,4215,3323,30,2202,18,5,978,31621,13543,17859,31452,169,0,134683,0,166464,134683,31621,978,20702,20545,4305055841.62241,350920.190673371,76cc1b01-df08-469d-a322-71f8d05597d9,29,698,727,0.0398899587345254,45
25,25,64,127,VOLUSIA,Volusia,FL,69771,1534,4101,9166,9472,8761,9902,11288,8841,4594,1989,123,0 to 119,47,37619,31163,989,68908,863,0,6829,38186,230,26434,1375,44294,25160,0,317,68594,42075,1448,763,8,22900,20024,599,43523,774,2486,7099,7025,5954,6443,6569,4502,2385,1037,20,0 to 105,42,26677,4645,6981,5220,6545,25706,11272,4012,76,2391,49,12,825,44294,20415,23260,43523,771,0,215582,0,260041,215582,44294,825,18618,18019,3125661534.15881,560414.73783925106,3b926974-437e-4986-9bff-d87d276166f4,97,1323,1420,0.0683098591549296,44
26,26,15,029,DIXIE,Dixie,FL,2734,70,253,348,320,467,339,389,309,172,64,3,0 to 118,42,1381,1345,8,2731,3,0,273,742,6,1956,42,1618,1114,0,2,2729,1353,262,1,2,753,856,6,1615,28,86,199,211,302,230,236,183,105,37,1,0 to 101,44,1254,255,42,64,71,1447,97,159,0,116,0,0,24,1618,857,755,1615,3,0,6566,0,8195,6566,1618,24,1763,1711,1823798262.39212,235232.973119088,2691daeb-cc0b-4abc-a209-fe46ce33086c,1,39,40,0.025,44
27,27,35,069,LAKE,Lake,FL,49904,1212,4138,6198,6086,6197,6558,6768,6340,4329,1676,402,0 to 120,46,26631,21971,1302,49237,667,0,4714,30091,222,17290,656,30535,19222,1,146,49095,29640,349,542,4,15861,13394,734,29989,586,1870,4160,4521,4378,4442,4064,3309,2252,939,14,0 to 104,44,16302,3065,4746,5876,5446,17808,6735,2531,67,1540,38,11,646,30535,13631,16113,29989,546,0,167014,0,197688,167014,30535,646,16890,16605,2995995460.71371,331014.242454318,9712f6a1-e709-4877-97e2-3fe2eada2b79,66,872,938,0.070362473347548,45
28,28,38,075,LEVY,Levy,FL,6512,212,869,985,788,730,808,930,657,396,133,4,0 to 118,40,3564,2886,62,6502,10,0,688,1936,16,4549,110,3513,2997,0,2,6500,2965,539,6,3,1902,1553,49,3504,71,314,519,500,437,509,537,362,204,59,1,0 to 99,42,2346,521,303,334,457,2640,407,305,0,251,0,0,54,3513,1559,1905,3504,9,0,14960,0,18494,14960,3513,54,4998,4949,2900663690.96646,339394.964008615,e8b9fc01-e14c-4049-babc-f4aa93256ea0,10,219,229,0.0436681222707424,43
29,29,60,119,SUMTER,Sumter,FL,14163,161,466,774,979,1123,1250,2035,4208,2596,501,70,0 to 119,65,7101,6807,255,13981,182,0,1480,6894,164,6868,483,9422,4627,0,114,13867,8759,554,98,11,4527,4654,132,9313,67,248,586,743,868,939,1408,2603,1576,365,19,0 to 102,64,5907,751,443,2212,471,6121,2721,914,3,584,1,1,278,9422,4704,4584,9313,109,0,52451,0,61919,52451,9422,278,3873,3861,1502516062.89801,229328.389599522,a985ccbc-ba3e-4854-acdf-8e9cd885e5aa,8,249,257,0.0311284046692607,65
30,30,59,117,SEMINOLE,Seminole,FL,58991,1689,5954,9376,8900,8550,8407,7322,4761,2367,1411,254,0 to 119,39,31812,26438,741,58696,295,0,3692,33693,246,16925,559,34886,23714,3,388,58308,34326,297,259,4,18167,15951,505,34623,645,2236,6382,6456,5615,5257,4212,2164,1117,785,17,0 to 108,38,23989,3956,5300,1378,9378,22378,2867,2031,13,1269,7,6,508,34886,16066,18300,34623,263,0,174664,0,209649,174664,34886,508,27701,27462,893350621.597626,158549.770327082,5a9b725e-b5bc-4433-a9c5-f30390148c62,70,1162,1232,0.0568181818181818,38
31,31,48,095,ORANGE,Orange,FL,200092,4806,12140,30653,37899,33845,30570,24781,14681,6837,2827,1053,0 to 120,39,105876,91318,2898,196982,3109,1,16036,128700,585,47095,1996,141233,58666,7,186,196792,138355,607,2258,13,72247,64297,2418,138962,3051,9368,25639,29598,24857,20954,15019,7562,3511,1568,106,0 to 110,36,63305,20256,33510,21891,50408,58234,30320,4969,65,2831,49,32,1289,141233,65405,73296,138961,2271,1,794748,0,936335,794748,141233,1289,21869,21642,2601855780.29929,275135.911496092,e33d02e5-646c-40c2-b9d7-442237fbb181,170,4934,5104,0.033307210031348,36
32,32,9,017,CITRUS,Citrus,FL,18899,388,1328,1948,2029,1938,2261,2988,3013,2114,881,11,0 to 222,53,10571,8147,181,18786,113,0,2040,7028,119,12249,216,11271,7448,1,179,18608,9143,2029,71,28,6132,4945,95,11172,117,463,1167,1299,1204,1439,1897,1814,1301,567,3,0 to 103,54,8800,426,662,1284,644,8694,1834,626,5,730,7,4,456,11271,4996,6178,11172,99,0,51742,0,63047,51742,11271,456,10883,10482,1565249379.23035,242867.273750112,3c97198a-a027-4923-a8f8-ce1fafd29127,11,244,255,0.0431372549019608,55
33,33,27,053,HERNANDO,Hernando,FL,22885,559,2219,3315,2713,2673,2991,3172,2579,1716,911,37,0 to 106,44,12754,10088,43,22761,124,0,2086,7259,66,15316,106,14358,8501,3,23,22735,11943,2305,92,18,7766,6454,28,14248,204,838,1869,1907,1846,2073,2117,1780,1160,557,7,0 to 104,47,11538,798,1798,114,2636,11436,176,1203,19,1023,14,7,476,14358,6504,7823,14248,110,0,69443,0,83851,69443,14358,476,18400,18349,1259956856.20596,200494.167365377,6eb18eb2-9734-45d8-9ba1-42eee8f524af,21,455,476,0.0441176470588235,50
34,34,52,103,PINELLAS,Pinellas,FL,116885,1763,5022,13112,18473,15510,17265,19220,14094,7866,4439,121,0 to 120,48,64026,52759,100,114641,2244,0,19053,61895,411,77427,2495,80833,35500,2,550,114090,77511,1334,1961,28,41992,36810,43,78845,1241,4212,11002,14562,11401,12038,12128,7563,4096,2581,10,0 to 105,42,56482,10095,7321,4947,9471,58319,11055,7748,121,5259,76,24,1654,80834,37669,43115,78845,1989,0,429647,0,510771,429647,80834,1654,6064,5975,758940582.72230506,356104.408630079,9a6ae3e8-4aea-4d85-a26a-0191e0a5371a,81,3448,3529,0.0229526778124114,43
35,35,61,121,SUWANNEE,Suwannee,FL,7905,233,609,1130,995,1089,1086,1176,790,499,287,11,0 to 118,43,3973,3868,64,7876,29,0,290,1898,110,5138,122,5372,2525,0,8,7868,4935,408,20,9,2457,2857,29,5343,110,294,780,744,821,816,828,504,316,158,1,0 to 102,44,3635,824,634,250,765,4154,424,626,2,323,0,0,138,5372,2866,2476,5343,29,0,15153,0,20579,15153,5372,138,3201,3197,1792465815.52835,223150.095858967,50957d1d-0570-4e74-922c-4ab5f585c01c,6,85,91,0.0659340659340659,44
36,36,16,031,DUVAL,Duval,FL,153442,3776,11677,22301,27644,22608,21611,20808,13278,6437,3030,272,0 to 119,39,82865,69011,1566,151296,2146,0,11111,105250,454,36974,916,99747,53454,21,220,151056,93938,4185,1567,57,52662,44565,896,98123,2051,6635,16040,20191,15546,14302,12572,7291,3456,1596,67,0 to 106,37,42209,28251,11446,16217,8302,59005,30816,3764,51,2170,29,81,1463,99747,45382,53435,98123,1624,0,501364,0,601565,501364,99747,1463,33809,33702,2136692125.83844,339628.979868484,e178a8cf-16fc-449e-abf2-a69cfad303d5,105,2441,2546,0.0412411626080126,38
37,37,34,067,LAFAYETTE,Lafayette,FL,2071,31,84,230,484,436,273,216,159,98,59,1,0 to 119,39,669,1394,8,2071,0,0,32,1004,0,1674,27,1622,446,0,3,2068,1546,76,0,0,402,1216,4,1622,11,38,152,436,381,238,173,115,55,23,0,1 to 98,39,1151,369,61,41,194,1336,92,97,0,50,0,0,26,1622,1216,402,1622,0,0,2246,0,3881,2246,1622,26,902,902,1417838543.00769,193229.836834708,ffda6c44-8232-4ba9-a8d7-1995d8fd20d3,0,13,13,0,39
38,38,23,045,GULF,Gulf,FL,2983,80,272,340,369,331,443,502,403,175,68,0,0 to 96,47,1505,1462,16,2908,75,0,203,743,1,1866,78,1974,995,0,14,2894,1642,309,23,0,927,1011,13,1951,31,111,208,268,243,317,353,275,116,52,0,0 to 96,49,1500,358,40,53,59,1808,84,214,6,100,2,1,45,1974,1025,936,1951,23,0,7478,0,9457,7478,1974,45,1365,1361,1469866107.27026,258929.917930346,35df54b7-4874-405b-8ef3-9e45948ba616,1,14,15,0.0666666666666667,50
39,39,63,125,UNION,Union,FL,3352,70,280,397,379,441,459,705,461,132,28,0,0 to 118,47,1231,2105,16,3351,1,0,519,1154,4,2185,4,1837,1515,0,0,3351,1370,466,1,0,649,1174,13,1836,23,95,237,268,302,289,334,211,65,13,0,0 to 93,44,1345,415,44,32,48,1744,44,90,0,84,0,0,74,1837,1174,650,1836,1,0,10392,0,12246,10392,1837,74,1956,1955,646977045.561768,128178.538552252,254bd11b-c8fe-4e18-b61d-a60a5658d980,1,24,25,0.04,45
