OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1263,33,62,154,176,163,180,174,135,107,79,0,0 to 118,48,721,536,6,1263,0,0,77,773,2,551,17,483,778,1,1,1261,445,38,0,0,255,227,1,483,10,25,69,84,58,66,60,33,36,42,0,0 to 106,43,400,30,23,30,73,376,34,68,0,37,0,0,10,483,227,255,483,0,0,3907,0,4399,3907,483,10,633,616,{CB6285A2-DA2E-4583-AAD5-1221776836AE},5,69,74,0.0675675675675676,43,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5083,128,314,599,735,680,736,796,535,350,182,28,0 to 118,46,3001,2028,54,5073,10,0,734,3390,133,1743,30,1874,3201,0,8,5065,1144,728,1,1,978,877,17,1872,46,182,309,279,289,246,239,143,83,41,17,0 to 100,38,1030,510,228,104,396,1318,158,345,1,203,0,0,38,1874,878,979,1872,2,0,13667,8,15561,13675,1874,38,584,516,{CE511C5D-2638-44A3-B2F8-B13847543637},14,216,230,0.0608695652173913,38,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2328,47,80,243,465,449,362,319,222,99,38,4,0 to 118,41,928,1379,21,2319,9,0,64,1524,3,1009,29,1233,1089,0,6,2313,1171,59,3,0,307,923,0,1230,4,23,127,309,302,218,139,72,27,12,0,1 to 92,39,617,517,74,22,125,1043,62,94,0,39,0,0,10,1233,923,310,1230,3,0,4940,6,6208,4946,1233,10,1066,968,{541BD5A3-4453-499A-9896-F0EDC5353D0B},6,43,49,0.122448979591837,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11443,232,384,1336,1859,1693,1535,1596,1178,898,684,48,0 to 119,46,6644,4717,82,11272,170,1,628,7383,137,2272,162,4461,6959,1,22,11250,4213,210,33,5,2405,1973,45,4423,49,152,755,865,704,606,555,374,227,166,8,0 to 103,40,2453,418,814,738,580,2964,879,444,4,267,2,0,90,4461,1990,2426,4422,38,1,29672,132,34314,29804,4461,90,3863,3437,{EB5D2450-A892-40FD-9BA4-9821A7438525},27,408,435,0.0620689655172414,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1238,20,72,130,179,202,172,175,139,99,50,0,0 to 99,45,633,590,15,1237,1,0,40,552,4,516,13,586,651,0,1,1236,568,17,1,0,252,332,1,585,5,21,62,111,103,83,74,56,42,29,0,0 to 99,44,381,92,39,73,25,474,86,59,1,32,1,0,10,586,333,252,585,1,0,4150,0,4746,4150,586,10,845,784,{3B55AA95-5170-4CAF-82A3-E99AD7459349},4,47,51,0.0784313725490196,44,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,105992,1760,3161,10691,14922,14134,15449,16644,13394,9068,5092,1677,0 to 119,50,57397,48191,404,104966,1024,2,9277,80559,465,30586,861,43422,62120,159,291,104521,42377,658,380,7,22296,20550,189,43035,710,1686,6550,8015,7018,6704,5608,3195,2130,1724,82,0 to 106,41,16276,6966,7914,11879,11787,17495,13753,4729,59,3406,40,19,1178,43422,20761,22465,43033,387,2,293028,644,337716,293672,43422,1178,11434,11169,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},163,4798,4961,0.0328562789760129,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,18026,348,617,1721,2475,2500,2793,2855,2328,1463,854,72,0 to 119,49,10328,7455,243,17870,156,0,1657,11799,188,5498,205,7378,10384,5,259,17606,7207,145,25,1,4015,3271,66,7352,135,323,962,1230,1200,1167,988,664,398,274,37,0 to 104,43,2729,1708,1100,1815,1683,3359,2310,718,2,571,2,1,252,7378,3286,4026,7352,26,0,47054,131,54620,47185,7378,252,5472,5457,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},45,888,933,0.0482315112540193,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,22469,435,758,2366,3087,3203,3589,3580,2907,1728,780,36,0 to 119,48,12658,9730,81,22346,123,0,1992,14897,223,7817,348,8381,13954,3,131,22212,8170,153,56,2,4359,3955,9,8323,123,303,1271,1443,1321,1344,1113,766,440,248,9,0 to 119,42,5985,632,1300,406,2062,5693,568,1088,10,757,5,1,187,8381,3981,4391,8323,58,0,73649,70,82158,73719,8381,187,6379,5828,{83116673-3FAD-423E-B67E-DFE7515F5E81},38,1024,1062,0.0357815442561205,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5216,115,263,555,854,917,892,760,538,200,103,19,0 to 119,43,3045,2149,22,5194,21,1,485,3251,46,1733,35,2549,2662,0,5,5190,2490,51,8,0,1212,1314,15,2541,56,149,349,425,484,449,334,182,73,31,17,0 to 98,40,735,989,441,376,466,1537,538,365,0,197,0,0,42,2549,1315,1219,2540,8,1,12922,16,15526,12938,2549,42,1071,876,{77657EA6-12D6-4645-9915-E7357C9F40D6},109,314,423,0.257683215130024,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,20859,367,644,5001,3331,2762,2700,2765,2013,800,424,52,0 to 119,38,11143,9593,123,20425,433,1,1721,15671,201,4646,203,8111,12725,5,18,20404,7820,60,226,5,4374,3481,25,7880,135,288,3491,1301,879,749,674,323,149,104,18,0 to 105,25,2591,2182,1059,2048,582,4048,3250,509,18,191,11,7,41,8111,3584,4502,7879,231,1,69759,210,78215,69969,8111,41,3231,2818,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},293,1394,1687,0.173681090693539,26,2.4286163266357628,0.1707040441862682
