OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
14,14,24,047,HAMILTON,Hamilton,FL,2271,34,57,219,583,446,355,264,186,78,46,3,0 to 118,40,608,1645,18,2263,8,0,65,1910,9,584,13,598,1672,0,1,2262,514,79,4,1,221,372,0,593,23,40,91,134,97,93,71,32,12,5,0,0 to 90,36,256,288,41,8,90,349,154,81,1,21,0,0,4,598,375,223,593,5,0,3378,3,3981,3381,598,4,50,48,36,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,7105,85,114,823,1166,1110,1200,1137,764,419,228,59,0 to 119,47,3679,3326,100,7017,88,0,779,4791,28,3055,143,4077,3017,0,11,7006,3872,137,66,2,1935,2016,58,4009,49,82,636,809,713,699,542,339,149,52,7,0 to 98,41,2229,429,367,984,304,2466,1239,439,14,184,5,5,45,4077,2057,1961,4009,68,0,20725,38,24886,20763,4077,45,366,359,41,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,5824,128,171,460,869,929,885,1021,756,373,222,10,0 to 119,49,2532,3225,67,5801,23,0,612,3060,63,2690,23,2731,3090,0,3,5798,2489,232,8,2,736,1983,2,2721,51,81,251,522,548,478,403,244,113,39,1,0 to 102,43,1036,456,111,1118,113,1292,1316,43,1,111,2,0,13,2731,1990,739,2721,10,0,10400,13,13199,10413,2731,13,52,51,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,1470,42,41,183,235,254,234,228,132,85,34,2,0 to 99,44,763,682,25,1411,59,0,145,990,16,448,15,528,923,0,19,1392,436,92,0,0,217,310,1,528,5,14,72,94,118,85,81,30,23,6,0,1 to 97,40,304,87,37,100,13,395,120,52,0,27,0,0,4,528,310,217,528,0,0,4172,59,4760,4231,528,4,548,547,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1307,23,42,133,197,190,219,203,185,83,31,1,0 to 119,48,652,641,14,1287,20,0,36,824,5,411,50,476,827,0,4,1283,402,63,8,3,172,292,1,465,9,14,66,102,90,83,51,38,16,7,0,0 to 96,39,315,80,36,34,22,370,73,29,0,14,0,0,2,476,297,178,465,11,0,3661,9,4153,3670,476,2,513,507,39,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,10032,204,333,947,1174,1255,1325,1641,1541,1098,491,23,0 to 100,53,5027,4601,404,9928,104,0,850,6851,82,3255,110,3712,6270,1,49,9879,3668,20,24,0,1773,1895,20,3688,103,203,590,640,611,566,408,247,196,145,3,0 to 100,39,1651,214,1011,812,1760,1337,591,581,4,333,3,1,87,3712,1909,1783,3688,24,0,21256,77,25083,21333,3712,87,1974,1963,39,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,81327,1896,2876,9324,13889,12267,12519,12205,8851,4728,2219,553,0 to 119,45,45350,35469,508,80856,471,0,3831,69097,458,10012,475,31563,49555,22,187,80647,30892,540,126,5,16667,14527,238,31432,681,1432,5337,6734,5080,4743,3558,1903,1064,590,441,0 to 104,37,10485,4042,4095,12810,7633,9084,14715,2501,18,1352,13,5,378,31563,14585,16740,31432,131,0,204091,350,236482,204441,31563,378,5784,5437,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,23213,448,854,2200,2822,2824,3141,3851,3789,2310,861,113,0 to 119,52,12860,9973,380,22884,329,0,2094,18756,177,4922,77,9050,14152,3,8,22873,8883,73,94,0,4648,4157,151,8956,207,571,1449,1605,1448,1327,1113,683,427,210,10,0 to 101,39,3874,818,1108,3156,2179,2939,3838,460,7,589,6,2,189,9050,4201,4695,8956,94,0,73703,267,83083,73970,9050,189,640,541,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,11206,168,345,1153,1403,1616,1872,1857,1524,883,362,23,0 to 101,49,6351,4705,150,11180,26,0,769,8550,130,2051,120,3110,8082,1,13,11166,2980,122,8,0,1705,1387,10,3102,30,100,504,474,491,533,424,282,178,94,0,0 to 100,44,1556,525,250,771,294,1964,844,457,0,206,0,0,50,3110,1391,1709,3102,8,0,30578,18,33723,30596,3110,50,1921,1888,44,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,1933,66,179,322,359,249,254,222,169,81,32,0,0 to 95,36,1024,883,26,1924,9,0,72,722,2,1125,23,890,1042,1,0,1923,614,269,6,1,439,439,5,883,25,85,173,183,125,121,85,60,25,8,0,0 to 93,33,646,81,109,47,589,246,48,130,3,77,3,1,7,890,444,441,883,7,0,3909,2,4810,3911,890,7,1532,1431,33,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,23573,312,576,2006,3170,3165,3417,3767,3775,2410,935,40,0 to 168,52,14496,9002,75,23536,37,0,5645,13052,177,7594,244,5707,17510,1,355,23182,5540,153,13,1,3580,2080,33,5693,74,165,721,1140,1134,901,727,452,271,107,15,0 to 104,41,3347,1095,452,799,725,3741,1227,761,4,469,0,0,83,5707,2082,3592,5693,14,0,42672,23,48485,42695,5707,83,1641,1476,41,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,27343,316,592,2194,3290,3189,3963,5210,4593,2505,1201,290,0 to 119,54,15247,11502,594,27205,138,0,1589,22590,230,5165,293,7488,19790,0,65,27141,6686,747,49,6,3938,3456,39,7433,102,261,1164,1350,1061,1111,1057,709,411,245,17,0 to 103,43,3353,968,1463,1649,1251,4050,2132,924,7,555,5,0,124,7488,3485,3964,7433,55,0,63838,85,71496,63923,7488,124,2898,2276,43,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1183,26,55,113,152,206,151,187,161,88,43,1,0 to 118,47,651,522,10,1183,0,0,54,808,6,333,8,375,808,0,0,1183,337,38,0,0,172,202,1,375,1,19,41,66,68,51,57,42,24,6,0,3 to 91,43,237,28,6,104,5,256,114,43,0,30,0,0,4,375,202,172,375,0,0,2350,0,2727,2350,375,4,491,436,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,19911,327,459,1550,2218,2214,2612,3119,3241,2220,749,1202,0 to 103,54,10580,8406,925,19761,150,0,408,17912,222,1284,117,4840,15017,0,54,19709,4745,66,29,0,2497,2224,90,4811,87,189,761,877,766,740,652,425,245,89,9,0 to 103,41,1400,566,830,2015,647,1794,2370,414,13,262,5,1,60,4840,2239,2510,4811,29,0,57265,124,62309,57389,4840,60,1635,1344,41,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2388,56,81,279,308,265,349,420,326,218,83,3,0 to 118,50,1362,1009,17,2383,5,0,155,1539,16,863,16,645,1742,0,1,2382,595,46,1,3,315,324,2,641,16,32,122,102,83,109,82,59,30,8,2,0 to 99,40,308,106,150,77,182,355,104,57,0,34,0,0,4,645,327,316,641,4,0,5385,1,6040,5386,645,4,894,844,40,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,4923,34,67,184,253,276,404,668,1691,1089,172,85,0 to 119,68,2490,2282,151,4843,80,0,326,3847,164,1036,120,1208,3692,0,23,4820,1089,111,7,1,565,631,4,1200,6,33,95,79,122,147,174,310,195,47,0,1 to 99,62,677,191,66,266,64,838,298,275,1,174,0,0,40,1208,634,570,1200,8,0,15878,73,17172,15951,1208,40,654,642,62,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,23249,356,638,2611,3374,3229,3578,3542,2905,1429,741,846,0 to 119,47,13029,10009,211,23189,60,0,1008,19544,246,2680,147,6932,16256,1,60,23131,6836,69,27,0,3701,3129,75,6905,121,227,1377,1400,1036,1031,751,474,272,240,3,0 to 104,38,2747,743,845,2570,960,2277,3668,694,5,445,1,0,109,6932,3141,3713,6905,27,0,59735,35,66766,59770,6932,109,2538,2296,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,90694,1611,2294,10113,15766,14281,14158,13151,8841,4232,1664,4583,0 to 120,44,48717,41253,724,89341,1352,1,3088,82213,585,8883,521,30776,59493,2,423,88918,30233,151,387,5,15285,14715,384,30384,469,845,5690,7464,5489,4591,3295,1647,861,382,43,0 to 106,36,7079,4081,5090,14134,5089,6770,18525,1697,53,904,42,5,275,30776,14917,15466,30383,392,1,233432,984,265468,234416,30776,275,3300,3072,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,5709,56,134,453,602,565,732,1039,1120,750,243,15,0 to 222,58,3189,2364,156,5699,10,0,320,3947,119,1354,44,1429,4247,1,32,5667,848,578,2,1,739,679,8,1426,12,38,199,175,164,222,267,173,119,54,6,0 to 100,51,1088,99,105,134,75,1164,187,108,0,137,0,0,36,1429,681,740,1426,3,0,16371,7,17818,16378,1429,36,2149,1697,51,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,5829,101,138,575,793,728,849,976,763,551,345,10,0 to 102,52,3469,2344,16,5801,28,0,554,4027,66,2084,60,1906,3920,1,2,5798,1606,286,12,2,1044,844,4,1892,24,65,267,311,261,287,264,203,132,86,6,0 to 100,45,1386,213,240,53,345,1412,135,359,2,239,2,1,42,1906,848,1054,1892,14,0,16461,14,18395,16475,1906,42,2178,2127,45,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,52399,565,993,4471,7351,6412,7634,9434,7968,4813,2670,88,0 to 120,53,29761,22560,78,52009,390,0,4636,40571,411,15882,544,17358,35018,1,22,51987,17046,192,113,7,9253,7976,9,17238,237,596,2527,3448,2402,2515,2438,1518,972,696,9,0 to 104,42,8673,2952,1398,4215,1820,10280,5138,2247,29,1619,21,2,469,17358,8040,9309,17238,120,0,150479,273,168246,150752,17358,469,1225,1133,42,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,3162,98,152,345,410,417,392,465,376,276,220,11,0 to 118,48,1886,1211,65,3145,17,0,115,2048,110,1195,29,1302,1858,0,2,3143,1136,149,14,3,695,582,8,1285,42,96,193,170,197,170,148,113,99,73,1,0 to 102,42,676,165,237,207,348,675,262,199,2,99,0,0,38,1302,588,706,1285,17,0,5887,0,7201,5887,1302,38,363,359,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,69051,1136,2038,7813,12441,10410,10498,11022,7723,3870,1958,142,-6 to 119,45,37595,30634,822,68281,770,0,2123,60138,454,6214,275,22568,46299,13,171,68103,20724,1609,214,21,11737,10450,146,22333,313,915,3669,5224,3749,3322,2648,1558,738,417,15,0 to 103,37,5473,7287,2255,7318,1792,11014,9527,1225,29,653,15,6,165,22568,10576,11844,22333,235,0,181498,551,204834,182049,22568,165,5248,5134,37,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,445,10,6,50,59,45,48,59,63,58,46,1,0 to 119,56,283,157,5,445,0,0,14,342,0,64,1,117,328,0,0,445,108,9,0,0,69,48,0,117,5,6,10,23,7,19,23,17,3,4,0,1 to 98,48,65,26,18,8,15,92,10,25,0,8,0,0,1,117,48,69,117,0,0,781,0,901,781,117,1,66,66,48,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1205,29,64,105,136,132,203,248,176,85,27,0,0 to 94,51,625,577,3,1143,62,0,81,600,1,421,22,490,715,0,0,1143,478,3,9,0,213,268,0,481,8,25,50,61,67,87,109,58,17,8,0,1 to 94,48,280,175,9,17,22,420,39,83,2,32,2,0,2,490,275,215,481,9,0,3419,55,3969,3474,490,2,528,524,48,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1400,17,37,102,107,140,164,444,295,78,16,0,0 to 118,58,424,970,6,1400,0,0,77,1137,4,276,5,244,1156,0,0,1400,165,79,0,0,97,147,0,244,6,11,42,37,31,22,59,28,6,2,0,0 to 91,43,167,61,12,4,10,224,10,31,0,23,0,0,4,244,147,97,244,0,0,3873,0,4122,3873,244,4,311,310,43,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1825,32,48,172,229,225,277,358,214,160,104,6,0 to 118,52,1077,727,21,1823,2,0,134,1382,34,463,2,378,1446,0,1,1822,279,99,0,0,173,205,0,378,6,13,48,43,61,64,72,32,26,13,0,0 to 107,47,223,97,18,40,10,312,56,39,0,27,0,0,4,378,205,173,378,0,0,3904,2,4290,3906,378,4,532,500,47,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,2014,30,74,193,279,308,341,357,259,128,44,1,0 to 102,49,995,1011,8,2006,8,0,72,1266,13,719,35,651,1359,0,4,2002,599,46,5,1,221,424,0,645,7,23,87,128,126,113,105,38,18,6,0,1 to 91,41,415,153,43,34,40,537,68,69,0,31,1,0,4,651,426,225,645,6,0,6889,2,7577,6891,651,4,587,512,41,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,24683,306,484,2024,2762,2846,3476,5127,4390,2367,755,146,0 to 119,55,13853,10716,114,24656,27,0,1359,21266,107,4657,156,5794,18879,0,10,24646,5663,110,18,3,3072,2678,23,5773,59,148,1039,1006,846,845,813,498,306,234,0,0 to 110,42,3028,635,499,1611,750,3206,1817,894,6,447,3,0,134,5794,2688,3083,5773,21,0,75661,17,81531,75678,5794,134,1427,1369,42,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,31131,738,1202,3264,4735,4562,4551,4491,3858,2355,1028,347,0 to 119,47,17279,13528,324,31008,123,0,1888,24593,231,6093,242,13654,17426,1,50,30957,12203,1405,34,12,7170,6265,173,13608,270,671,2011,2588,2366,2037,1622,1076,640,356,17,0 to 103,40,6319,2334,1276,3679,3398,5375,4835,1763,11,1278,10,1,304,13654,6283,7198,13608,46,0,79823,78,93638,79901,13654,304,4636,4067,40,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,22127,312,814,2300,3595,3587,3729,3236,2296,1155,425,678,0 to 155,45,12042,9873,212,22015,112,0,2264,16551,390,3723,239,9286,12731,2,108,21906,9143,59,82,2,4770,4301,131,9202,128,408,1372,1891,1734,1625,1021,631,339,124,13,0 to 104,39,2744,468,2574,3416,3724,1489,3989,735,10,391,8,2,96,9286,4356,4796,9202,84,0,52310,28,61752,52338,9286,96,3210,2699,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,5064,95,130,325,594,517,620,780,836,735,412,20,0 to 119,58,2973,2057,34,4998,66,0,169,4021,47,1129,45,1328,3728,0,8,4990,1206,119,3,0,707,616,2,1325,25,47,147,210,182,201,208,133,119,56,0,0 to 98,48,751,218,193,163,363,742,220,295,2,153,1,0,34,1328,619,707,1325,3,0,14110,63,15514,14173,1328,34,1293,1179,48,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,39831,570,926,4030,5563,5427,5816,6220,5788,3694,1716,81,0 to 119,51,22256,17214,361,38668,1162,1,1615,33120,613,9759,248,16090,23712,2,27,38640,15126,671,286,7,8240,7358,199,15797,292,566,2514,2972,2591,2543,2036,1283,754,513,26,0 to 102,41,6511,1496,711,7079,3580,4848,7369,1858,20,1029,17,8,323,16090,7504,8377,15796,293,1,94812,928,111886,95740,16090,323,3898,2295,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,23954,605,1017,2739,3089,3262,3350,3389,3246,2388,831,38,0 to 105,48,12650,11010,294,23531,423,0,1557,16939,356,6891,222,10118,13626,3,207,23321,9569,405,128,16,5039,4815,120,9974,268,521,1704,1672,1704,1610,1228,718,468,224,1,0 to 104,40,4885,605,1001,3483,4062,2412,3500,1138,22,707,12,6,130,10118,4876,5082,9974,144,0,50721,288,61190,51009,10118,130,5962,4982,40,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,262371,3471,6341,26155,44986,42782,47426,41557,26215,14619,7993,826,0 to 225,46,135800,124774,1797,260526,1844,1,10518,223245,2785,30347,1173,127677,134368,91,235,260202,125299,1490,879,9,64125,61857,807,126789,1845,4083,16182,24085,21460,22987,17887,10038,5668,3201,241,0 to 108,43,45622,11330,11302,58535,51463,15004,60322,11776,69,6002,37,16,1784,127677,62292,64513,126788,888,1,532057,989,662388,533046,127677,1784,11065,10327,43,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,5572,102,149,463,811,819,956,1065,746,348,111,2,0 to 101,49,2860,2679,33,5477,95,0,1522,2588,83,1632,147,1438,4073,0,61,5418,1384,28,21,5,667,742,3,1412,31,56,173,278,255,260,190,120,60,15,0,0 to 100,42,819,73,62,458,446,483,483,211,5,92,4,0,13,1438,758,677,1412,26,0,11523,67,13040,11590,1438,13,2554,2277,42,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,10750,301,433,1261,1584,1593,1698,1654,1265,664,286,11,0 to 119,46,5486,5221,43,10662,88,0,529,7277,99,2881,179,3700,7033,0,17,10645,3588,84,28,0,1527,2131,14,3672,53,112,684,678,611,618,493,246,134,70,1,0 to 101,39,2136,489,195,852,150,2561,961,133,0,180,1,0,34,3700,2142,1544,3672,28,0,23797,60,27593,23857,3700,34,3339,2796,39,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2979,67,98,421,401,429,437,470,321,193,139,3,0 to 101,46,1544,1397,38,2813,166,0,192,2310,15,1278,150,1323,1654,0,2,2811,1181,27,112,3,573,634,1,1208,17,54,309,216,217,182,185,77,53,13,0,0 to 101,38,946,77,54,131,242,842,124,169,17,62,3,0,15,1323,689,633,1208,115,0,7861,54,9279,7915,1323,15,708,653,38,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,4688,56,107,431,849,818,814,693,431,290,193,6,0 to 105,46,1921,2695,72,4658,30,0,41,2910,19,1668,44,1797,2885,1,5,4652,1728,54,14,1,524,1247,11,1782,16,47,174,384,353,335,245,123,65,55,0,0 to 100,43,783,354,66,579,71,742,969,149,2,101,0,0,36,1797,1255,530,1782,15,0,9395,18,11220,9413,1797,36,1121,922,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1688,34,52,148,262,250,282,304,174,123,59,0,0 to 119,48,847,793,48,1675,13,0,50,1154,9,677,15,747,922,0,19,1656,656,82,8,1,261,451,26,738,9,25,80,162,126,132,107,56,39,11,0,0 to 99,42,337,142,20,239,13,350,375,48,2,42,1,0,14,747,454,267,738,9,0,4449,5,5216,4454,747,14,495,439,42,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,4579,69,108,489,513,563,659,830,717,436,191,4,0 to 103,53,2529,1952,98,4414,165,0,225,3424,28,776,130,1184,3364,0,31,4384,1086,31,65,2,569,547,1,1117,17,33,240,165,182,186,176,113,49,23,0,0 to 95,42,740,117,53,207,56,824,237,155,6,71,1,0,11,1184,575,608,1117,67,0,13295,97,14593,13392,1184,11,1224,1218,42,3.7594213077324343,0.1544196859093086
