OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2447,76,215,376,324,339,344,307,215,159,92,0,0 to 118,41,1345,1091,11,2443,4,0,217,1063,2,1514,33,1455,986,1,5,2437,1247,204,2,2,765,679,7,1451,31,112,226,224,214,211,172,113,94,58,0,0 to 106,40,1133,85,54,179,122,1131,198,118,0,66,0,0,37,1455,681,767,1451,4,0,6369,0,7842,6369,1455,37,1415,1398,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,1,53,54,0.0185185185185185,40
2,2,54,107,PUTNAM,Putnam,FL,9995,330,963,1361,1340,1276,1362,1448,1047,603,256,9,0 to 118,42,5661,4297,37,9968,27,0,1734,3719,133,7096,90,5947,4006,0,42,9926,3572,2356,12,7,3219,2693,16,5928,148,523,891,819,811,804,838,629,343,139,2,0 to 100,42,3958,1331,475,164,791,4871,266,715,2,516,2,1,133,5947,2704,3227,5928,19,0,25420,0,31379,25420,5947,133,2937,2883,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,7,157,164,0.0426829268292683,42
3,3,62,123,TAYLOR,Taylor,FL,4302,145,403,514,708,688,616,575,399,184,64,6,0 to 118,40,1932,2355,15,4292,10,0,147,2002,3,2824,47,2681,1613,0,8,4284,2411,264,6,0,1060,1612,3,2675,34,118,318,498,520,432,370,234,116,40,1,0 to 98,41,1630,804,119,122,148,2324,203,189,0,94,0,0,43,2681,1614,1064,2675,6,0,7979,0,10687,7979,2681,43,2561,2467,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,1,54,55,0.0181818181818182,41
4,4,46,091,OKALOOSA,Okaloosa,FL,31833,760,3675,4629,4867,4679,3941,4159,2564,1555,933,71,0 to 119,38,17338,14272,223,31505,327,1,1858,11008,137,14413,987,19507,12211,2,113,31393,17892,1408,191,16,10221,8939,140,19300,240,1240,2897,3542,3120,2633,2810,1653,885,455,32,0 to 103,40,12043,1637,2188,3432,1612,13576,4112,1033,14,684,16,4,342,19507,9047,10318,19299,207,1,64425,0,84011,64425,19507,342,28070,27657,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,28,343,371,0.0754716981132076,40
5,5,7,013,CALHOUN,Calhoun,FL,2805,82,361,384,322,379,356,348,292,186,93,2,0 to 99,41,1462,1322,21,2802,3,0,186,588,4,1362,46,1643,1155,0,7,2795,1423,217,3,0,801,832,7,1640,27,113,205,223,230,230,222,194,124,74,1,0 to 99,45,1117,183,211,129,38,1374,228,131,2,57,2,0,42,1643,834,802,1640,3,0,5974,0,7628,5974,1643,42,2250,2193,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,22,22,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,205818,4632,13232,26634,30944,28365,29861,29179,20984,13333,7042,1612,0 to 119,44,109378,95480,960,202942,2874,2,29662,107950,465,96732,3296,126729,78269,133,687,202131,123059,1492,2158,20,64658,59221,672,124551,2279,7634,19618,22787,19436,19194,16758,9648,5751,3565,59,0 to 107,40,62686,17751,21573,22541,32844,63302,28405,8647,141,6232,101,47,2586,126729,60344,65665,124549,2178,2,661602,0,789102,661602,126729,2586,53823,53564,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,367,6540,6907,0.0531345012306356,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,39073,1131,2916,5103,5414,5288,5659,5582,4273,2493,1178,36,0 to 119,44,21730,17113,230,38776,297,0,4647,14626,188,21888,838,23244,15383,7,439,38332,22876,205,161,2,12614,10386,81,23081,416,1279,3187,3731,3533,3556,3290,2363,1290,595,4,0 to 104,43,11537,4729,2989,3826,5261,13077,4743,2114,22,1564,14,1,562,23244,10466,12697,23081,163,0,103381,0,126704,103381,23244,562,23965,23949,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,49,827,876,0.0559360730593607,43
8,8,51,101,PASCO,Pasco,FL,55911,1225,4721,7637,7257,7706,8390,7641,6126,3737,1439,32,0 to 119,44,30595,25171,145,55526,385,0,3461,26975,223,26972,1469,34963,20509,3,436,55087,33221,1426,309,5,18510,16057,80,34647,551,2160,5012,5095,5120,5431,4701,3684,2318,881,8,0 to 105,43,25305,2034,3993,3315,6742,22946,4959,3193,56,2285,42,7,676,34961,16183,18675,34647,314,0,179863,0,214929,179863,34961,676,25919,25381,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,95,1628,1723,0.0551363900174115,44
9,9,20,039,GADSDEN,Gadsden,FL,8787,295,782,1078,1284,1425,1394,1225,810,339,152,3,0 to 119,41,5063,3702,22,8757,29,1,1163,3750,46,4685,99,5512,3261,1,13,8744,5074,422,13,3,2890,2589,17,5496,149,457,747,811,937,922,774,429,206,79,1,0 to 99,41,1575,2713,925,283,899,4165,432,729,1,418,0,0,91,5512,2593,2902,5495,16,1,21760,0,27315,21760,5512,91,2969,2775,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,1,96,97,0.0103092783505155,41
10,10,37,073,LEON,Leon,FL,46021,1507,2690,13528,7296,5749,5181,4867,3180,1334,641,48,0 to 119,31,25074,20740,207,44950,1070,1,7259,21118,201,22753,830,29850,16117,7,47,44898,28697,285,851,17,16002,12851,129,28982,678,1634,10703,4961,3668,3071,2660,1444,681,340,10,0 to 106,28,13870,8993,3446,2673,2724,21926,4332,1455,48,629,36,31,297,29850,13224,16486,28981,868,1,146443,0,176465,146443,29850,297,13378,12977,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,40,1483,1523,0.0262639527248851,28
