OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1744,46,118,264,244,233,240,224,165,124,86,0,0 to 118,43,935,801,8,1744,0,0,118,832,2,965,26,861,879,1,3,1740,757,104,0,0,421,436,4,861,15,52,141,147,119,116,101,63,56,51,0,0 to 106,40,665,67,39,90,92,663,106,96,0,53,0,0,20,861,436,421,861,0,0,5232,0,6104,5232,861,20,1048,1031,{CB6285A2-DA2E-4583-AAD5-1221776836AE},2,35,37,0.0540540540540541,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,7136,224,676,952,969,896,977,1046,741,436,211,8,0 to 118,43,4098,2988,50,7121,15,0,1130,3208,133,3920,75,3252,3855,0,29,7092,1822,1423,3,4,1733,1495,17,3245,86,324,524,450,449,436,434,317,162,69,1,0 to 100,40,2067,799,295,84,556,2575,114,462,2,314,2,0,62,3252,1500,1735,3245,7,0,20311,8,23583,20319,3252,62,2005,1942,{CE511C5D-2638-44A3-B2F8-B13847543637},16,106,122,0.131147540983607,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3074,69,198,342,560,534,460,430,289,141,46,5,0 to 118,41,1287,1767,20,3064,10,0,88,1672,3,1740,32,1760,1308,0,6,3058,1641,115,4,0,557,1196,3,1756,10,50,187,376,380,300,234,131,69,22,1,0 to 95,41,987,604,82,83,134,1496,126,161,0,76,0,0,23,1760,1197,560,1756,4,0,6521,6,8312,6527,1760,23,1848,1751,{541BD5A3-4453-499A-9896-F0EDC5353D0B},3,33,36,0.0833333333333333,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,20260,447,1798,2879,3133,2901,2563,2729,1779,1181,799,51,0 to 119,40,11308,8817,135,20014,245,1,1116,8823,137,7413,517,10781,9375,1,103,19912,9857,806,105,13,5686,4906,71,10663,133,580,1689,1994,1646,1455,1541,924,507,301,11,0 to 103,40,5535,822,1719,2587,936,7220,2507,681,7,456,8,1,185,10781,4969,5741,10662,118,1,48297,126,59280,48423,10781,185,16572,16148,{EB5D2450-A892-40FD-9BA4-9821A7438525},52,493,545,0.0954128440366972,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1835,40,169,218,239,270,243,234,206,147,69,0,0 to 99,44,932,888,15,1833,2,0,89,550,4,833,19,986,845,0,4,1829,882,102,2,0,452,531,1,984,13,47,103,157,145,138,125,118,90,50,0,0 to 99,47,646,116,124,98,30,799,155,87,1,44,1,0,24,986,532,453,984,2,0,5000,0,5996,5000,986,24,1491,1431,{3B55AA95-5170-4CAF-82A3-E99AD7459349},2,26,28,0.0714285714285714,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,142528,2653,6202,17284,20880,19285,20651,21167,16323,10709,5761,1613,0 to 119,47,76259,65712,557,140826,1700,2,16535,91394,465,53236,1849,73079,68844,147,458,140230,71198,938,930,13,37154,34689,293,72136,1153,3390,12033,13393,11347,11025,9434,5461,3438,2350,55,0 to 106,40,33131,10225,12131,16649,19156,34416,18564,6550,89,4675,59,27,1774,73079,35177,37576,72134,943,2,474400,754,548881,475154,73079,1774,29673,29411,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},365,6073,6438,0.0566946256601429,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,25145,645,1377,2861,3480,3440,3809,3762,2997,1765,979,30,0 to 119,47,14213,10734,198,24960,185,0,2685,12110,188,11050,534,12108,12651,4,382,24575,11881,176,49,2,6603,5431,23,12057,230,561,1600,1987,1885,1920,1688,1217,639,379,2,0 to 104,43,5659,2535,1594,2269,2739,6563,2755,1196,7,933,6,1,379,12108,5457,6627,12057,51,0,76706,133,89003,76839,12108,379,13117,13102,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},48,802,850,0.0564705882352941,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,35601,731,2516,4729,4570,4829,5420,5108,4179,2501,993,25,0 to 119,45,19508,15868,225,35352,249,0,2773,18822,223,15532,804,17976,17326,4,295,35053,17182,614,177,2,9289,8371,136,17796,264,906,2721,2693,2645,2827,2412,1891,1159,449,8,0 to 105,43,12723,1097,2252,1724,3667,11827,2302,1870,19,1375,13,4,325,17975,8452,9379,17796,179,0,126598,73,144728,126671,17975,325,19105,18560,{83116673-3FAD-423E-B67E-DFE7515F5E81},166,2126,2292,0.0724258289703316,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,6513,191,453,772,1023,1118,1067,898,623,250,115,3,0 to 119,42,3767,2734,12,6487,25,1,747,3258,46,2745,68,3519,2986,1,7,6480,3364,143,11,1,1765,1736,6,3507,94,240,484,572,653,607,458,248,120,42,1,0 to 98,40,1056,1533,651,267,668,2436,403,488,1,265,0,0,58,3519,1738,1775,3506,12,1,17436,16,21021,17452,3519,58,2045,1850,{77657EA6-12D6-4645-9915-E7357C9F40D6},3,61,64,0.046875,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,31372,720,1275,9605,4855,3856,3584,3505,2425,992,509,46,0 to 119,33,16983,14276,113,30673,698,1,3964,17914,201,11973,462,16890,14437,6,39,30631,16263,136,481,10,9036,7326,37,16399,275,655,7265,2673,1890,1531,1344,716,335,197,9,0 to 106,25,6912,4846,2057,2584,1518,10758,4123,889,31,358,18,16,164,16890,7533,9313,16398,491,1,112826,213,130116,113039,16890,164,8533,8128,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},28,406,434,0.0645161290322581,25,2.4286163266357628,0.1707040441862682
