OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2365,69,206,367,310,332,329,294,207,158,93,0,0 to 118,41,1298,1054,13,2361,4,0,195,1060,2,1434,32,1400,959,1,5,2355,1199,197,2,2,733,654,9,1396,29,106,220,214,208,201,165,106,93,58,0,0 to 106,40,1082,82,53,179,118,1083,195,118,0,65,0,0,33,1400,656,735,1396,4,0,6233,0,7651,6233,1400,33,1361,1344,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,3,177,180,0.0166666666666667,40
2,2,54,107,PUTNAM,Putnam,FL,9884,324,951,1343,1328,1268,1348,1426,1034,596,256,10,0 to 118,42,5598,4247,39,9857,27,0,1700,3707,133,6961,90,5834,4006,0,44,9813,3488,2327,12,7,3155,2643,17,5815,143,513,872,806,800,792,816,615,337,138,2,0 to 100,42,3885,1300,467,163,774,4772,269,695,2,499,2,1,126,5834,2654,3163,5815,19,0,24708,0,30555,24708,5834,126,2929,2873,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,6,183,189,0.0317460317460317,42
3,3,62,123,TAYLOR,Taylor,FL,4231,135,394,506,703,680,608,565,392,180,62,6,0 to 118,40,1896,2317,18,4220,11,0,136,1989,3,2745,45,2636,1586,0,9,4211,2379,251,6,0,1035,1590,5,2630,33,118,311,494,513,426,361,229,112,38,1,0 to 98,41,1588,797,119,126,147,2281,202,185,0,90,0,0,42,2636,1592,1039,2630,6,0,7800,0,10463,7800,2636,42,2538,2442,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,4,23,27,0.148148148148148,41
4,4,46,091,OKALOOSA,Okaloosa,FL,30749,716,3458,4452,4706,4531,3826,4027,2507,1528,925,73,0 to 119,39,16759,13765,225,30434,314,1,1826,10749,137,13800,953,18811,11825,2,111,30324,17215,1402,177,17,9867,8607,143,18617,229,1193,2780,3406,2999,2547,2709,1604,863,447,34,0 to 103,40,10871,1468,2438,3840,1487,12744,4386,1002,14,667,16,4,327,18811,8709,9956,18616,194,1,61960,0,80850,61960,18811,327,27046,26633,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,87,541,628,0.138535031847134,40
5,5,7,013,CALHOUN,Calhoun,FL,2743,78,350,370,319,371,348,345,286,181,93,2,0 to 99,41,1427,1296,20,2740,3,0,173,591,4,1327,46,1608,1129,0,6,2734,1392,213,3,0,783,816,6,1605,27,111,202,220,224,222,218,188,121,74,1,0 to 99,45,1083,182,209,131,38,1336,231,126,2,56,2,0,40,1608,818,784,1605,3,0,5868,0,7487,5868,1608,40,2224,2167,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,40,41,0.024390243902439,45
6,6,50,099,PALM BEACH,Palm Beach,FL,197803,4352,12186,25322,29687,27226,28702,28139,20541,13087,6949,1612,0 to 119,44,105287,91637,879,195091,2710,2,28142,106015,465,90964,3172,120322,76693,134,654,194310,116892,1405,2004,21,61450,56256,591,118297,2148,7068,18623,21639,18453,18191,15843,9273,5538,3485,61,0 to 107,40,59046,16886,20331,22034,31339,59673,27285,8326,134,6000,90,44,2455,120322,57292,62391,118295,2025,2,633904,0,754996,633904,120322,2455,50553,50294,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,409,6646,7055,0.0579730687455705,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,37312,1063,2653,4783,5160,5078,5426,5363,4169,2422,1160,35,0 to 119,44,20803,16290,219,37038,274,0,4389,14532,188,20413,803,22077,14807,6,422,36612,21727,204,144,2,12002,9858,71,21931,406,1195,2985,3524,3361,3369,3123,2288,1238,584,4,0 to 104,43,10887,4469,2833,3742,4990,12290,4651,1906,21,1454,14,1,547,22077,9931,12075,21931,146,0,99088,0,121242,99088,22077,547,22345,22329,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,63,858,921,0.0684039087947883,43
8,8,51,101,PASCO,Pasco,FL,53693,1160,4414,7297,6926,7373,8055,7397,5988,3638,1413,32,0 to 119,44,29347,24090,256,53327,366,0,3413,26279,223,25485,1390,33267,19968,3,455,52869,31622,1345,293,5,17574,15232,161,32967,523,1980,4762,4826,4857,5162,4479,3570,2236,862,8,0 to 105,44,23782,1919,3818,3448,6351,21544,5072,3043,51,2184,38,6,647,33265,15353,17731,32967,298,0,172226,0,205595,172226,33265,647,24989,24450,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,127,1875,2002,0.0634365634365634,44
9,9,20,039,GADSDEN,Gadsden,FL,8660,289,759,1056,1264,1409,1380,1209,803,337,151,3,0 to 119,41,4983,3651,26,8630,29,1,1143,3746,46,4488,98,5429,3217,1,13,8617,5000,413,13,3,2843,2549,21,5413,147,451,730,799,922,909,761,427,204,78,1,0 to 99,41,1539,2675,911,288,880,4095,438,720,1,406,0,0,83,5429,2553,2855,5412,16,1,21335,0,26807,21335,5429,83,2900,2706,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,10,133,143,0.0699300699300699,41
10,10,37,073,LEON,Leon,FL,44967,1384,2575,13168,7147,5654,5085,4786,3153,1326,640,49,0 to 119,32,24522,20245,200,43918,1048,1,7067,21014,201,21897,807,29106,15807,7,47,43866,27979,281,830,16,15612,12525,123,28260,650,1584,10427,4838,3592,2988,2586,1420,673,338,10,0 to 106,28,13374,8815,3361,2710,2625,21271,4364,1393,47,595,36,30,279,29106,12888,16085,28259,846,1,143182,0,172467,143182,29106,279,12796,12395,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,52,1784,1836,0.028322440087146,28
