OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1879,54,134,283,260,257,256,244,174,128,89,0,0 to 118,42,1012,859,8,1879,0,0,131,902,2,1028,28,993,882,1,3,1875,878,115,0,0,496,493,4,993,21,63,158,166,142,135,120,73,61,54,0,0 to 106,40,768,76,44,105,101,771,121,103,0,55,0,0,23,993,493,496,993,0,0,5392,0,6397,5392,993,23,1090,1073,{CB6285A2-DA2E-4583-AAD5-1221776836AE},8,13,21,0.380952380952381,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,7836,249,748,1076,1058,985,1080,1124,822,467,218,9,0 to 118,43,4509,3273,54,7817,19,0,1230,3408,133,4558,80,3859,3937,0,40,7778,2143,1706,6,4,2093,1735,21,3849,101,371,630,531,531,525,513,392,188,75,2,0 to 100,40,2487,907,343,112,611,3071,167,500,2,346,2,1,71,3859,1742,2096,3849,10,0,21378,8,25257,21386,3859,71,2346,2284,{CE511C5D-2638-44A3-B2F8-B13847543637},42,150,192,0.21875,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3305,75,231,383,583,567,491,453,322,145,50,5,0 to 118,41,1409,1876,20,3294,11,0,90,1752,3,1931,34,1929,1368,0,8,3286,1785,140,4,0,650,1272,3,1925,11,67,215,397,402,326,256,157,72,25,1,0 to 95,41,1117,614,91,103,136,1636,153,170,0,80,0,0,25,1929,1273,653,1925,4,0,6727,7,8688,6734,1929,25,2016,1919,{541BD5A3-4453-499A-9896-F0EDC5353D0B},15,11,26,0.576923076923077,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,22393,495,2066,3175,3480,3278,2834,3029,1917,1248,820,51,0 to 119,40,12389,9867,137,22136,256,1,1300,9186,137,8822,574,12480,9809,1,103,22034,11243,1108,114,15,6524,5752,75,12351,149,676,1890,2312,1975,1696,1814,1053,574,330,11,0 to 103,40,6670,973,1854,2854,1037,8415,2899,738,8,494,11,1,224,12480,5818,6586,12350,129,1,51094,126,63772,51220,12480,224,18962,18540,{EB5D2450-A892-40FD-9BA4-9821A7438525},73,80,153,0.477124183006536,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2087,49,199,252,264,297,277,266,237,167,79,0,0 to 99,44,1075,997,15,2085,2,0,110,557,4,1000,23,1183,899,0,5,2080,1049,132,2,0,557,622,2,1181,16,62,127,173,166,164,154,148,112,61,0,0 to 99,48,758,128,188,107,32,951,198,102,1,49,1,0,28,1183,623,558,1181,2,0,5079,0,6272,5079,1183,28,1689,1629,{3B55AA95-5170-4CAF-82A3-E99AD7459349},14,8,22,0.636363636363636,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,152288,2964,7073,18574,22437,20717,22123,22439,17153,11205,5989,1614,0 to 119,46,81388,70300,600,150305,1981,2,18510,94260,465,59205,2067,81390,70209,143,546,149624,79237,974,1162,17,41408,38466,337,80211,1312,3940,13123,14862,12631,12366,10555,6154,3830,2559,58,0 to 106,40,37978,11175,13535,17523,21302,38823,20086,6848,97,4936,63,28,1873,81390,39070,41943,80209,1179,2,507477,784,590334,508261,81390,1873,33796,33535,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},511,2109,2620,0.195038167938931,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,27403,727,1537,3200,3792,3768,4122,4093,3203,1889,1038,34,0 to 119,46,15459,11771,173,27181,222,0,3178,12487,188,13068,598,13973,12996,4,430,26749,13713,182,76,2,7616,6269,10,13895,260,646,1852,2266,2173,2210,1981,1402,747,434,2,0 to 104,43,6663,2876,1899,2457,3255,7619,3021,1308,10,1023,9,1,397,13973,6310,7653,13895,78,0,80854,139,95026,80993,13973,397,14881,14865,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},101,198,299,0.337792642140468,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,39549,819,2901,5260,5081,5415,5970,5628,4566,2781,1101,27,0 to 119,45,21652,17667,230,39275,274,0,3010,20488,223,17439,897,21371,17841,4,333,38938,20386,787,195,2,11142,9893,138,21173,317,1128,3150,3161,3157,3318,2878,2263,1429,560,9,0 to 105,44,15033,1272,2644,2224,4268,13880,3025,2055,20,1513,14,3,366,21370,9980,11242,21173,197,0,136505,79,158041,136584,21370,366,20503,19959,{83116673-3FAD-423E-B67E-DFE7515F5E81},146,479,625,0.2336,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,6914,207,498,822,1077,1170,1136,960,657,263,121,3,0 to 119,42,4004,2894,16,6887,26,1,807,3361,46,3028,73,3881,3019,1,13,6874,3673,195,12,1,1979,1880,9,3868,100,275,529,621,701,674,518,282,133,47,1,0 to 98,40,1153,1749,683,283,696,2759,413,530,1,288,0,0,59,3881,1883,1989,3867,13,1,18175,16,22121,18191,3881,59,2241,2046,{77657EA6-12D6-4645-9915-E7357C9F40D6},46,83,129,0.356589147286822,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,33757,814,1496,10084,5258,4235,3874,3770,2578,1069,534,45,0 to 119,33,18265,15358,134,32967,789,1,4437,18505,201,13513,504,19016,14697,6,38,32925,18283,158,565,10,10111,8272,58,18441,348,794,7654,3049,2250,1814,1598,866,411,223,9,0 to 106,26,8009,5598,2286,2548,1688,12675,4078,960,35,398,24,19,173,19016,8517,10434,18440,575,1,120161,220,139600,120381,19016,173,9592,9188,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},256,860,1116,0.229390681003584,25,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1790,49,135,177,220,228,266,311,242,122,39,1,0 to 101,48,872,914,4,1765,25,0,70,966,41,1006,32,971,815,2,2,1762,809,142,16,4,402,547,2,951,12,54,97,152,122,167,175,109,59,24,0,0 to 99,47,424,440,54,33,40,835,76,86,3,50,0,0,16,971,559,410,951,20,0,4566,2,5556,4568,971,16,843,805,{862C7BAB-C64B-458C-A6FA-56543968D206},14,30,44,0.318181818181818,48,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2952,139,340,383,353,380,410,372,315,169,83,8,0 to 101,41,1697,1249,6,2914,38,0,179,1184,53,1928,109,1522,1427,1,2,2911,1018,485,17,2,852,649,2,1503,52,120,195,208,207,249,207,151,80,53,0,0 to 101,44,593,786,74,50,81,1285,137,215,1,73,2,2,33,1522,654,866,1503,19,0,6165,19,7718,6184,1522,33,2200,2103,{89851E42-542B-499A-AC7E-D8F5369F3D0B},6,13,19,0.315789473684211,44,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2822,44,90,284,735,623,466,356,143,57,15,9,0 to 105,38,537,2282,3,2820,2,0,61,1911,1,489,15,721,2098,0,3,2817,645,75,1,0,244,476,0,720,13,24,115,132,112,125,115,49,30,6,0,0 to 89,41,514,132,41,33,34,555,131,51,0,18,0,0,14,721,476,245,720,1,0,3606,1,4329,3607,721,14,888,864,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},6,8,14,0.428571428571429,41,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,3079,76,190,300,667,560,475,367,266,116,58,4,0 to 118,40,990,2074,15,3062,17,0,89,1932,9,1350,41,1230,1848,0,1,3062,941,276,5,8,485,729,3,1217,36,102,148,218,197,192,169,101,48,18,1,0 to 91,41,580,531,79,27,139,925,153,143,2,55,0,0,12,1230,736,491,1217,13,0,5582,3,6818,5585,1230,12,762,760,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},6,66,72,0.0833333333333333,41,2.301523665227496,0.12636783551306294
