OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
35,35,61,121,SUWANNEE,Suwannee,FL,2668,88,98,258,360,332,325,400,329,251,216,11,0 to 118,51,0,1642,949,77,2652,16,0,96,110,578,1798,2668,761,1907,0,0,2652,630,115,13,3,0,421,314,32,55,119,114,117,106,81,59,49,28,1,0 to 102,40,364,110,160,111,259,360,126,111,1,70,0,0,22,761,320,431,745,16,0,4400,0,5164,4400,761,22,163,159,NA,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,59872,996,1464,6445,10650,8975,9041,9848,7008,3530,1784,131,-6 to 119,46,91,32762,26321,698,59179,693,0,1238,454,3990,55670,59772,13727,46034,11,100,59072,12588,974,149,13,70,7122,6350,166,471,2416,3484,2357,1900,1488,827,382,227,6,0 to 102,36,3414,4098,1215,4835,1199,6490,5873,731,24,420,12,4,87,13724,6440,7191,13562,162,0,128525,521,142961,129046,13724,87,3617,3500,NA,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,392,7,3,47,49,43,40,47,54,57,44,1,0 to 119,56,0,245,138,9,392,0,0,11,0,49,360,392,61,331,0,0,392,54,7,0,0,0,30,28,2,3,7,12,5,10,10,8,2,2,0,3 to 98,47,34,11,6,10,10,41,10,13,0,4,0,0,0,61,28,30,61,0,0,645,0,708,645,61,0,43,43,NA,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,739,19,26,66,77,74,124,141,125,67,20,0,0 to 94,53,0,423,313,3,680,59,0,35,1,116,603,739,101,638,0,0,680,93,3,5,0,0,51,45,1,5,22,15,15,23,12,6,1,1,0,2 to 89,40,63,25,3,5,12,78,6,18,1,5,1,0,0,101,49,52,96,5,0,2281,54,2440,2335,101,0,191,188,NA,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1259,13,28,82,84,120,145,412,287,74,14,0,0 to 118,59,0,353,900,6,1259,0,0,30,4,83,1107,1258,120,1138,0,1,1258,96,24,0,0,0,35,85,1,8,26,13,11,8,28,22,3,0,0,4 to 80,47,74,32,4,10,5,102,13,14,0,10,0,0,2,120,85,35,120,0,0,2574,0,2695,2574,120,2,179,177,NA,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1570,23,32,138,202,186,235,301,193,151,103,6,0 to 118,53,0,985,562,23,1568,2,0,52,34,128,1331,1569,145,1424,0,1,1567,89,56,0,0,0,91,54,1,7,19,17,25,24,14,9,17,12,0,1 to 107,47,96,41,4,4,6,135,4,25,0,18,0,0,2,145,54,91,145,0,0,3079,2,3229,3081,145,2,348,316,NA,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,1427,20,37,126,170,195,239,265,223,112,39,1,0 to 102,52,0,797,620,10,1422,5,0,35,13,163,1160,1427,164,1263,0,0,1422,137,24,2,1,0,80,81,1,3,36,32,27,29,21,9,5,1,0,3 to 86,39,93,35,6,27,7,123,31,22,0,9,0,0,1,164,82,82,161,3,0,2939,2,3108,2941,164,1,286,211,NA,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,22507,288,424,1722,2503,2537,3142,4765,4153,2200,624,149,0 to 119,56,8,12626,9770,103,22484,23,0,807,107,1095,19828,22500,3634,18866,0,7,22477,3533,82,14,3,8,1857,1741,40,91,747,747,542,511,448,270,137,97,2,0 to 101,38,1890,265,263,1197,529,1825,1261,440,4,224,3,0,34,3632,1748,1867,3615,17,0,58346,6,62046,58352,3632,34,1163,1105,NA,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,25127,605,789,2407,3704,3577,3633,3736,3383,2073,886,334,0 to 119,48,105,14020,10820,182,25019,108,0,947,231,2620,21600,25102,7882,17219,1,25,24993,7171,681,24,5,105,4027,3709,147,321,1207,1589,1423,1153,885,595,351,209,1,0 to 103,39,3452,1248,656,2496,1806,3014,3032,980,10,596,5,1,151,7881,3721,4044,7852,29,0,57888,75,65923,57963,7881,151,2488,1917,NA,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,17215,253,520,1548,2765,2654,2843,2669,1957,972,344,690,0 to 155,47,31,9436,7676,72,17113,102,0,1226,390,1700,14858,17153,4575,12576,2,62,17050,4459,42,72,2,29,2285,2182,67,164,687,1099,832,775,482,276,153,38,2,0 to 102,37,1434,237,1289,1541,1774,772,1955,469,9,237,7,2,37,4575,2233,2307,4501,74,0,33481,27,38160,33508,4575,37,1860,1349,NA,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,4216,78,77,234,458,398,502,666,761,661,361,20,0 to 119,60,4,2523,1657,32,4150,66,0,104,47,420,3687,4211,590,3620,1,5,4144,532,55,3,0,1,312,273,15,19,68,89,83,90,102,63,54,7,0,0 to 95,48,319,106,84,78,182,314,91,130,2,89,1,0,13,590,276,312,587,3,0,10628,63,11300,10691,590,13,746,632,NA,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,34177,441,668,3196,4620,4489,4907,5440,5298,3475,1578,65,0 to 119,52,144,19213,14635,185,33109,1067,1,1112,613,3750,29458,34160,10631,23527,2,17,33091,10093,342,190,6,140,5386,4896,169,326,1703,2058,1696,1644,1300,819,534,372,10,0 to 101,41,4740,1106,335,4254,2636,3361,4438,1368,17,742,15,4,203,10631,4999,5474,10434,196,1,68545,868,80067,69413,10631,203,3245,1642,NA,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,20266,523,813,2219,2519,2646,2732,2894,2930,2214,738,38,0 to 105,50,39,10756,9363,108,19890,376,0,727,356,3703,15914,20129,6733,13393,3,137,19750,6279,355,81,16,33,3303,3286,185,348,1230,1141,1148,1022,795,434,299,129,0,0 to 101,38,3151,335,488,2660,2719,1397,2518,722,21,463,11,6,96,6731,3340,3340,6634,97,0,38396,279,45447,38675,6731,96,4604,3620,NA,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,205361,2426,3952,18519,34678,33308,37112,33577,21962,12268,6868,691,0 to 225,47,174,106521,97639,1027,203727,1633,1,5014,2785,16424,182149,205180,69807,135276,97,181,203451,68106,1021,667,9,134,34628,34334,843,1774,8575,13656,11810,12459,9763,5668,3172,1996,87,0 to 108,43,25808,7470,2431,33418,26781,9213,33133,8239,55,4443,31,15,1175,69803,34681,34933,69126,676,1,369303,940,440839,370243,69803,1175,7083,6343,NA,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,4395,60,87,310,592,610,746,905,662,312,109,2,0 to 101,52,2,2267,2111,15,4304,91,0,1355,83,734,3286,4357,641,3716,0,38,4269,597,23,17,4,1,273,341,16,24,66,125,106,111,79,68,32,13,1,0 to 100,43,324,20,13,263,152,200,268,89,5,35,4,0,6,641,352,283,620,21,0,7445,66,8155,7511,641,6,1296,1019,NA,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,8251,256,315,960,1136,1127,1237,1282,1098,580,250,10,0 to 119,47,8,4537,3668,38,8180,71,0,245,99,975,7208,8250,1413,6837,0,1,8179,1341,61,10,0,8,699,687,20,31,419,255,178,210,145,81,48,25,0,0 to 101,34,930,89,33,350,37,973,392,69,0,82,1,0,11,1412,691,705,1402,10,0,16020,60,17501,16080,1412,11,2071,1526,NA,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2213,55,60,247,287,312,319,358,267,171,134,3,0 to 101,49,1,1187,990,35,2103,110,0,82,15,272,1509,2213,622,1591,0,0,2103,539,24,56,3,1,265,296,7,21,138,109,108,76,92,37,27,7,0,0 to 101,38,469,42,9,43,122,408,33,65,9,38,2,0,10,622,324,296,563,59,0,4575,51,5252,4626,622,10,279,224,NA,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,3438,37,53,305,575,575,595,527,350,254,161,6,0 to 105,47,0,1562,1790,86,3413,25,0,24,19,721,2784,3434,652,2781,1,4,3408,600,41,10,1,0,221,418,6,10,70,122,122,124,95,53,28,22,0,0 to 100,44,260,191,33,157,34,362,245,100,2,68,0,0,2,652,424,226,641,11,0,6032,14,6709,6046,652,2,835,634,NA,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1049,15,23,76,118,130,167,221,140,104,55,0,0 to 119,54,7,611,412,19,1041,8,0,40,9,227,793,1046,205,841,0,3,1038,171,29,4,0,7,99,94,1,5,22,29,22,30,38,27,22,8,0,3 to 99,54,99,50,6,45,2,146,52,21,0,24,0,0,13,204,96,101,200,4,0,2140,4,2349,2144,204,13,273,215,NA,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,3840,60,73,362,424,463,543,703,637,393,178,4,0 to 103,54,4,2078,1589,169,3717,123,0,140,28,441,3377,3830,571,3259,0,10,3708,524,24,20,2,3,272,273,8,14,129,94,92,86,76,45,14,12,0,0 to 94,40,321,62,28,137,32,369,147,89,1,34,0,0,3,570,281,286,548,22,0,9409,100,10087,9509,570,3,759,753,NA,3.7594213077324343,0.1544196859093086
55,55,22,043,GLADES,Glades,FL,381,7,16,51,80,79,46,35,33,26,6,2,1 to 90,39,0,184,196,1,381,0,0,44,3,145,177,381,209,172,0,0,381,207,2,0,0,0,85,124,4,5,35,57,55,28,15,6,2,1,1,1 to 89,36,159,30,12,8,122,76,11,31,0,20,0,0,1,209,124,85,209,0,0,577,0,788,577,209,1,193,134,NA,2.276843366242558,0.23195700955234813
