OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
45,45,28,055,HIGHLANDS,Highlands,FL,6462,157,271,531,796,677,790,963,978,833,456,10,0 to 119,55,3722,2701,39,6388,74,0,375,4218,47,2204,77,2431,4019,0,12,6376,2224,195,12,0,1316,1098,5,2419,37,113,289,379,308,352,361,257,220,115,0,0 to 99,48,1456,345,392,226,692,1409,318,481,6,258,4,0,102,2431,1106,1320,2419,12,0,20450,62,22953,20512,2431,102,2596,2482,{0861B99E-575F-41B4-992B-839B0B3F4F63},15,227,242,0.0619834710743802,48,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,46539,696,1353,5309,6525,6322,6755,7112,6427,4061,1901,78,0 to 119,49,25908,20396,235,45339,1199,1,2441,35512,613,14743,396,21883,24618,2,36,45302,20482,1064,328,9,11344,10066,136,21546,388,805,3607,3834,3391,3386,2832,1852,1089,682,17,0 to 103,41,9958,2049,1204,8335,4790,8077,8679,2662,28,1511,21,10,492,21883,10245,11499,21545,337,1,131404,908,154310,132312,21883,492,7410,5812,{D113537A-BA7A-4D3B-936C-EA742824206C},129,1824,1953,0.0660522273425499,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,27972,684,1293,3410,3645,3796,3965,3978,3634,2597,957,13,0 to 105,48,14810,13087,75,27545,427,0,2356,17962,356,10438,399,13588,14332,3,49,27493,12979,458,135,16,6821,6567,49,13437,342,681,2275,2162,2197,2144,1737,1036,659,352,3,0 to 104,41,6970,811,1523,4133,5177,4168,4092,1530,25,962,16,7,244,13588,6650,6889,13437,151,0,72531,279,86511,72810,13588,244,8173,7180,{B407DCD0-FA26-4BA4-BFDB-B31C63C940BA},94,1161,1255,0.0749003984063745,40,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,316691,4809,9672,34643,53911,51231,56790,48838,30208,16796,8977,816,0 to 225,45,164337,150410,1944,314499,2191,1,18308,246519,2785,49651,1566,177894,138104,89,604,313816,174784,1875,1214,20,89986,85745,928,176659,2880,6878,23924,32495,29405,31707,24679,13746,7742,4147,290,0 to 108,42,73688,15510,23781,63680,85578,25315,65766,15734,101,8004,44,21,3537,177893,86406,90491,176658,1234,1,803439,965,984278,804404,177893,3537,31130,30396,{AEA3AE00-E34E-48C0-8B01-466A26B4B1E0},544,10881,11425,0.0476148796498906,42,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,6598,153,222,620,987,974,1128,1188,826,374,124,2,0 to 101,48,3369,3193,36,6489,109,0,1701,2627,83,2636,204,2038,4506,0,54,6437,1958,41,34,5,961,1034,4,1999,51,81,255,393,357,367,251,171,82,30,0,0 to 100,41,1514,169,88,228,755,978,266,317,7,132,4,0,25,2038,1055,979,1999,39,0,17302,67,19420,17369,2038,25,3555,3281,{629DEEAE-BCFA-4AD2-8DE1-1D764EDD7AC6},16,131,147,0.108843537414966,41,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,13288,365,718,1666,1897,1982,2079,2014,1483,750,321,13,0 to 119,45,6787,6461,40,13170,118,0,893,7377,99,4774,306,5705,7538,0,45,13126,5545,99,61,0,2550,3086,8,5644,85,257,1002,943,919,936,797,425,226,113,2,0 to 105,40,3799,586,344,915,249,4342,1053,291,1,346,2,2,85,5705,3106,2591,5644,61,0,33557,57,39357,33614,5705,85,5084,4541,{EDF59BBC-47AF-4B2F-BD97-6DAB59DD7B4C},38,359,397,0.0957178841309824,40,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,4141,85,157,602,556,605,639,659,444,239,150,5,0 to 101,46,2160,1937,44,3823,318,0,258,3010,15,2236,331,2206,1933,0,2,3821,1950,30,223,3,975,996,9,1980,27,83,450,335,354,348,316,176,94,22,1,0 to 101,40,1421,122,87,350,316,1345,319,306,27,112,4,3,29,2206,1104,1091,1980,226,0,12428,95,14765,12523,2206,29,1173,1118,{31CA379B-FB64-4C77-9456-056BCF505A65},26,188,214,0.121495327102804,40,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,5960,95,195,630,1055,1025,1011,852,533,351,211,2,0 to 105,44,2466,3427,67,5911,49,0,118,3296,19,2817,48,3035,2895,0,30,5881,2895,105,32,3,1068,1925,7,3000,34,95,352,582,559,520,398,238,161,96,0,0 to 100,43,1383,584,146,887,113,1516,1371,226,3,168,1,0,83,3035,1945,1083,3000,35,0,14475,14,17536,14489,3035,83,2045,1851,{BAF89079-8026-4E6B-B424-2DD9BC8AF99D},16,157,173,0.092485549132948,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,2172,49,97,202,336,334,355,372,214,148,65,0,0 to 119,46,1061,1093,18,2158,14,0,63,1146,9,1295,19,1162,995,0,15,2143,1045,106,9,2,440,711,0,1151,15,49,116,231,208,198,172,92,64,17,0,0 to 99,42,708,272,46,125,33,754,364,81,3,71,2,0,24,1162,715,447,1151,11,0,5999,4,7187,6003,1162,24,981,925,{ED919630-6DB9-4E1B-B6B4-EAFA4D161468},11,32,43,0.255813953488372,42,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,6029,104,251,728,724,748,899,1005,845,506,216,3,0 to 103,50,3319,2640,70,5764,265,0,408,3441,28,1693,275,2335,3645,0,49,5716,2079,91,162,3,1131,1036,3,2170,27,100,390,330,326,390,332,224,142,74,0,0 to 103,44,1732,222,99,117,91,1927,152,286,8,156,2,1,50,2335,1102,1230,2170,165,0,20734,100,23185,20834,2335,50,2731,2725,{4D22D524-13F7-4497-919B-BC6894006209},14,224,238,0.0588235294117647,44,3.7594213077324343,0.1544196859093086
55,55,22,043,GLADES,Glades,FL,824,13,58,94,167,179,118,87,53,47,7,1,0 to 90,39,315,508,1,824,0,0,84,383,3,565,6,587,237,0,0,824,580,7,0,0,179,408,0,587,8,24,63,140,144,91,67,24,23,3,0,0 to 89,38,417,113,34,23,224,335,28,69,0,51,0,0,6,587,408,179,587,0,0,1031,0,1619,1031,587,6,555,495,{DB14356A-7E77-445A-A524-193DAC2519E8},0,17,17,0,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,8339,86,133,578,757,846,1179,1565,1513,1012,664,6,0 to 119,58,4768,3519,52,8313,26,0,1243,5289,62,3102,88,3349,4982,1,7,8305,3047,292,9,1,1787,1541,11,3339,26,84,349,344,352,476,593,518,359,248,0,0 to 101,55,2574,222,302,241,271,2708,360,449,1,415,1,0,153,3349,1543,1794,3339,10,0,33275,17,36679,33292,3349,153,481,462,{2C59A1CC-D054-4DF6-BEF0-43EEC4A23784},18,672,690,0.0260869565217391,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,22337,257,623,2240,2522,2444,2993,3664,3711,2543,1302,38,0 to 119,55,12334,9829,174,22036,301,0,1821,16556,190,6402,187,8969,13342,1,25,22011,8773,112,77,7,4705,4105,75,8885,89,337,1387,1373,1236,1324,1192,929,650,447,5,0 to 104,45,4911,676,991,2307,1218,4776,2891,729,20,721,16,3,309,8969,4149,4745,8885,84,0,93829,218,103084,94047,8969,309,3742,3637,{63CF7F11-0E2E-4C45-8079-812F07405F88},59,1752,1811,0.0325786858089453,45,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3978,107,287,448,596,606,648,633,369,199,81,4,0 to 102,43,1665,2208,105,3965,13,0,261,2303,48,1615,34,1620,2350,1,7,3957,1484,133,3,0,667,946,4,1617,44,134,235,307,299,243,193,100,48,17,0,0 to 97,37,990,174,127,326,743,499,375,248,1,127,1,1,28,1620,947,669,1617,3,0,9961,10,11597,9971,1620,28,1783,1649,{0D73423D-03C5-4BA5-9BFD-C106F87EB222},7,107,114,0.0614035087719298,37,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,6162,111,213,498,647,749,864,1110,1049,654,263,4,0 to 119,54,3548,2569,45,6119,43,0,542,4000,37,1793,90,1945,4207,0,10,6109,1780,151,14,0,1058,869,4,1931,30,108,240,251,244,281,309,265,170,46,1,0 to 96,49,1144,286,344,157,260,1476,195,239,5,158,3,1,35,1945,875,1066,1931,14,0,20176,29,22169,20205,1945,35,2446,2411,{0E4D3C2D-FB56-4A06-8B04-3AD9BFF072BC},19,428,447,0.0425055928411633,49,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,4278,162,299,635,738,684,608,532,311,180,122,7,0 to 104,39,2097,2174,7,4274,4,0,514,1795,32,1990,49,2147,2129,1,1,4272,2090,55,2,0,990,1154,1,2145,66,150,346,412,378,318,235,136,69,37,0,0 to 100,37,1693,249,98,105,1430,628,87,356,0,202,0,0,43,2147,1155,991,2145,2,0,8532,2,10698,8534,2147,43,3101,2675,{71664F0E-3199-410F-AD8C-5269FFA55669},5,103,108,0.0462962962962963,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,9901,185,431,1031,1071,1046,1255,1489,1509,1062,818,4,0 to 119,54,5811,4054,36,9817,84,0,628,5928,77,4210,156,3520,6330,0,51,9768,3475,18,25,2,1896,1583,14,3493,63,178,548,515,456,483,457,363,259,198,0,0 to 105,44,1940,410,363,780,710,1858,925,564,8,320,4,0,122,3520,1600,1906,3493,27,0,36264,62,39868,36326,3520,122,3891,3420,{193731CA-A50A-4707-8EB3-D6585D669C9C},25,575,600,0.0416666666666667,44,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,182501,4712,8486,19359,29061,28748,30228,28973,18124,9462,5120,228,0 to 119,45,98281,83168,1052,180575,1926,0,14186,110733,2336,75784,2219,80820,101519,30,132,180418,74420,5697,660,43,41685,38300,132,80117,1718,4483,11927,15421,13847,13094,10711,5430,2691,1463,35,0 to 107,39,34172,20911,11576,13458,30531,36642,12944,10707,105,6031,79,29,1506,80820,38748,41938,80117,703,0,529254,1238,612195,530492,80820,1506,44154,43786,{4AC0D3A0-87B8-4126-9CF4-96DC2D84D1C4},389,7610,7999,0.0486310788848606,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,29117,608,918,3454,4535,3805,3896,4737,3769,2150,1157,88,0 to 119,48,16384,12601,132,25342,3775,0,1870,22304,183,6168,439,12959,16149,1,8,25333,11605,107,1247,0,5969,5647,96,11712,176,472,2216,2446,1958,1688,1701,1183,728,379,12,0 to 105,39,4702,2551,1435,3024,410,7838,3464,1359,22,865,17,20,269,12959,6199,6664,11712,1247,0,84350,2619,99986,86969,12959,269,1444,1365,{3780C858-9510-4A33-A345-0ACD39C89BB6},65,1445,1510,0.043046357615894,39,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,3360,101,218,492,459,461,439,493,297,235,157,8,0 to 119,43,1768,1576,16,3347,13,0,542,1441,2,1526,31,1663,1692,1,4,3342,1522,136,4,1,774,883,1,1658,41,123,261,249,276,237,244,109,86,37,0,0 to 100,40,1159,216,193,90,626,928,104,243,1,188,2,0,37,1663,885,777,1658,5,0,10129,8,11814,10137,1663,37,1894,1813,{DD469486-5BA8-475C-9DDC-A21CC360CAEC},3,163,166,0.0180722891566265,40,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,1519,36,130,171,222,210,199,252,183,98,18,0,0 to 95,44,679,838,2,1512,7,0,55,555,0,842,30,691,821,0,7,1505,674,13,4,0,198,489,0,687,8,33,79,159,126,107,110,44,23,2,0,0 to 85,39,431,229,15,12,49,570,68,21,0,9,0,0,4,691,490,201,687,4,0,4586,3,5292,4589,691,4,624,623,{9F12DFF3-9143-493B-867B-127F2B6BFF20},4,64,68,0.0588235294117647,39,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,24186,384,605,5574,4178,3109,2989,3173,2333,1109,664,68,0 to 119,38,13696,10354,136,23850,336,0,2838,17559,61,7154,250,9412,14732,4,38,23808,9084,237,79,12,5093,4213,15,9321,140,346,3986,1515,926,866,736,531,241,121,4,0 to 103,26,4630,2128,1031,1532,1187,6354,1780,1000,22,477,26,3,71,9412,4267,5129,9321,91,0,97096,249,106789,97345,9412,71,1323,1300,{9EDDB8FB-00DD-45F1-A09D-8E689049E28A},100,2019,2119,0.047192071731949,26,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,17663,283,1022,2525,1920,2518,2816,2724,2188,1121,528,18,0 to 119,47,9526,7989,148,17531,132,0,1396,10699,208,5572,514,5944,11690,11,18,17503,5456,376,107,5,3040,2767,25,5832,67,241,1338,774,893,917,810,493,266,145,0,0 to 101,41,4232,439,424,737,461,4435,936,468,5,311,5,0,78,5944,2818,3094,5832,112,0,57208,459,63657,57667,5944,78,7520,7481,{8C0A9F2C-C490-4BBC-9E26-85B6F4AEFEB1},46,752,798,0.0576441102756892,41,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,3098,22,95,470,492,433,449,397,236,238,251,15,0 to 119,45,1784,1264,50,330,2768,0,16,2961,0,67,81,1961,1134,0,3,329,205,1,1743,12,94,102,10,206,20,92,411,372,289,293,248,127,69,27,13,0 to 82,33,44,36,51,75,57,72,77,1,12,0,8,6,0,1961,924,994,206,1755,0,15805,1011,18826,16816,1961,0,724,722,{D1373507-E2BB-431D-A2F9-63F6067C627A},3,243,246,0.0121951219512195,34,0,0
70,69,998,998,A State,State,FL,1643125,30763,61263,191999,251897,238918,254915,254209,189320,109176,54366,6299,0 to 225,46,885062,746343,11720,1621645,21472,8,134737,1135488,0,476191,17053,752485,885941,373,4326,1617002,716359,26659,9186,277,382412,357045,3561,743018,12755,32489,121772,137277,119889,118072,97741,58394,33756,19290,1046,0 to 119,40,345350,114153,102015,181500,216566,318952,207500,77958,833,46976,537,201,15917,752481,361757,386992,743010,9463,8,4938900,12719,5711339,4951619,752481,15917,307433,294549,{E2D719EF-85BC-44E7-84ED-AF74AD1EC87D},4025,73492,77517,4.81688419489871,40,0,0
