OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1750,48,118,266,244,233,241,225,165,124,86,0,0 to 118,43,937,804,9,1750,0,0,118,834,2,968,26,868,878,1,3,1746,764,104,0,0,424,440,4,868,17,52,143,147,120,117,102,63,56,51,0,0 to 106,40,669,68,40,91,92,669,107,96,0,53,0,0,20,868,440,424,868,0,0,5266,0,6145,5266,868,20,1055,1038,{CB6285A2-DA2E-4583-AAD5-1221776836AE},8,109,117,0.0683760683760684,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,7152,225,677,953,972,898,978,1046,745,438,212,8,0 to 118,43,4117,2989,46,7136,16,0,1140,3197,133,3971,76,3264,3859,0,29,7107,1833,1423,4,4,1747,1495,14,3256,86,324,524,454,450,437,434,321,163,70,1,0 to 100,40,2072,809,294,81,556,2591,109,469,2,318,2,0,62,3264,1500,1750,3256,8,0,20369,8,23653,20377,3264,62,2019,1956,{CE511C5D-2638-44A3-B2F8-B13847543637},12,212,224,0.0535714285714286,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3091,69,201,343,563,536,461,433,292,141,47,5,0 to 118,41,1294,1777,20,3081,10,0,89,1670,3,1765,33,1769,1316,0,6,3075,1650,115,4,0,560,1202,3,1765,10,50,188,379,381,301,236,132,69,22,1,0 to 95,41,994,605,82,84,134,1504,127,163,0,77,0,0,23,1769,1203,563,1765,4,0,6548,6,8348,6554,1769,23,1873,1776,{541BD5A3-4453-499A-9896-F0EDC5353D0B},9,122,131,0.0687022900763359,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,20378,451,1816,2886,3146,2924,2575,2746,1795,1187,801,51,0 to 119,41,11365,8878,135,20131,246,1,1131,8845,137,7469,524,10853,9420,1,104,20028,9928,806,106,13,5727,4938,69,10734,135,584,1694,2003,1660,1464,1555,933,511,303,11,0 to 103,40,5579,829,1724,2602,938,7270,2526,683,7,458,8,1,185,10853,5002,5782,10733,119,1,48470,126,59525,48596,10853,185,16739,16315,{EB5D2450-A892-40FD-9BA4-9821A7438525},76,605,681,0.111600587371512,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1857,40,170,220,241,274,244,238,210,149,71,0,0 to 99,44,947,895,15,1855,2,0,92,562,4,840,19,1007,846,0,4,1851,903,102,2,0,466,538,1,1005,13,48,105,158,148,139,130,122,92,52,0,0 to 99,47,652,117,136,100,30,810,165,87,1,44,1,0,24,1007,539,467,1005,2,0,4986,0,6003,4986,1007,24,1505,1445,{3B55AA95-5170-4CAF-82A3-E99AD7459349},21,43,64,0.328125,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,143112,2678,6265,17367,20963,19370,20733,21238,16378,10736,5771,1613,0 to 119,47,76563,65980,569,141405,1705,2,16655,91489,465,53714,1868,73542,68963,147,460,140807,71655,942,932,13,37402,34890,305,72597,1163,3434,12101,13467,11420,11091,9492,5504,3460,2355,55,0 to 106,40,33417,10275,12209,16696,19296,34681,18620,6576,89,4694,59,28,1785,73542,35379,37824,72595,945,2,476134,753,551084,476887,73542,1785,30032,29770,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},459,5142,5601,0.0819496518478843,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,25272,650,1393,2879,3498,3456,3825,3780,3006,1769,986,30,0 to 119,47,14276,10801,195,25087,185,0,2707,12132,188,11134,538,12207,12673,4,388,24696,11980,176,49,2,6653,5482,21,12156,231,569,1607,1998,1902,1937,1704,1228,642,387,2,0 to 104,43,5722,2561,1609,2264,2775,6627,2754,1198,8,935,6,1,380,12207,5508,6677,12156,51,0,77030,133,89426,77163,12207,380,13276,13261,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},98,889,987,0.099290780141844,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,35852,732,2540,4760,4604,4863,5464,5145,4203,2516,1000,25,0 to 119,45,19626,15999,227,35603,249,0,2788,18934,223,15713,821,18191,17355,4,302,35297,17388,623,177,2,9393,8486,132,18011,264,919,2742,2724,2672,2868,2447,1915,1171,460,8,0 to 105,44,12864,1106,2267,1774,3687,11964,2360,1876,19,1383,13,4,326,18190,8568,9483,18011,179,0,127456,72,145799,127528,18190,326,19218,18673,{83116673-3FAD-423E-B67E-DFE7515F5E81},217,2105,2322,0.0934539190353144,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,6543,192,459,772,1026,1125,1071,906,624,250,115,3,0 to 119,42,3785,2746,12,6517,25,1,747,3276,46,2757,70,3546,2989,1,7,6510,3391,143,11,1,1782,1746,6,3534,94,244,484,575,659,614,464,249,120,42,1,0 to 98,40,1061,1554,653,266,669,2463,402,494,1,270,0,0,58,3546,1748,1792,3533,12,1,17481,16,21093,17497,3546,58,2059,1864,{77657EA6-12D6-4645-9915-E7357C9F40D6},26,181,207,0.1256038647343,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,31583,725,1295,9662,4886,3883,3614,3525,2438,1000,510,45,0 to 119,33,17084,14386,113,30881,701,1,3982,18025,201,12051,465,17076,14465,6,36,30841,16445,136,485,10,9117,7426,38,16581,280,668,7304,2703,1917,1558,1364,729,346,198,9,0 to 106,25,7021,4904,2095,2561,1542,10930,4109,892,33,361,20,18,167,17076,7634,9397,16580,495,1,113297,213,130775,113510,17076,167,8606,8201,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},182,2232,2414,0.0753935376967688,25,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1621,44,101,156,200,216,250,287,219,110,37,1,0 to 101,48,778,840,3,1601,20,0,58,907,41,899,32,848,769,2,2,1598,707,124,14,3,336,494,1,831,11,38,82,134,112,155,156,90,47,23,0,0 to 99,48,350,409,50,22,38,737,56,75,2,44,0,0,12,848,503,344,831,17,0,4316,1,5181,4317,848,12,724,686,{862C7BAB-C64B-458C-A6FA-56543968D206},6,31,37,0.162162162162162,48,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2798,133,316,357,336,357,395,356,299,160,81,8,0 to 101,41,1614,1179,5,2762,36,0,164,1155,53,1800,102,1418,1377,1,2,2759,945,455,16,2,798,601,1,1400,50,111,180,192,194,236,193,139,72,51,0,0 to 101,44,520,764,70,46,73,1201,126,207,1,69,2,2,30,1418,606,811,1400,18,0,5952,18,7399,5970,1418,30,2046,1949,{89851E42-542B-499A-AC7E-D8F5369F3D0B},6,66,72,0.0833333333333333,44,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2738,38,81,274,727,613,454,338,134,55,15,9,0 to 105,38,486,2247,5,2737,1,0,49,1914,1,441,15,655,2080,0,3,2734,591,63,1,0,208,445,1,654,10,23,107,121,105,113,99,43,28,6,0,0 to 89,40,459,128,35,32,33,492,129,48,0,17,0,0,14,655,445,209,654,1,0,3503,0,4159,3503,655,14,791,767,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},8,10,18,0.444444444444444,41,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2868,63,149,274,648,534,445,347,243,104,57,4,0 to 118,40,869,1986,13,2854,14,0,83,1931,9,1138,38,1063,1804,0,1,2854,853,200,5,5,393,659,1,1053,31,78,129,201,173,168,147,83,36,16,1,0 to 91,41,494,469,70,20,127,786,140,130,2,49,0,0,12,1063,664,398,1053,10,0,5397,3,6465,5400,1063,12,588,586,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},7,47,54,0.12962962962963,41,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,13777,160,544,1758,2159,2114,2255,2191,1460,759,326,51,0 to 119,45,7215,6481,81,13347,430,0,1734,5679,28,9076,392,9931,3802,1,43,13306,9295,254,373,9,4897,4606,46,9549,87,331,1418,1722,1605,1619,1495,981,501,172,0,0 to 100,43,5862,872,1044,1771,686,6652,2211,946,36,481,16,7,186,9931,4803,5079,9549,382,0,46334,53,56389,46387,9931,186,3161,3154,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},99,494,593,0.166947723440135,43,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,8558,204,455,910,1218,1287,1247,1390,1035,525,276,11,0 to 119,46,3960,4541,57,8525,33,0,1115,3157,63,5262,75,5211,3337,0,10,8515,4686,505,17,3,2020,3160,11,5191,81,226,616,856,887,832,772,542,284,112,3,0 to 102,44,3246,1435,231,279,300,4481,410,191,2,331,3,0,106,5211,3173,2027,5191,20,0,17961,13,23242,17974,5211,106,2092,2091,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},49,332,381,0.128608923884514,44,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,3631,83,207,513,632,610,568,503,294,157,62,2,0 to 103,40,1683,1929,19,3568,63,0,414,1663,16,1651,56,2211,1383,0,37,3531,1798,403,5,5,858,1340,3,2201,15,72,276,426,432,374,312,179,89,36,0,0 to 103,41,1265,273,76,587,22,1424,755,205,0,124,0,0,36,2211,1345,863,2201,10,0,8693,50,10984,8743,2211,36,2838,2837,{393E3BC9-079E-4AD6-9162-D77EE72FEB59},10,97,107,0.0934579439252336,41,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,2440,37,192,300,327,324,382,354,297,158,68,1,0 to 119,46,1307,1114,19,2409,31,0,114,1006,5,1080,179,1339,1096,0,5,2404,1151,166,18,4,661,652,4,1317,15,82,177,212,193,206,186,140,86,41,1,0 to 101,44,1026,94,77,120,44,1080,193,69,0,48,0,0,19,1339,658,677,1317,22,0,5474,9,6834,5483,1339,19,1893,1887,{BD5E2BC2-C55E-45E6-8687-0C7528780CD1},14,21,35,0.4,44,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,14510,317,805,1754,1641,1724,1959,2260,1994,1403,632,21,0 to 106,50,7467,6722,321,14345,165,0,1348,8209,82,5492,208,6909,7528,3,70,14273,6794,30,84,1,3445,3346,33,6824,127,367,1088,1035,977,1039,904,617,471,282,2,0 to 106,43,3449,334,1258,1783,1992,3140,1692,840,6,492,3,2,188,6909,3386,3490,6824,85,0,46737,78,53775,46815,6909,188,7001,6990,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},39,656,695,0.0561151079136691,43,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,123654,3123,7439,18626,20785,18121,18225,16523,11325,6063,2868,556,0 to 119,41,67328,54957,1369,122632,1022,0,10376,86345,458,32234,1063,66548,56028,20,1058,121555,64950,1041,550,7,34802,30550,639,65991,1335,3413,12205,13210,10367,9963,7571,4312,2449,1282,441,0 to 110,37,27914,8092,9947,20038,17978,26089,21924,4521,42,2411,23,7,996,66548,30804,35089,65991,557,0,413029,472,480635,413501,66548,996,36292,35947,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},499,4911,5410,0.0922365988909427,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,34559,708,1752,3903,4469,4402,4769,5470,4970,2910,1089,117,0 to 119,49,18894,15255,410,34050,509,0,5834,20486,177,14795,449,19212,15299,3,45,34002,18835,110,266,1,9967,8749,229,18945,408,1217,2964,3130,2883,2817,2589,1769,990,432,13,0 to 101,41,10924,1688,2922,3411,4838,10070,4037,1034,18,1026,15,5,398,19212,8881,10096,18945,267,0,136423,268,156000,136691,19212,398,3926,3828,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},188,1866,2054,0.0915287244401169,41,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,18915,304,1123,2500,2381,2841,3097,2853,2102,1210,477,27,0 to 102,45,10240,8314,361,18879,36,0,2198,10283,130,5462,306,9329,9547,2,37,18840,8845,464,17,2,4856,4294,159,9309,104,442,1410,1343,1548,1606,1333,825,498,218,1,0 to 102,43,5683,1244,690,1692,814,6364,2131,1351,2,535,3,0,169,9328,4303,4866,9309,19,0,61174,17,70558,61191,9328,169,7615,7581,{D8B9952E-371D-460F-96AE-4666BDB4AD84},111,754,865,0.128323699421965,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,3448,148,462,603,559,445,469,356,234,130,42,0,0 to 95,34,1770,1650,28,3438,10,0,115,934,2,2555,45,1894,1549,1,4,3433,1307,579,7,1,935,941,10,1886,49,162,365,343,283,295,197,115,69,16,0,0 to 94,35,1339,136,257,154,1046,665,175,235,4,157,5,1,20,1894,947,937,1886,8,0,8186,2,10090,8188,1894,20,3079,2979,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},9,92,101,0.0891089108910891,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,34828,496,1808,3657,4670,4668,4934,5211,4940,3147,1278,19,0 to 168,49,20608,14138,82,34733,95,0,6129,13461,177,16798,393,15078,19687,1,62,34671,14227,796,52,3,8688,6291,44,15023,176,682,1884,2506,2456,2294,2052,1586,969,469,4,0 to 106,44,10117,2431,1207,1268,2091,11194,1738,1904,9,1224,3,0,428,15078,6317,8715,15023,55,0,88423,39,103666,88462,15078,428,9233,9072,{76CC1B01-DF08-469D-A322-71F8D05597D9},143,941,1084,0.131918819188192,44,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,40687,575,1550,4437,5099,4861,5882,7201,6172,3283,1538,89,0 to 119,51,22310,17832,545,40370,317,0,3222,26621,230,13109,686,18861,21711,0,115,40255,17501,1131,220,9,9775,8708,149,18632,241,823,3021,2968,2493,2771,2764,2061,1122,588,9,0 to 104,44,10263,2131,3276,2962,2868,11187,4577,2058,36,1200,20,5,396,18861,8822,9885,18632,229,0,130407,88,149493,130495,18861,396,10025,9412,{3B926974-437E-4986-9BFF-D87D276166F4},154,1976,2130,0.0723004694835681,44,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1935,43,124,197,247,361,258,283,243,126,52,1,0 to 118,44,939,992,4,1931,4,0,125,715,6,1161,27,1005,930,0,0,1931,879,122,1,3,401,600,0,1001,10,47,109,149,201,150,147,120,56,16,0,0 to 91,44,751,192,35,23,55,908,38,107,0,69,0,0,11,1005,602,403,1001,4,0,5280,1,6298,5281,1005,11,1078,1023,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},4,50,54,0.0740740740740741,44,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,28525,561,1241,2800,3385,3448,3881,4362,4386,2961,1089,411,0 to 103,51,15180,12513,832,28276,249,0,2583,19895,222,7901,327,12571,15742,1,211,28066,12225,218,126,2,6497,5736,210,12443,224,590,1734,1908,1804,1853,1727,1416,912,397,6,0 to 103,44,5916,1327,2182,3018,2141,6923,3379,1407,24,896,17,3,275,12571,5793,6565,12443,128,0,108011,123,120816,108134,12571,275,6833,6545,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},134,1158,1292,0.103715170278638,44,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3819,107,336,523,485,416,509,615,439,285,100,4,0 to 118,45,2113,1694,12,3811,8,0,363,1609,16,2142,58,1602,2216,0,1,3810,1359,236,4,3,830,762,3,1595,32,119,267,232,196,245,241,159,90,20,1,0 to 99,42,1008,266,203,118,274,1173,148,153,0,117,0,0,18,1602,767,832,1595,7,0,10321,1,11932,10322,1602,18,2715,2666,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},9,70,79,0.113924050632911,42,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,8161,58,178,373,594,687,748,1131,2507,1550,276,59,0 to 119,66,3961,4052,148,8064,97,0,663,4657,164,3370,301,4067,4058,0,36,8028,3689,355,17,6,1785,2214,45,4044,14,94,253,397,489,469,580,1008,594,150,19,0 to 101,60,2265,523,204,1052,186,2488,1370,524,2,355,0,0,107,4067,2224,1798,4044,23,0,32914,73,37090,32987,4067,107,1999,1987,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},33,458,491,0.0672097759674134,60,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,33656,658,1835,4842,5080,4831,5082,4764,3548,1764,1040,212,0 to 119,43,18493,14809,354,33522,134,0,2717,22390,246,8798,346,15588,17794,1,273,33250,15316,170,101,1,8122,7179,185,15486,250,726,3090,2920,2368,2279,1801,1060,581,507,6,0 to 108,38,9561,1774,2130,2021,3871,9447,2168,1409,10,864,4,1,299,15588,7220,8177,15486,102,0,110576,34,126271,110610,15588,299,11186,10946,{5A9B725E-B5BC-4433-A9C5-F30390148C62},178,1102,1280,0.1390625,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,123164,2534,4992,17170,22763,20494,19368,16885,10737,5126,2150,945,0 to 120,41,65417,56350,1397,121805,1358,1,9371,87565,585,25169,1194,65251,57621,4,288,121515,64502,290,453,6,33025,30743,1024,64792,1206,3198,12378,14321,11439,9587,6929,3507,1761,871,54,0 to 110,36,25120,9531,13755,16386,21096,24117,19579,3394,59,1827,45,8,681,65251,30968,33244,64791,459,1,482704,900,549187,483604,65251,681,12023,11795,{E33D02E5-646C-40C2-B9D7-442237FBB181},691,5332,6023,0.114726880292213,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,11896,200,568,1107,1269,1196,1476,1936,2031,1460,649,4,0 to 222,55,6793,4977,126,11851,45,0,1147,4730,119,6752,142,5646,6160,1,89,11763,3967,1646,17,16,3085,2501,27,5613,52,181,588,629,586,747,933,911,682,336,1,0 to 103,55,4585,266,355,407,310,4706,597,386,2,465,4,1,223,5646,2521,3098,5613,33,0,33818,10,39493,33828,5646,223,7456,7030,{3C97198A-A027-4923-A8F8-CE1FAFD29127},75,445,520,0.144230769230769,55,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,11792,201,697,1439,1431,1386,1623,1853,1469,1051,640,2,0 to 106,49,6693,5069,30,11744,48,0,964,5016,66,6742,89,6096,5690,0,6,11738,4908,1155,29,5,3266,2778,19,6063,57,269,746,784,753,896,949,781,563,299,0,0 to 101,50,4625,412,739,287,1027,4569,467,794,6,637,4,1,248,6097,2788,3289,6063,34,0,41677,15,47819,41692,6097,248,8798,8747,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},77,858,935,0.0823529411764706,50,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,73849,850,2034,7214,11062,9336,10923,12874,10209,5898,3375,74,0 to 120,51,41208,32525,116,72805,1044,0,9201,47751,411,34163,1310,38457,35275,1,116,72688,36699,976,760,22,20139,17479,57,37675,500,1544,5218,7149,5278,5713,5794,3698,2110,1450,3,0 to 105,43,25027,5283,3335,4030,4244,25688,7743,4430,51,3088,33,6,957,38457,17806,20592,37675,782,0,288772,277,327711,289049,38457,957,2815,2725,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},345,3580,3925,0.0878980891719745,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,5724,156,353,734,766,832,805,853,604,366,244,11,0 to 118,45,2841,2831,52,5699,25,0,176,1785,110,3415,74,3548,2169,0,7,5692,3234,289,16,9,1485,2026,12,3523,73,181,490,526,585,550,517,324,190,111,1,0 to 102,43,2229,652,477,165,577,2702,244,406,2,194,0,0,94,3548,2033,1503,3523,25,0,11002,0,14600,11002,3548,94,2028,2024,{50957D1D-0570-4E74-922C-4AB5F585C01C},8,168,176,0.0454545454545455,43,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,100581,2038,4869,13308,18330,14960,14741,14837,10001,4911,2405,181,0 to 119,42,54301,44846,1434,99206,1375,0,6641,74973,454,19959,625,51112,49118,12,339,98860,47357,2910,806,39,26627,23053,587,50267,879,2605,8349,10897,8019,7373,6418,3811,1824,899,38,0 to 103,38,18332,14594,5582,11759,4151,29451,16665,2684,47,1450,26,34,685,51112,23475,27020,50267,845,0,345763,544,397673,346307,51112,685,17054,16943,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},446,3728,4174,0.106851940584571,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1752,18,35,180,444,393,223,189,131,82,56,1,0 to 119,39,493,1254,5,1752,0,0,19,944,0,1390,8,1390,359,0,3,1749,1321,69,0,0,265,1125,0,1390,8,17,126,404,344,189,147,93,40,22,0,1 to 98,38,970,355,43,22,162,1142,86,70,0,37,0,0,20,1390,1125,265,1390,0,0,1754,0,3157,1754,1390,20,573,573,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},1,7,8,0.125,38,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,2083,55,164,218,269,234,331,368,273,123,48,0,0 to 96,48,1013,1064,6,2016,67,0,142,598,1,1088,53,1151,925,0,7,2009,1073,63,15,0,488,646,2,1136,21,62,108,169,150,196,215,146,57,27,0,0 to 96,48,791,293,23,29,44,1034,58,153,3,67,2,0,24,1151,657,492,1136,15,0,5875,54,7086,5929,1151,24,1070,1066,{35DF54B7-4874-405B-8EF3-9E45948BA616},7,39,46,0.152173913043478,48,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2610,38,155,277,273,350,351,623,404,113,26,0,0 to 118,52,861,1743,6,2610,0,0,331,1121,4,1494,4,1325,1285,0,0,2610,993,332,0,0,406,918,1,1325,16,55,165,179,224,201,266,160,47,12,0,0 to 93,46,925,335,40,25,40,1259,26,73,0,67,0,0,63,1325,918,406,1325,0,0,9321,0,10663,9321,1325,63,1404,1403,{254BD11B-C8FE-4E18-B61D-A60A5658D980},19,54,73,0.26027397260274,45,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,3423,100,216,437,450,418,491,594,364,226,121,6,0 to 118,46,1902,1506,15,3415,8,0,461,1330,34,1793,5,1617,1803,0,3,3412,1123,488,3,3,809,799,3,1611,31,72,213,243,209,251,294,169,93,42,0,0 to 107,46,1128,349,74,60,42,1490,79,181,0,98,0,0,22,1617,803,811,1611,6,0,7239,2,8877,7241,1617,22,2540,2509,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},30,98,128,0.234375,46,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3938,98,405,587,524,551,618,546,373,178,53,5,0 to 103,41,1992,1935,11,3927,11,0,377,1355,13,2508,116,1816,2118,2,2,3923,1667,140,8,1,804,999,4,1807,22,98,278,308,295,329,254,147,64,19,2,0 to 103,41,1308,278,117,104,75,1573,159,172,0,79,1,0,21,1816,1001,811,1807,9,0,12061,2,13922,12063,1816,21,2723,2649,{72742CEE-2B13-49F0-BE2B-615F9835DD19},13,155,168,0.0773809523809524,41,2.7288976415051747,0.1479282173102527
