OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2663,83,238,420,364,358,373,341,228,165,93,0,0 to 118,41,1463,1176,24,2658,5,0,267,1070,2,1684,36,1619,1039,1,4,2653,1390,224,2,3,859,735,20,1614,35,123,255,258,231,232,203,124,99,59,0,0 to 106,40,1271,99,56,188,130,1277,207,128,0,80,0,0,44,1619,738,861,1614,5,0,6815,0,8451,6815,1619,44,1554,1537,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,1,32,33,0.0303030303030303,40
2,2,54,107,PUTNAM,Putnam,FL,10819,380,1105,1454,1448,1377,1463,1543,1117,645,278,9,0 to 118,42,6122,4656,41,10787,32,0,1879,3907,133,7890,92,6591,4185,0,43,10744,4152,2415,16,8,3576,2969,22,6567,173,605,972,913,897,895,922,683,372,157,2,0 to 100,42,4389,1441,550,187,910,5357,300,815,3,580,3,1,152,6591,2983,3586,6567,24,0,27173,0,33776,27173,6591,152,3247,3192,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,7,119,126,0.0555555555555556,42
3,3,62,123,TAYLOR,Taylor,FL,4419,151,427,534,723,706,629,586,404,189,64,6,0 to 118,39,1999,2405,15,4410,9,0,164,2011,3,2920,52,2745,1666,0,8,4402,2471,269,5,0,1097,1640,3,2740,37,124,325,506,535,441,380,237,119,40,1,0 to 98,41,1688,812,120,120,150,2388,202,195,0,100,0,0,47,2745,1642,1100,2740,5,0,8444,0,11216,8444,2745,47,2672,2578,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,2,56,58,0.0344827586206897,41
4,4,46,091,OKALOOSA,Okaloosa,FL,33955,943,4108,4966,5254,4965,4121,4338,2654,1593,941,72,0 to 119,38,18437,15272,246,33599,355,1,1954,11403,137,15441,1075,20696,13149,1,109,33493,19048,1414,218,16,10832,9484,146,20462,306,1324,3097,3825,3312,2765,2942,1718,911,462,34,0 to 103,40,14539,1945,2141,1837,1790,16165,2507,1116,14,733,18,5,363,20696,9606,10941,20461,234,1,72476,0,93246,72476,20696,363,29687,29274,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,17,413,430,0.0395348837209302,40
5,5,7,013,CALHOUN,Calhoun,FL,2905,93,381,410,336,393,362,353,293,188,94,2,0 to 99,41,1519,1364,22,2902,3,0,196,594,4,1408,46,1698,1200,0,7,2895,1464,231,3,0,831,855,9,1695,33,117,220,234,239,233,227,195,125,74,1,0 to 99,45,1163,187,216,129,38,1430,227,133,2,57,2,0,45,1698,857,832,1695,3,0,6218,0,7927,6218,1698,45,2304,2247,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,17,18,0.0555555555555556,45
6,6,50,099,PALM BEACH,Palm Beach,FL,229915,5544,16438,30810,35147,32027,33198,31840,22107,13851,7269,1684,0 to 119,43,121767,106616,1532,226561,3352,2,34515,113827,465,114319,3816,146538,82499,133,745,225691,141519,2366,2622,31,74538,68163,1184,143885,2812,9509,22948,26694,22659,22131,19148,10612,6171,3768,86,0 to 107,39,73850,20661,25400,23974,37894,74742,31249,9516,171,6920,127,54,2816,146538,69501,75777,143883,2653,2,743399,0,890734,743399,146538,2816,62923,62666,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,205,5101,5306,0.0386355069732378,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,44542,1515,3739,6014,6201,6059,6311,6158,4568,2669,1259,49,0 to 119,42,24618,19672,252,44207,335,0,5300,15020,188,26440,937,26842,17184,6,510,43693,26418,225,197,2,14552,11996,95,26643,496,1570,3771,4373,4129,4092,3736,2592,1420,653,10,0 to 104,42,13523,5472,3493,4155,6130,15267,5246,2691,26,1886,16,2,641,26842,12096,14651,26643,199,0,119277,0,146199,119277,26842,641,28792,28776,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,47,1040,1087,0.0432382704691812,43
8,8,51,101,PASCO,Pasco,FL,65049,1549,6061,9129,8515,9178,9733,8646,6646,3995,1548,49,0 to 119,42,35454,29413,182,64622,427,0,3459,30308,223,33063,1713,42064,22462,5,518,64100,40063,1645,350,5,22293,19309,106,41708,713,2834,6165,6187,6347,6561,5584,4126,2548,984,14,0 to 105,42,30852,2512,4927,3417,8124,27995,5589,4018,74,2813,52,9,768,42063,19461,22475,41708,355,0,203703,0,245891,203703,42063,768,29306,28770,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,66,1313,1379,0.0478607686729514,44
9,9,20,039,GADSDEN,Gadsden,FL,9109,324,846,1134,1341,1465,1435,1250,819,339,152,4,0 to 119,41,5237,3844,28,9078,30,1,1217,3770,46,4974,109,5730,3367,1,11,9067,5271,442,14,3,3003,2687,23,5713,165,488,786,858,973,946,793,437,203,79,2,0 to 98,40,1640,2840,962,271,930,4351,432,751,1,422,0,0,99,5730,2691,3016,5712,17,1,22977,0,28749,22977,5730,99,3234,3038,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,10,105,115,0.0869565217391304,41
10,10,37,073,LEON,Leon,FL,49218,1839,3152,14607,7777,6044,5440,5026,3248,1365,649,71,0 to 119,30,26792,22168,258,48080,1137,1,7979,21615,201,25192,913,32334,16817,9,58,48015,31097,303,914,20,17330,13903,167,31400,859,1875,11641,5389,3907,3280,2804,1505,709,349,16,0 to 106,27,14974,10097,3726,2603,2960,24149,4291,1623,52,704,40,32,322,32334,14310,17847,31399,934,1,154313,0,186805,154313,32334,322,14851,14452,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,32,849,881,0.036322360953462,28
