OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,2063,56,153,314,279,283,285,266,191,147,89,0,0 to 118,42,1123,929,11,2060,3,0,145,963,2,1220,29,1151,906,1,5,2054,995,153,1,2,588,553,7,1148,23,75,181,183,167,158,138,90,82,54,0,0 to 106,41,904,80,49,115,114,906,128,113,0,62,0,0,28,1151,555,589,1148,3,0,5655,0,6822,5655,1151,28,1205,1188,{CB6285A2-DA2E-4583-AAD5-1221776836AE},4,27,31,0.129032258064516,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,9223,304,875,1250,1248,1179,1272,1317,969,550,249,10,0 to 118,42,5248,3924,51,9201,22,0,1419,3804,133,5822,82,5201,3986,0,36,9165,3027,2160,8,6,2810,2353,24,5187,133,456,791,726,715,716,711,551,282,118,2,0 to 100,42,3441,1167,411,168,702,4178,307,599,2,434,2,1,92,5201,2362,2815,5187,14,0,23107,0,28320,23107,5201,92,2797,2736,{CE511C5D-2638-44A3-B2F8-B13847543637},23,213,236,0.0974576271186441,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3814,96,291,449,659,629,556,525,373,169,61,6,0 to 118,41,1673,2122,19,3803,11,0,110,1915,3,2354,41,2352,1453,0,9,3794,2152,194,6,0,878,1464,4,2346,22,87,268,462,464,378,321,212,101,36,1,0 to 98,41,1415,692,109,130,144,1995,207,179,0,86,0,0,32,2352,1467,881,2346,6,0,7039,0,9416,7039,2352,32,2319,2223,{541BD5A3-4453-499A-9896-F0EDC5353D0B},28,40,68,0.411764705882353,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,26172,586,2476,3763,4109,3868,3305,3489,2216,1408,882,70,0 to 119,40,14396,11614,162,25871,300,1,1612,10011,137,11128,819,15729,10346,1,96,25777,14197,1357,158,17,8246,7206,102,15554,193,883,2352,2897,2500,2131,2258,1336,748,400,31,0 to 103,40,8781,1220,2133,3420,1243,10618,3693,871,11,581,14,3,270,15729,7299,8325,15553,175,1,55305,0,71107,55305,15729,270,21901,21486,{EB5D2450-A892-40FD-9BA4-9821A7438525},179,358,537,0.333333333333333,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2460,67,262,315,301,339,321,320,271,174,89,1,0 to 99,43,1278,1164,18,2458,2,0,145,578,4,1213,44,1482,972,0,6,2452,1286,194,2,0,718,757,5,1480,22,94,178,210,206,205,201,178,118,70,0,0 to 99,46,990,162,205,123,36,1224,220,117,1,53,1,0,36,1482,758,719,1480,2,0,5451,0,6942,5451,1482,36,1998,1940,{3B55AA95-5170-4CAF-82A3-E99AD7459349},10,51,61,0.163934426229508,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,174470,3608,9246,21851,26108,23917,25333,25211,18868,12229,6489,1610,0 to 119,45,93208,80534,728,172124,2344,2,23155,100480,465,73911,2843,101018,72816,142,494,171495,98287,1065,1650,17,51627,47258,467,99352,1703,5409,15954,18342,15557,15269,13170,7754,4754,3049,58,0 to 107,40,48444,13772,16870,20266,26336,48819,24197,7465,116,5386,76,30,2083,101019,48102,52398,99350,1667,2,564341,0,666100,564341,101019,2083,41129,40870,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},785,6404,7189,0.109194602865489,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,32386,862,1971,3964,4535,4449,4781,4773,3740,2192,1085,34,0 to 119,45,18202,14000,184,32135,251,0,3774,13854,188,16556,735,18366,13672,4,344,31788,18052,191,121,2,10024,8177,42,18243,346,890,2443,2975,2807,2814,2622,1909,1043,514,3,0 to 104,43,8904,3680,2387,3272,4186,10028,4029,1537,16,1193,11,1,465,18366,8236,10088,18243,123,0,88644,0,107075,88644,18366,465,18004,17988,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},170,986,1156,0.147058823529412,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,46765,975,3503,6263,6044,6439,7053,6565,5326,3265,1303,29,0 to 119,45,25623,20876,266,46447,318,0,3219,24215,223,20691,1184,27866,18468,4,427,46016,26499,1115,248,3,14725,12724,165,27614,420,1522,4009,4082,4097,4327,3773,2984,1884,759,8,0 to 105,44,19621,1618,3262,3113,5364,17773,4477,2550,34,1849,26,6,482,27865,12827,14857,27614,251,0,151527,0,179491,151527,27865,482,22228,21686,{83116673-3FAD-423E-B67E-DFE7515F5E81},250,1260,1510,0.165562913907285,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,8056,249,650,969,1205,1337,1291,1125,763,319,145,3,0 to 119,42,4639,3391,26,8027,28,1,1006,3691,46,3833,85,4917,3123,1,15,8012,4535,367,12,3,2549,2332,21,4902,129,381,657,744,854,830,672,388,188,73,1,0 to 99,41,1404,2380,825,293,797,3665,440,624,1,331,0,0,66,4917,2336,2560,4901,15,1,19874,0,24836,19874,4917,66,2641,2447,{77657EA6-12D6-4645-9915-E7357C9F40D6},45,228,273,0.164835164835165,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,39871,1079,2037,11500,6319,5058,4589,4395,2987,1245,615,47,0 to 119,33,21570,18110,191,38881,989,1,5871,20009,201,17717,716,24738,15084,7,42,38834,23701,248,778,11,13116,10721,112,23949,511,1219,8973,4075,3042,2514,2214,1268,598,314,10,0 to 106,28,10892,7479,2844,2734,2106,17506,4337,1172,41,490,30,25,207,24738,11056,13560,23948,789,1,132697,0,157624,132697,24738,207,11118,10717,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},249,1832,2081,0.119654012493993,25,2.4286163266357628,0.1707040441862682
