OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
46,46,36,071,LEE,Lee,FL,46696,697,1365,5346,6538,6342,6776,7134,6448,4067,1905,78,0 to 119,49,25994,20468,234,45496,1199,1,2465,35593,613,14781,397,22023,24635,2,36,45459,20614,1072,328,9,11419,10132,135,21686,389,813,3638,3849,3407,3406,2852,1871,1095,686,17,0 to 103,41,10049,2059,1215,8363,4816,8157,8713,2667,28,1512,21,10,494,22023,10311,11574,21685,337,1,132000,908,155045,132908,22023,494,7529,5932,{D113537A-BA7A-4D3B-936C-EA742824206C},68,627,695,0.097841726618705,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,28057,685,1298,3425,3660,3804,3976,3992,3643,2603,958,13,0 to 105,48,14856,13126,75,27629,428,0,2392,17953,356,10537,408,13653,14352,3,49,27577,13040,461,136,16,6856,6596,49,13501,342,682,2284,2173,2206,2155,1747,1044,664,353,3,0 to 104,41,7046,813,1528,4114,5195,4218,4088,1533,25,963,16,7,246,13653,6679,6925,13501,152,0,72936,279,86980,73215,13653,246,8211,7218,{B407DCD0-FA26-4BA4-BFDB-B31C63C940BA},33,358,391,0.0843989769820972,40,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,317629,4831,9781,34839,54068,51368,56927,48942,30250,16822,8986,815,0 to 225,45,164825,150866,1938,315412,2216,1,18347,247080,2785,49776,1569,178727,138229,90,583,314748,175587,1879,1240,20,90389,86154,923,177466,2902,6949,24064,32654,29537,31831,24782,13795,7767,4155,290,0 to 108,42,74271,15565,23956,63674,86244,25472,65750,15746,101,8015,44,21,3547,178726,86828,90907,177465,1260,1,809701,966,991364,810667,178726,3547,31619,30885,{AEA3AE00-E34E-48C0-8B01-466A26B4B1E0},397,9163,9560,0.0415271966527197,42,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,6664,155,233,626,1001,986,1138,1195,828,375,125,2,0 to 101,48,3399,3229,36,6554,110,0,1700,2655,83,2662,205,2080,4528,0,56,6500,1999,41,35,5,983,1053,4,2040,51,84,260,403,368,374,255,172,82,31,0,0 to 100,41,1541,170,89,240,764,987,289,322,7,134,4,0,25,2080,1075,1001,2040,40,0,17545,67,19706,17612,2080,25,3601,3327,{629DEEAE-BCFA-4AD2-8DE1-1D764EDD7AC6},33,342,375,0.088,41,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,13321,366,723,1671,1902,1987,2085,2019,1483,751,321,13,0 to 119,45,6809,6473,39,13203,118,0,903,7362,99,4812,306,5725,7551,0,45,13159,5565,99,61,0,2567,3090,7,5664,85,257,1004,946,925,941,800,425,227,113,2,0 to 105,40,3825,588,347,904,249,4372,1043,291,1,347,2,2,85,5725,3110,2608,5664,61,0,33693,57,39513,33750,5725,85,5100,4557,{EDF59BBC-47AF-4B2F-BD97-6DAB59DD7B4C},4,63,67,0.0597014925373134,40,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,4160,85,157,607,559,606,642,661,446,242,150,5,0 to 101,46,2172,1944,44,3841,319,0,257,3022,15,2257,332,2227,1932,0,1,3840,1970,30,224,3,989,1002,9,2000,27,84,454,337,356,353,318,178,97,22,1,0 to 101,41,1432,122,88,358,317,1355,328,309,27,113,4,3,29,2227,1110,1106,2000,227,0,12525,95,14883,12620,2227,29,1178,1123,{31CA379B-FB64-4C77-9456-056BCF505A65},9,70,79,0.113924050632911,40,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,5977,95,196,634,1056,1028,1012,854,536,353,211,2,0 to 105,44,2476,3434,67,5928,49,0,121,3297,19,2833,48,3047,2899,0,31,5897,2906,106,32,3,1075,1930,7,3012,34,95,356,582,562,520,399,240,163,96,0,0 to 100,43,1390,585,146,891,113,1525,1374,226,3,169,1,0,83,3047,1950,1090,3012,35,0,14502,14,17575,14516,3047,83,2051,1857,{BAF89079-8026-4E6B-B424-2DD9BC8AF99D},4,199,203,0.0197044334975369,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,2188,49,100,205,340,336,358,373,214,148,65,0,0 to 119,46,1067,1103,18,2174,14,0,63,1152,9,1308,20,1176,998,0,14,2160,1059,106,9,2,446,719,0,1165,15,50,119,235,210,201,173,92,64,17,0,0 to 99,42,715,274,46,130,33,763,369,82,3,71,2,0,24,1176,723,453,1165,11,0,6011,4,7213,6015,1176,24,1011,955,{ED919630-6DB9-4E1B-B6B4-EAFA4D161468},5,11,16,0.3125,42,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,6042,104,253,730,727,750,901,1006,846,506,216,3,0 to 103,50,3323,2650,69,5777,265,0,415,3437,28,1703,276,2343,3652,0,47,5731,2087,91,162,3,1135,1041,2,2178,27,100,392,332,327,391,333,225,142,74,0,0 to 103,44,1742,222,98,116,91,1934,153,288,10,156,3,1,50,2343,1107,1234,2178,165,0,20888,100,23347,20988,2343,50,2749,2743,{4D22D524-13F7-4497-919B-BC6894006209},2,138,140,0.0142857142857143,44,3.7594213077324343,0.1544196859093086
55,55,22,043,GLADES,Glades,FL,825,13,58,95,167,179,118,87,53,47,7,1,0 to 90,39,316,508,1,825,0,0,84,384,3,565,6,588,237,0,0,825,581,7,0,0,180,408,0,588,8,24,64,140,144,91,67,24,23,3,0,0 to 89,38,417,113,34,24,224,335,29,69,0,51,0,0,6,588,408,180,588,0,0,1034,0,1623,1034,588,6,555,495,{DB14356A-7E77-445A-A524-193DAC2519E8},1,2,3,0.333333333333333,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,8358,86,133,579,762,847,1182,1568,1518,1013,664,6,0 to 119,58,4780,3526,52,8332,26,0,1248,5296,62,3118,88,3368,4982,1,7,8324,3064,294,9,1,1799,1548,11,3358,26,84,350,349,353,479,596,522,360,249,0,0 to 101,55,2590,222,305,241,275,2722,361,452,1,417,1,0,154,3368,1550,1806,3358,10,0,33406,17,36830,33423,3368,154,484,465,{2C59A1CC-D054-4DF6-BEF0-43EEC4A23784},7,247,254,0.0275590551181102,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,22467,257,639,2270,2535,2452,3014,3680,3728,2547,1307,38,0 to 119,55,12410,9883,174,22160,307,0,1829,16584,190,6502,190,9057,13385,1,24,22136,8855,112,83,7,4753,4139,75,8967,89,345,1399,1383,1242,1343,1204,943,652,452,5,0 to 104,45,4986,679,991,2311,1227,4851,2889,738,20,730,16,3,311,9057,4186,4796,8967,90,0,94381,219,103727,94600,9057,311,3864,3759,{63CF7F11-0E2E-4C45-8079-812F07405F88},38,585,623,0.0609951845906902,45,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3988,107,287,450,600,606,650,634,369,200,81,4,0 to 102,43,1672,2210,106,3975,13,0,262,2302,48,1624,34,1627,2353,1,7,3967,1491,133,3,0,671,948,5,1624,44,134,237,309,299,244,194,100,49,17,0,0 to 97,37,996,174,127,327,745,502,377,249,1,127,1,1,28,1627,949,673,1624,3,0,9972,10,11615,9982,1627,28,1791,1657,{0D73423D-03C5-4BA5-9BFD-C106F87EB222},0,25,25,0,37,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,6201,113,220,501,653,752,867,1115,1056,656,264,4,0 to 119,54,3564,2592,45,6158,43,0,552,3996,37,1828,91,1971,4220,0,10,6148,1806,151,14,0,1069,883,5,1957,31,109,243,255,246,285,313,270,172,46,1,0 to 96,49,1157,290,345,165,262,1493,202,242,5,159,3,1,37,1971,889,1077,1957,14,0,20379,29,22398,20408,1971,37,2483,2448,{0E4D3C2D-FB56-4A06-8B04-3AD9BFF072BC},17,181,198,0.0858585858585859,49,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,4297,162,304,635,740,686,610,534,313,183,123,7,0 to 104,39,2109,2181,7,4293,4,0,514,1801,32,1998,49,2160,2135,1,1,4291,2103,55,2,0,999,1158,1,2158,66,151,346,414,380,320,236,138,71,38,0,0 to 100,37,1704,249,99,106,1438,633,87,356,0,203,0,0,43,2160,1159,1000,2158,2,0,8584,2,10763,8586,2160,43,3108,2682,{71664F0E-3199-410F-AD8C-5269FFA55669},6,72,78,0.0769230769230769,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,9955,186,436,1037,1078,1055,1265,1495,1514,1066,819,4,0 to 119,54,5836,4081,38,9871,84,0,640,5932,77,4256,160,3551,6353,0,51,9822,3506,18,25,2,1909,1599,16,3524,63,178,552,519,463,488,460,368,261,199,0,0 to 105,44,1962,410,365,787,713,1876,935,566,8,321,4,0,122,3551,1616,1919,3524,27,0,36514,62,40149,36576,3551,122,3930,3459,{193731CA-A50A-4707-8EB3-D6585D669C9C},9,211,220,0.0409090909090909,44,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,183260,4740,8605,19463,29167,28856,30352,29070,18180,9474,5125,228,0 to 119,45,98681,83535,1044,181326,1934,0,14312,110737,2336,76552,2256,81277,101821,29,133,181169,74754,5812,667,44,41925,38509,132,80566,1726,4521,11987,15502,13921,13173,10776,5471,2697,1468,35,0 to 107,39,34478,20989,11660,13439,30767,36893,12906,10742,106,6046,80,29,1515,81277,38960,42183,80566,711,0,532875,1237,616269,534112,81277,1515,44722,44354,{4AC0D3A0-87B8-4126-9CF4-96DC2D84D1C4},191,4887,5078,0.0376132335565183,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,29156,608,919,3461,4538,3809,3903,4742,3774,2155,1159,88,0 to 119,48,16406,12619,131,25372,3784,0,1884,22302,183,6221,441,12997,16151,1,7,25364,11633,107,1257,0,5985,5660,95,11740,176,473,2222,2449,1963,1695,1706,1187,733,381,12,0 to 105,39,4722,2553,1436,3029,409,7858,3473,1359,22,867,17,20,269,12997,6215,6687,11740,1257,0,84862,2618,100536,87480,12997,269,1450,1371,{3780C858-9510-4A33-A345-0ACD39C89BB6},8,293,301,0.026578073089701,39,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,3362,101,218,493,460,461,439,493,297,235,157,8,0 to 119,43,1770,1576,16,3349,13,0,544,1440,2,1530,31,1666,1691,1,4,3344,1525,136,4,1,777,883,1,1661,41,123,262,250,276,238,244,109,86,37,0,0 to 100,40,1164,216,193,88,627,931,103,244,1,189,2,0,37,1666,885,780,1661,5,0,10155,8,11843,10163,1666,37,1899,1818,{DD469486-5BA8-475C-9DDC-A21CC360CAEC},1,30,31,0.032258064516129,40,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,1547,36,134,175,229,218,202,254,183,98,18,0,0 to 95,44,693,852,2,1539,8,0,56,574,0,849,31,718,822,0,7,1532,700,13,5,0,210,503,0,713,8,37,83,166,133,110,112,44,23,2,0,0 to 85,39,436,229,15,33,50,574,89,21,0,9,0,0,4,718,504,214,713,5,0,4606,3,5340,4609,718,4,626,625,{9F12DFF3-9143-493B-867B-127F2B6BFF20},18,47,65,0.276923076923077,39,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,24278,387,608,5648,4184,3116,2991,3176,2336,1108,656,68,0 to 119,38,13736,10406,136,23944,334,0,2902,17538,61,7258,253,9496,14735,4,43,23897,9167,240,77,12,5135,4257,15,9407,142,347,4051,1522,930,867,738,533,241,121,4,0 to 103,26,4704,2142,1036,1525,1202,6431,1774,1003,22,478,26,3,73,9496,4310,5170,9407,89,0,97464,249,107240,97713,9496,73,1323,1300,{9EDDB8FB-00DD-45F1-A09D-8E689049E28A},26,443,469,0.0554371002132196,26,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,17738,284,1042,2537,1932,2531,2825,2727,2189,1124,529,18,0 to 119,47,9566,8024,148,17605,133,0,1408,10681,208,5645,519,5990,11720,11,17,17578,5498,379,108,5,3069,2784,24,5877,67,246,1346,782,901,923,816,495,269,145,0,0 to 101,41,4280,442,424,731,465,4483,929,471,5,316,5,0,78,5990,2835,3124,5877,113,0,57644,462,64143,58106,5990,78,7665,7626,{8C0A9F2C-C490-4BBC-9E26-85B6F4AEFEB1},19,388,407,0.0466830466830467,41,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,3116,22,98,473,496,435,451,402,239,238,246,16,0 to 119,45,1794,1272,50,339,2777,0,16,2974,0,67,81,1984,1129,0,3,338,214,1,1756,13,100,105,10,215,20,95,414,376,291,295,253,131,70,25,14,0 to 82,33,45,36,58,76,58,79,78,1,12,0,8,6,0,1984,933,1008,215,1769,0,15850,1008,18893,16858,1984,0,726,724,{D1373507-E2BB-431D-A2F9-63F6067C627A},4,94,98,0.0408163265306122,34,0,0
70,69,998,998,A State,State,FL,1648525,30875,61842,193130,252707,239614,255652,254852,189769,109366,54420,6298,0 to 225,46,887799,749013,11713,1626970,21547,8,135556,1136914,0,479758,17202,756731,887080,374,4340,1622312,720307,26876,9265,279,384544,359082,3557,747183,12815,32745,122577,138000,120475,118689,98295,58801,33924,19359,1047,0 to 110,40,348293,114661,102661,181568,218061,321167,207955,78211,836,47125,539,201,16021,756727,363829,389173,747175,9544,8,4969835,12721,5746529,4982556,756727,16021,310511,297629,{E2D719EF-85BC-44E7-84ED-AF74AD1EC87D},1766,34783,36549,4.24343690400539,40,0,0
