OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2338,68,202,360,308,325,325,293,207,157,93,0,0 to 118,41,1279,1047,12,2334,4,0,175,1065,2,1391,31,1381,951,1,5,2328,1187,190,2,2,720,649,8,1377,28,102,218,212,202,199,164,106,92,58,0,0 to 106,41,1067,82,53,175,116,1069,192,116,0,65,0,0,31,1381,651,722,1377,4,0,6118,0,7517,6118,1381,31,1357,1340,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,3,91,94,0.0319148936170213,40
2,2,54,107,PUTNAM,Putnam,FL,9789,320,937,1332,1316,1257,1335,1409,1022,594,257,10,0 to 118,42,5545,4201,43,9764,25,0,1669,3703,133,6830,89,5749,3996,0,44,9720,3428,2304,10,7,3108,2604,20,5732,140,503,860,794,790,780,802,604,335,139,2,0 to 100,42,3819,1289,461,163,766,4701,265,687,2,494,2,1,119,5749,2615,3114,5732,17,0,24376,0,30137,24376,5749,119,2921,2865,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,6,232,238,0.0252100840336134,42
3,3,62,123,TAYLOR,Taylor,FL,4166,126,380,497,701,675,597,555,389,178,62,6,0 to 118,40,1864,2284,18,4155,11,0,131,1983,3,2683,45,2600,1558,0,8,4147,2352,242,6,0,1014,1576,4,2594,30,116,305,493,511,416,354,227,110,37,1,0 to 98,41,1558,793,118,125,147,2248,199,184,0,88,0,0,40,2600,1578,1018,2594,6,0,7655,0,10280,7655,2600,40,2505,2409,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,3,24,27,0.111111111111111,41
4,4,46,091,OKALOOSA,Okaloosa,FL,29748,680,3231,4294,4567,4389,3732,3904,2458,1504,918,71,0 to 119,39,16256,13271,221,29437,310,1,1771,10548,137,13296,928,18155,11483,2,108,29330,16568,1399,171,17,9535,8291,141,17967,219,1124,2680,3294,2886,2479,2605,1556,840,440,32,0 to 103,40,10433,1418,2369,3747,1422,12275,4270,982,14,655,16,4,312,18155,8391,9620,17966,188,1,60075,0,78313,60075,18155,312,26143,25729,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,91,511,602,0.151162790697674,40
5,5,7,013,CALHOUN,Calhoun,FL,2709,76,334,364,319,368,346,342,285,180,93,2,0 to 99,41,1410,1280,19,2706,3,0,167,592,4,1311,46,1593,1110,0,6,2700,1382,208,3,0,774,810,6,1590,27,107,199,220,222,220,216,186,121,74,1,0 to 99,45,1069,180,208,133,38,1320,232,126,2,56,2,0,39,1593,812,775,1590,3,0,5781,0,7384,5781,1593,39,2216,2158,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,71,72,0.0138888888888889,46
6,6,50,099,PALM BEACH,Palm Beach,FL,192705,4199,11503,24493,28906,26488,27984,27510,20214,12941,6856,1611,0 to 119,44,102646,89235,824,190086,2617,2,27082,104829,465,87279,3117,116209,75731,136,629,189327,112921,1352,1915,21,59373,54352,548,114273,2050,6716,17988,20920,17821,17593,15273,8975,5410,3403,60,0 to 107,40,56657,16231,19593,21792,30263,57317,26693,8166,133,5875,90,43,2383,116209,55332,60282,114271,1936,2,616664,0,733639,616664,116209,2383,48257,47998,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,409,6167,6576,0.0621958637469586,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,36287,1034,2492,4627,5021,4956,5278,5234,4088,2377,1145,35,0 to 119,44,20256,15813,218,36023,264,0,4240,14485,188,19533,782,21323,14547,6,411,35608,20989,198,134,2,11607,9511,69,21187,396,1131,2880,3398,3262,3235,3018,2216,1209,574,4,0 to 104,43,10475,4312,2727,3673,4815,11828,4544,1762,18,1371,12,1,523,21323,9577,11677,21187,136,0,96515,0,117908,96515,21323,523,21413,21397,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,89,1104,1193,0.0746018440905281,43
8,8,51,101,PASCO,Pasco,FL,52254,1132,4192,7111,6718,7155,7856,7215,5879,3567,1398,31,0 to 119,44,28584,23415,255,51898,356,0,3398,25906,223,24411,1353,32155,19610,3,486,51409,30563,1301,284,4,17003,14710,151,31864,504,1872,4625,4647,4689,4983,4333,3472,2169,850,8,0 to 105,44,22856,1854,3741,3413,6131,20749,4984,2951,48,2128,35,6,623,32152,14825,17156,31864,288,0,167612,0,199871,167612,32152,623,24302,23761,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,111,1575,1686,0.0658362989323844,44
9,9,20,039,GADSDEN,Gadsden,FL,8575,282,743,1045,1255,1405,1364,1195,798,335,150,3,0 to 119,41,4934,3615,26,8545,29,1,1120,3723,46,4408,96,5355,3206,1,13,8532,4939,400,13,3,2799,2519,21,5339,142,441,723,789,918,893,747,422,202,77,1,0 to 99,41,1518,2625,901,295,868,4026,445,711,1,394,0,0,80,5355,2523,2811,5338,16,1,21074,0,26472,21074,5355,80,2858,2664,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,13,139,152,0.0855263157894737,41
10,10,37,073,LEON,Leon,FL,44105,1342,2486,12838,7015,5561,4994,4736,3128,1319,637,49,0 to 119,32,24027,19881,197,43065,1039,1,6868,20889,201,21202,777,28397,15655,7,46,43014,27291,269,821,16,15208,12231,121,27560,632,1530,10158,4721,3505,2903,2536,1401,666,335,10,0 to 106,28,12923,8611,3298,2728,2538,20653,4369,1352,46,576,35,29,269,28397,12590,15676,27559,837,1,141203,0,169779,141203,28397,269,12480,12079,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,99,1761,1860,0.0532258064516129,28
