OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,2031,55,149,305,278,278,278,264,190,145,89,0,0 to 118,43,1101,920,10,2029,2,0,140,958,2,1181,28,1130,896,1,4,2024,976,152,1,1,574,548,6,1128,23,72,176,183,163,153,138,89,79,54,0,0 to 106,41,887,79,49,113,113,890,125,110,0,60,0,0,28,1130,550,574,1128,2,0,5609,0,6755,5609,1130,28,1192,1175,{CB6285A2-DA2E-4583-AAD5-1221776836AE},6,35,41,0.146341463414634,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,9036,287,855,1228,1217,1161,1254,1305,957,530,233,9,0 to 118,43,5136,3847,53,9012,24,0,1347,3850,133,5617,82,5032,3969,0,35,8977,2907,2110,10,6,2713,2280,24,5017,125,445,773,697,698,700,699,537,259,98,2,0 to 100,42,3311,1128,406,172,695,3980,342,572,2,412,2,1,89,5033,2290,2719,5017,16,0,22870,0,27915,22870,5033,89,2742,2680,{CE511C5D-2638-44A3-B2F8-B13847543637},44,251,295,0.149152542372881,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3702,93,272,430,646,616,540,513,364,165,57,6,0 to 118,41,1617,2066,19,3692,10,0,109,1869,3,2263,41,2274,1421,0,7,3685,2084,185,5,0,834,1431,4,2269,21,82,255,453,451,367,310,206,96,32,1,0 to 95,41,1364,669,107,129,143,1927,199,175,0,85,0,0,30,2274,1433,837,2269,5,0,6979,0,9279,6979,2274,30,2250,2154,{541BD5A3-4453-499A-9896-F0EDC5353D0B},10,81,91,0.10989010989011,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,25504,567,2391,3655,4011,3757,3219,3419,2167,1380,870,68,0 to 119,40,14043,11303,158,25208,295,1,1557,9925,137,10551,783,15166,10245,1,92,25118,13648,1348,154,16,7950,6944,102,14996,185,845,2272,2808,2410,2050,2183,1283,716,385,29,0 to 103,40,8405,1172,2072,3347,1201,10237,3558,842,10,557,14,3,263,15166,7035,8028,14995,170,1,54716,0,69956,54716,15166,263,21310,20894,{EB5D2450-A892-40FD-9BA4-9821A7438525},60,502,562,0.106761565836299,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2397,66,248,301,296,333,318,309,263,175,87,1,0 to 99,43,1241,1139,17,2395,2,0,136,576,4,1180,43,1439,953,0,5,2390,1250,187,2,0,692,741,4,1437,22,87,168,205,202,202,194,172,118,69,0,0 to 99,46,957,159,201,120,35,1185,217,114,1,52,1,0,32,1439,742,693,1437,2,0,5396,0,6844,5396,1439,32,1950,1891,{3B55AA95-5170-4CAF-82A3-E99AD7459349},2,33,35,0.0571428571428571,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,170362,3481,8784,21305,25443,23344,24725,24694,18569,12021,6385,1611,0 to 119,45,91062,78601,699,168130,2230,2,22181,99845,465,70634,2716,97541,72194,142,485,167510,94940,1049,1537,16,49882,45659,448,95989,1628,5153,15530,17720,15062,14722,12683,7472,4575,2939,58,0 to 106,40,46579,13211,16306,19893,25501,46923,23565,7345,111,5284,73,30,2036,97542,46448,50604,95987,1553,2,555722,0,653992,555722,97542,2036,40281,40022,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},768,8907,9675,0.0793798449612403,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,31409,826,1862,3787,4403,4317,4654,4659,3650,2144,1073,34,0 to 119,46,17674,13552,183,31169,240,0,3658,13731,188,15769,713,17617,13445,4,343,30823,17316,189,110,2,9616,7846,43,17505,327,838,2327,2859,2710,2702,2522,1827,1001,501,3,0 to 104,43,8490,3520,2290,3205,4016,9566,3923,1479,14,1154,9,1,454,17617,7901,9673,17505,112,0,87263,0,104945,87263,17617,454,17219,17203,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},100,982,1082,0.0924214417744917,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,45483,956,3385,6056,5893,6235,6861,6411,5201,3189,1267,29,0 to 119,45,24925,20284,274,45169,314,0,3191,23708,223,19935,1112,26799,18281,4,399,44766,25473,1078,244,3,14130,12249,172,26551,408,1461,3848,3944,3919,4157,3637,2871,1819,726,8,0 to 105,44,18823,1543,3149,3036,5146,17096,4309,2436,31,1759,24,5,453,26798,12353,14255,26551,247,0,148890,0,175788,148890,26798,453,22055,21513,{83116673-3FAD-423E-B67E-DFE7515F5E81},219,1913,2132,0.102720450281426,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,7911,247,635,952,1188,1311,1273,1107,746,309,140,3,0 to 119,41,4568,3316,27,7882,28,1,968,3662,46,3680,83,4773,3122,1,15,7867,4436,322,12,3,2480,2257,21,4758,128,367,641,727,829,812,652,370,178,68,1,0 to 99,41,1367,2298,796,297,779,3543,436,611,1,323,0,0,64,4773,2261,2491,4757,15,1,19610,0,24429,19610,4773,64,2601,2407,{77657EA6-12D6-4645-9915-E7357C9F40D6},45,306,351,0.128205128205128,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,38709,1040,1914,11159,6137,4921,4473,4284,2921,1212,601,47,0 to 119,33,20970,17543,196,37759,949,1,5625,19713,201,16909,685,23629,15030,7,43,37711,22642,238,738,11,12544,10219,117,22880,485,1122,8651,3894,2909,2398,2100,1205,563,292,10,0 to 106,28,10297,7132,2711,2740,2000,16536,4344,1120,39,461,29,24,202,23629,10531,12971,22879,749,1,130861,0,154679,130861,23629,202,10945,10543,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},225,2743,2968,0.0758086253369272,25,2.4286163266357628,0.1707040441862682
