OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1679,45,112,251,239,229,229,217,158,116,83,0,0 to 118,43,898,772,9,1679,0,0,118,829,2,890,25,807,868,1,3,1675,713,94,0,0,390,412,5,807,14,49,130,142,115,111,93,56,49,48,0,0 to 106,40,618,62,38,89,91,619,97,90,0,49,0,0,20,807,412,390,807,0,0,5074,0,5892,5074,807,20,1007,990,{CB6285A2-DA2E-4583-AAD5-1221776836AE},14,79,93,0.150537634408602,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,6720,201,625,882,915,858,924,996,700,406,205,8,0 to 118,43,3866,2812,42,6705,15,0,1048,3155,133,3571,70,2885,3808,0,27,6678,1653,1225,3,4,1524,1345,9,2878,70,287,462,403,419,384,388,276,133,62,1,0 to 100,40,1813,720,280,65,528,2262,88,445,2,301,2,0,60,2885,1350,1526,2878,7,0,19458,8,22364,19466,2885,60,1828,1765,{CE511C5D-2638-44A3-B2F8-B13847543637},27,462,489,0.0552147239263804,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2948,67,184,318,539,522,445,413,280,132,44,4,0 to 118,41,1222,1706,20,2938,10,0,86,1654,3,1621,32,1675,1267,0,6,2932,1577,94,4,0,512,1157,2,1671,10,46,175,363,370,288,222,121,59,21,0,0 to 95,41,919,595,82,75,133,1429,109,153,0,70,0,0,21,1675,1158,515,1671,4,0,6348,6,8054,6354,1675,21,1736,1639,{541BD5A3-4453-499A-9896-F0EDC5353D0B},7,31,38,0.184210526315789,40,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,18601,398,1501,2615,2863,2664,2378,2533,1678,1137,782,52,0 to 119,41,10452,8030,119,18375,225,1,1000,8579,137,6424,447,9605,8898,1,97,18279,8921,586,85,13,5095,4349,63,9507,113,482,1519,1757,1475,1311,1359,835,464,278,12,0 to 103,40,4826,748,1614,2319,842,6387,2278,638,5,437,6,1,160,9605,4399,5143,9506,98,1,45989,126,55789,46115,9605,160,14147,13723,{EB5D2450-A892-40FD-9BA4-9821A7438525},172,760,932,0.184549356223176,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1724,39,149,209,236,255,234,224,191,127,60,0,0 to 99,44,863,847,14,1722,2,0,83,556,4,760,19,905,815,0,4,1718,806,97,2,0,401,501,1,903,12,45,100,152,134,132,118,101,71,40,0,0 to 99,46,612,115,85,91,30,735,138,83,1,41,1,0,22,905,502,402,903,2,0,4946,0,5861,4946,905,22,1347,1287,{3B55AA95-5170-4CAF-82A3-E99AD7459349},3,56,59,0.0508474576271186,45,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,136135,2468,5525,16356,19856,18356,19749,20357,15802,10408,5649,1609,0 to 119,47,72936,62691,508,134598,1535,2,15355,89295,465,49779,1687,67736,67837,147,415,134044,66011,915,798,12,34477,32193,256,66926,1052,2996,11272,12436,10518,10250,8709,5008,3202,2239,54,0 to 106,40,30139,9535,11268,15984,17852,31681,17393,6397,83,4557,57,25,1719,67736,32620,34829,66924,810,2,451708,724,520804,452432,67736,1719,26543,26280,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},617,8464,9081,0.0679440590243365,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,23903,604,1243,2701,3266,3262,3640,3599,2872,1725,961,30,0 to 119,47,13534,10176,193,23731,172,0,2541,11878,188,10204,470,11145,12397,4,357,23371,10932,171,40,2,6073,5014,16,11103,200,501,1493,1800,1749,1775,1552,1105,608,360,2,0 to 104,43,5154,2356,1493,2100,2500,6045,2558,1147,6,902,5,1,372,11145,5034,6094,11103,42,0,73499,129,84829,73628,11145,372,11958,11943,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},91,1464,1555,0.0585209003215434,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,32803,660,2228,4294,4233,4462,4972,4764,3910,2327,934,19,0 to 119,46,18124,14508,171,32588,215,0,2603,17652,223,14427,740,15701,16836,4,262,32322,15049,504,145,2,8186,7278,89,15553,229,777,2392,2383,2332,2441,2096,1651,997,397,5,0 to 105,43,11226,961,2007,1359,3298,10529,1726,1743,15,1295,9,2,285,15700,7342,8268,15553,147,0,117631,71,133481,117702,15700,285,18088,17543,{83116673-3FAD-423E-B67E-DFE7515F5E81},214,1793,2007,0.106626806178376,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,6333,173,421,745,1002,1091,1044,886,613,242,113,3,0 to 119,42,3653,2669,11,6308,24,1,726,3238,46,2609,65,3394,2931,1,7,6301,3267,116,11,0,1683,1695,5,3383,87,228,467,555,626,589,445,243,113,40,1,0 to 98,40,1021,1453,638,271,655,2312,416,477,1,259,0,0,57,3394,1697,1692,3382,11,1,16928,16,20386,16944,3394,57,1902,1707,{77657EA6-12D6-4645-9915-E7357C9F40D6},18,152,170,0.105882352941176,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,29837,643,1094,9226,4551,3640,3467,3361,2355,952,503,45,0 to 119,33,16150,13582,105,29178,658,1,3633,17621,201,10913,407,15630,14167,5,35,29141,15057,122,444,7,8368,6781,30,15179,245,562,6962,2392,1694,1418,1206,652,298,192,9,0 to 106,25,6344,4335,1960,2540,1421,9656,4102,845,31,339,17,15,148,15630,6969,8627,15178,451,1,108296,213,124318,108509,15630,148,7706,7301,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},124,1868,1992,0.0622489959839357,24,2.4286163266357628,0.1707040441862682
