OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2654,83,237,418,361,358,373,339,228,164,93,0,0 to 118,41,1456,1175,23,2649,5,0,266,1071,2,1676,36,1613,1036,1,4,2644,1384,224,2,3,855,734,19,1608,35,122,254,256,231,232,201,124,99,59,0,0 to 106,40,1268,97,56,187,130,1271,207,128,0,80,0,0,44,1613,737,857,1608,5,0,6772,0,8402,6772,1613,44,1547,1530,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,1,39,40,0.025,40
2,2,54,107,PUTNAM,Putnam,FL,10727,373,1086,1445,1432,1362,1455,1533,1113,642,277,9,0 to 118,42,6060,4624,43,10695,32,0,1874,3881,133,7795,92,6518,4166,0,43,10652,4090,2404,16,8,3525,2946,23,6494,168,594,967,898,884,887,915,679,369,155,2,0 to 100,42,4341,1426,544,183,900,5299,295,805,3,575,3,1,148,6518,2960,3535,6494,24,0,26976,0,33506,26976,6518,148,3205,3150,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,9,227,236,0.038135593220339,42
3,3,62,123,TAYLOR,Taylor,FL,4402,151,422,532,720,703,628,584,403,189,64,6,0 to 118,40,1992,2395,15,4393,9,0,162,2011,3,2903,52,2735,1659,0,8,4385,2462,268,5,0,1095,1632,3,2730,37,123,324,505,533,440,377,236,119,40,1,0 to 98,41,1680,810,120,120,150,2378,202,194,0,99,0,0,47,2735,1634,1098,2730,5,0,8396,0,11158,8396,2735,47,2632,2538,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,2,43,45,0.0444444444444444,41
4,4,46,091,OKALOOSA,Okaloosa,FL,33762,929,4081,4929,5217,4940,4108,4314,2644,1588,940,72,0 to 119,38,18327,15187,248,33412,349,1,1958,11362,137,15345,1069,20578,13073,1,110,33305,18936,1414,212,16,10771,9431,148,20350,299,1317,3078,3797,3292,2753,2927,1711,909,461,34,0 to 103,40,14435,1938,2121,1856,1783,16050,2517,1104,14,723,17,5,362,20578,9552,10875,20349,228,1,71626,0,92279,71626,20578,362,29564,29151,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,12,427,439,0.0273348519362187,40
5,5,7,013,CALHOUN,Calhoun,FL,2896,93,379,408,335,390,362,353,292,188,94,2,0 to 99,41,1513,1360,23,2893,3,0,194,593,4,1405,46,1694,1195,0,7,2886,1460,231,3,0,827,854,10,1691,33,117,219,233,238,233,227,194,125,74,1,0 to 99,45,1159,187,216,129,38,1425,228,133,2,57,2,0,44,1694,856,828,1691,3,0,6192,0,7897,6192,1694,44,2301,2244,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,81,82,0.0121951219512195,45
6,6,50,099,PALM BEACH,Palm Beach,FL,228138,5467,16156,30500,34848,31770,32969,31673,22019,13811,7247,1678,0 to 119,43,120862,105790,1486,224807,3329,2,34138,113425,465,112929,3785,145126,82138,133,741,223941,140236,2259,2600,31,73823,67528,1144,142495,2770,9341,22712,26418,22441,21945,18994,10533,6142,3748,82,0 to 107,39,73032,20420,25128,23915,37488,73945,31062,9450,171,6860,127,54,2788,145126,68851,75057,142493,2631,2,734274,0,880195,734274,145126,2788,62257,61999,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,228,5952,6180,0.0368932038834951,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,44012,1458,3636,5922,6139,5995,6257,6101,4547,2659,1254,44,0 to 119,42,24360,19408,244,43680,332,0,5239,14974,188,25995,927,26531,16970,6,505,43171,26111,224,194,2,14386,11860,89,26335,489,1542,3716,4324,4079,4049,3690,2572,1413,649,8,0 to 104,42,13346,5414,3435,4140,6043,15089,5203,2634,26,1850,16,2,638,26531,11958,14484,26335,196,0,117563,0,144172,117563,26531,638,28193,28177,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,61,929,990,0.0616161616161616,43
8,8,51,101,PASCO,Pasco,FL,64307,1521,5937,9031,8420,9046,9634,8555,6601,3977,1532,53,0 to 119,42,35079,29041,187,63885,422,0,3466,30125,223,32455,1693,41556,22235,5,511,63370,39580,1625,345,5,22025,19067,113,41205,706,2787,6089,6126,6251,6477,5511,4089,2534,968,17,0 to 105,42,30422,2476,4856,3451,8004,27607,5594,3883,72,2744,52,9,764,41555,19216,22205,41205,350,0,200983,0,242660,200983,41555,764,28938,28402,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,122,1685,1807,0.0675152185943553,44
9,9,20,039,GADSDEN,Gadsden,FL,9060,320,840,1120,1331,1455,1433,1247,819,339,152,4,0 to 119,41,5210,3823,27,9029,30,1,1214,3762,46,4928,109,5687,3361,1,11,9018,5233,437,14,3,2977,2671,22,5670,163,481,775,849,965,943,790,437,203,79,2,0 to 98,40,1631,2814,954,271,923,4316,431,749,1,422,0,0,98,5687,2675,2990,5669,17,1,22827,0,28556,22827,5687,98,3203,3009,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,6,91,97,0.0618556701030928,41
10,10,37,073,LEON,Leon,FL,48858,1797,3075,14521,7704,6021,5420,4999,3243,1361,648,69,0 to 119,31,26604,21999,255,47729,1128,1,7882,21567,201,24927,905,32043,16748,9,58,47664,30815,303,905,20,17178,13773,167,31118,832,1833,11563,5319,3885,3261,2780,1500,706,348,16,0 to 106,27,14900,9917,3685,2616,2944,23884,4290,1612,52,701,39,32,319,32043,14176,17691,31117,925,1,153446,0,185649,153446,32043,319,14682,14283,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,52,976,1028,0.0505836575875486,28
11,11,33,065,JEFFERSON,Jefferson,FL,2605,122,277,265,304,330,356,438,303,165,43,2,0 to 101,45,1292,1306,7,2578,27,0,97,1077,41,1807,43,1491,1109,2,3,2574,1286,180,21,4,665,796,5,1466,30,107,149,206,198,233,279,167,94,28,0,0 to 99,47,716,629,90,31,53,1335,78,137,3,83,0,0,27,1491,809,676,1466,25,0,6065,0,7574,6065,1491,27,1457,1420,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,0,18,18,0,47
12,12,40,079,MADISON,Madison,FL,3943,217,588,553,462,473,516,454,381,202,88,9,0 to 101,37,2227,1705,11,3899,44,0,226,1297,53,2894,136,2069,1859,0,15,3884,1466,575,26,2,1163,875,3,2041,68,176,280,289,266,335,277,214,106,57,1,0 to 101,43,876,1003,94,68,104,1756,181,280,4,88,2,2,45,2069,884,1179,2041,28,0,7660,0,9737,7660,2069,45,3036,2940,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,6,24,30,0.2,43
13,13,39,077,LIBERTY,Liberty,FL,3409,78,257,394,778,692,531,411,169,72,17,10,0 to 105,37,858,2538,13,3408,1,0,113,1927,1,769,16,1074,2332,0,3,3405,909,164,1,0,423,643,7,1073,25,81,173,174,164,177,162,67,43,8,0,0 to 89,39,800,174,56,43,43,880,150,60,0,23,0,0,16,1074,643,424,1073,1,0,4175,0,5250,4175,1074,16,1402,1378,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,0,16,16,0,39
14,14,24,047,HAMILTON,Hamilton,FL,3622,116,298,391,717,616,544,428,303,140,63,6,0 to 118,39,1272,2324,26,3598,24,0,95,2040,9,1853,49,1627,1993,0,2,3597,1286,321,11,9,691,902,14,1607,59,143,215,263,238,251,220,143,70,23,2,0 to 93,41,796,656,94,61,163,1251,193,211,3,81,0,0,25,1627,913,700,1607,20,0,6611,0,8243,6611,1627,25,1232,1230,1344926537.82205,232510.619937192,d384b6bb-17b0-4808-9d73-78cb54c43aab,1,22,23,0.0434782608695652,41
15,15,3,005,BAY,Bay,FL,25057,380,1522,3397,3942,3851,3932,3850,2418,1210,493,62,0 to 119,43,13152,11561,344,24200,857,0,2686,9822,28,17271,589,20230,4746,2,79,24123,19068,343,809,10,10158,8968,285,19411,236,1005,2916,3387,3231,3193,3068,1897,947,344,6,0 to 101,42,12550,1833,1938,3090,1282,14537,3592,1511,63,857,29,19,388,20230,9398,10524,19411,819,0,71853,0,92158,71853,20230,388,5445,5437,1930770661.49939,558412.990825665,a66f3b06-8ee0-4dec-843e-f41d712aad2f,16,195,211,0.0758293838862559,43
16,16,12,023,COLUMBIA,Columbia,FL,12407,379,971,1579,1710,1823,1760,1843,1329,676,324,13,0 to 119,43,6068,6261,78,12349,58,0,1365,3724,63,7855,107,8139,4257,1,10,12339,7475,620,40,4,3638,4416,41,8095,145,429,1061,1292,1312,1290,1190,821,428,166,5,0 to 102,43,5305,1987,351,452,440,6955,700,388,4,475,5,0,169,8139,4442,3655,8095,44,0,25687,0,33882,25687,8139,169,5264,5263,2068684690.43686,276060.430857214,6958d394-62b5-4f73-a62a-0fa2389d4fb3,3,262,265,0.0113207547169811,43
17,17,2,003,BAKER,Baker,FL,5564,169,454,844,917,891,836,708,448,215,80,2,0 to 103,39,2711,2830,23,5498,66,0,759,1733,16,2817,117,3499,2020,1,44,5453,2980,501,13,5,1551,1922,8,3481,36,138,457,646,651,582,493,306,136,54,0,0 to 103,42,2274,441,134,632,41,2418,1022,322,1,184,0,1,60,3499,1930,1561,3481,18,0,12059,0,15589,12059,3499,60,4539,4538,1520245937.66486,183737.354704368,393e3bc9-079e-4ad6-9162-d77ee72feb59,1,50,51,0.0196078431372549,42
18,18,30,059,HOLMES,Holmes,FL,3607,68,354,502,494,468,566,487,382,200,86,0,0 to 119,43,1951,1629,27,3566,41,0,232,1188,5,1845,256,2259,1344,0,4,3562,1900,326,24,9,1180,1035,11,2226,24,141,309,360,317,376,315,230,127,60,0,0 to 101,44,1775,128,111,212,58,1821,347,135,0,91,0,0,49,2259,1048,1200,2226,33,0,6773,0,9044,6773,2259,49,2966,2960,1251550190.83949,175658.620344926,bd5e2bc2-c55e-45e6-8687-0c7528780cd1,2,28,30,0.0666666666666667,44
19,19,43,085,MARTIN,Martin,FL,22409,637,1904,2940,2524,2604,2995,3340,2747,1862,822,34,0 to 106,47,11620,10425,364,22089,320,0,2523,9581,82,10041,405,12355,9887,2,165,21925,12040,78,235,2,6251,5765,102,12118,189,667,1738,1787,1689,1833,1795,1288,898,468,3,0 to 106,45,6823,554,1719,3022,2494,6015,3609,1362,24,796,14,4,319,12355,5892,6357,12118,237,0,72347,0,84756,72347,12355,319,13295,13284,1686613017.08661,308980.48751506,14dc1d1d-ce53-4995-9cf2-039fe1559f59,19,354,373,0.0509383378016086,45
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,208948,6625,19819,34353,34834,30535,29472,24924,15738,8181,3793,674,0 to 119,37,112396,93557,2995,207408,1540,0,16884,133089,458,62752,1610,137950,69399,18,1581,205811,135167,1620,1149,14,72497,62342,1948,136787,3266,9409,23949,26750,22097,20689,15776,8651,4618,2263,482,0 to 110,37,65028,17067,25669,29023,39524,60114,37149,5796,54,3121,29,22,1742,137950,62870,73083,136787,1163,0,638994,0,777602,638994,137950,1742,77533,77188,2746844886.16013,358788.307034344,12be5e4e-9d96-4b8e-8617-77c84f3bc487,330,5378,5708,0.0578135949544499,37
21,21,41,081,MANATEE,Manatee,FL,56984,1508,4257,7330,7498,7387,7840,8331,7118,4028,1542,145,0 to 119,45,30701,25582,701,55860,1124,0,9956,26411,177,30065,841,38785,17993,2,204,55656,37761,142,878,4,19892,17501,510,37903,996,3026,5804,5893,5560,5568,5221,3772,2046,873,26,0 to 103,41,23701,3143,6363,4696,8395,21140,8368,1558,54,1507,46,13,675,38785,17928,20311,37903,882,0,204762,0,243648,204762,38785,675,10380,10283,1945653927.12581,371198.171414394,0ad77407-ceaa-4c6b-9e84-485e7d0fa9cc,78,1298,1376,0.0566860465116279,42
22,22,10,019,CLAY,Clay,FL,30463,615,2615,4567,3845,4497,4773,4297,2949,1622,641,42,0 to 104,42,16526,13440,497,30394,69,0,3628,13378,130,9686,504,18675,11728,5,55,30334,17928,695,50,2,9985,8348,290,18623,240,1103,2783,2698,3034,3135,2707,1655,925,393,2,0 to 104,43,12281,2364,1369,2609,1708,12832,4083,2390,14,944,11,6,340,18675,8375,10010,18623,52,0,87964,0,106718,87964,18675,340,15114,15081,1667659896.51059,183856.484298748,d8b9952e-371d-460f-96ae-4666bdb4ad84,29,603,632,0.0458860759493671,43
