OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
45,45,28,055,HIGHLANDS,Highlands,FL,6558,159,279,554,805,694,798,971,990,840,458,10,0 to 119,54,3775,2742,41,6484,74,0,397,4229,47,2261,86,2499,4045,0,14,6470,2291,196,12,0,1356,1125,6,2487,38,115,307,384,318,358,371,267,224,117,0,0 to 99,48,1493,352,396,246,699,1451,337,494,6,261,4,0,111,2499,1133,1360,2487,12,0,20824,62,23395,20886,2499,111,2659,2545,{0861B99E-575F-41B4-992B-839B0B3F4F63},21,414,435,0.0482758620689655,48,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,47095,702,1400,5432,6602,6379,6831,7183,6489,4088,1911,78,0 to 119,49,26197,20652,246,45892,1202,1,2503,35759,613,14955,398,22341,24709,2,43,45848,20920,1081,331,9,11581,10275,145,22001,391,824,3710,3902,3442,3444,2894,1906,1119,692,17,0 to 103,41,10261,2071,1229,8440,4871,8341,8789,2679,28,1515,21,10,500,22341,10455,11738,22000,340,1,133897,908,157262,134805,22341,500,7864,6267,{D113537A-BA7A-4D3B-936C-EA742824206C},139,2516,2655,0.0523540489642185,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,28301,689,1310,3464,3690,3842,4018,4031,3665,2614,965,13,0 to 105,48,14990,13234,77,27868,433,0,2446,18000,356,10747,420,13864,14385,3,49,27816,13244,463,140,17,6971,6685,51,13707,342,687,2319,2204,2239,2195,1778,1064,674,359,3,0 to 104,41,7159,820,1545,4183,5237,4345,4125,1553,25,970,16,7,249,13864,6769,7044,13707,157,0,73806,279,88061,74085,13864,249,8421,7429,{B407DCD0-FA26-4BA4-BFDB-B31C63C940BA},101,1071,1172,0.0861774744027304,41,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,319688,4876,9984,35253,54409,51672,57226,49178,30373,16888,9014,815,0 to 225,45,165888,151859,1941,317407,2280,1,18566,247827,2785,50469,1595,180498,138511,90,589,316737,177279,1898,1300,20,91272,86981,924,179177,2933,7076,24416,32968,29799,32095,25004,13905,7828,4183,290,0 to 108,42,75447,15675,24315,63740,87538,25933,65706,15843,103,8070,45,21,3585,180497,87681,91824,179176,1320,1,822849,971,1006294,823820,180497,3585,32613,31879,{AEA3AE00-E34E-48C0-8B01-466A26B4B1E0},835,15269,16104,0.0518504719324391,42,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,6761,158,242,639,1023,1004,1155,1203,833,376,126,2,0 to 101,48,3440,3283,38,6650,111,0,1709,2663,83,2711,210,2131,4568,0,62,6590,2049,41,36,5,1008,1077,5,2090,53,84,266,418,379,384,258,174,83,32,0,0 to 100,41,1581,172,92,245,789,1010,291,333,7,140,4,0,25,2131,1099,1027,2090,41,0,17765,67,19976,17832,2131,25,3703,3429,{629DEEAE-BCFA-4AD2-8DE1-1D764EDD7AC6},28,317,345,0.0811594202898551,41,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,13410,372,741,1675,1914,2006,2090,2028,1494,756,321,13,0 to 119,44,6847,6524,39,13290,120,0,911,7377,99,4858,310,5789,7575,0,46,13245,5626,100,63,0,2592,3127,7,5726,89,266,1006,952,941,946,806,436,232,113,2,0 to 105,40,3877,590,354,905,253,4431,1042,297,1,353,2,2,86,5789,3148,2634,5726,63,0,34052,57,39936,34109,5789,86,5169,4626,{EDF59BBC-47AF-4B2F-BD97-6DAB59DD7B4C},33,656,689,0.0478955007256894,40,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,4248,88,166,620,564,614,659,677,457,246,152,5,0 to 101,46,2222,1981,45,3905,343,0,264,3067,15,2318,358,2305,1942,0,1,3904,2022,32,248,3,1017,1027,10,2054,28,87,467,342,364,370,333,188,101,24,1,0 to 101,41,1463,122,88,381,320,1385,349,316,28,115,5,3,29,2305,1144,1149,2054,251,0,12646,95,15081,12741,2305,29,1216,1161,{31CA379B-FB64-4C77-9456-056BCF505A65},24,287,311,0.0771704180064309,41,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,6013,97,199,636,1063,1036,1014,864,538,353,211,2,0 to 105,44,2492,3453,68,5963,50,0,126,3313,19,2862,48,3082,2899,0,32,5931,2935,111,33,3,1092,1947,7,3046,35,96,358,589,572,524,408,241,163,96,0,0 to 100,43,1417,595,147,887,113,1561,1372,228,3,174,1,0,83,3082,1967,1108,3046,36,0,14595,14,17703,14609,3082,83,2086,1892,{BAF89079-8026-4E6B-B424-2DD9BC8AF99D},14,452,466,0.0300429184549356,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,2209,50,102,207,342,339,363,374,215,152,65,0,0 to 119,46,1074,1117,18,2195,14,0,63,1162,9,1330,20,1196,998,0,15,2180,1074,111,9,2,455,730,0,1185,15,50,121,237,213,206,173,94,69,18,0,0 to 99,42,725,276,49,135,34,780,371,83,3,72,2,0,24,1196,734,462,1185,11,0,6026,4,7248,6030,1196,24,1101,1045,{ED919630-6DB9-4E1B-B6B4-EAFA4D161468},12,169,181,0.0662983425414365,42,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,6115,107,261,743,740,763,915,1013,849,505,216,3,0 to 103,49,3350,2697,68,5845,270,0,424,3451,28,1722,284,2387,3679,0,49,5797,2124,93,167,3,1153,1063,1,2217,29,101,401,340,333,401,339,227,142,74,0,0 to 103,44,1778,223,100,116,96,1980,141,289,10,156,3,1,50,2387,1132,1254,2217,170,0,21185,100,23690,21285,2387,50,2779,2773,{4D22D524-13F7-4497-919B-BC6894006209},27,326,353,0.0764872521246459,44,3.7594213077324343,0.1544196859093086
55,55,22,043,GLADES,Glades,FL,832,13,58,96,169,180,120,88,53,47,7,1,0 to 90,39,319,512,1,832,0,0,84,387,3,567,6,593,239,0,0,832,586,7,0,0,182,411,0,593,8,24,64,142,145,92,68,24,23,3,0,0 to 89,38,422,114,34,23,225,340,28,69,0,51,0,0,6,593,411,182,593,0,0,1043,0,1637,1043,593,6,559,499,{DB14356A-7E77-445A-A524-193DAC2519E8},1,10,11,0.0909090909090909,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,8435,86,136,585,767,852,1198,1585,1530,1023,667,6,0 to 119,58,4823,3561,51,8409,26,0,1280,5315,62,3181,91,3440,4987,1,7,8401,3126,304,9,1,1838,1581,11,3430,26,86,357,353,358,493,612,534,368,253,0,0 to 101,55,2639,226,309,256,279,2768,383,459,1,425,1,0,156,3440,1583,1845,3430,10,0,34093,17,37588,34110,3440,156,493,474,{2C59A1CC-D054-4DF6-BEF0-43EEC4A23784},34,815,849,0.0400471142520612,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,22724,258,663,2321,2565,2485,3045,3723,3754,2557,1315,38,0 to 119,55,12560,9994,170,22413,311,0,1895,16586,190,6680,198,9235,13464,1,24,22389,9026,115,87,7,4850,4221,70,9141,90,354,1425,1407,1268,1367,1237,962,659,461,5,0 to 104,45,5148,690,1008,2295,1261,5002,2878,755,22,747,19,3,327,9235,4270,4895,9141,94,0,95913,219,105439,96132,9235,327,4191,4086,{63CF7F11-0E2E-4C45-8079-812F07405F88},81,2005,2086,0.038830297219559,45,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,4006,107,292,451,605,606,652,637,371,200,81,4,0 to 102,43,1679,2221,106,3993,13,0,263,2305,48,1638,35,1641,2358,1,6,3986,1505,133,3,0,678,955,5,1638,44,137,237,312,299,246,198,102,49,17,0,0 to 97,37,1008,174,127,329,745,512,381,250,1,128,1,1,29,1641,956,680,1638,3,0,10031,10,11688,10041,1641,29,1825,1691,{0D73423D-03C5-4BA5-9BFD-C106F87EB222},5,80,85,0.0588235294117647,37,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,6287,113,225,521,664,759,879,1130,1065,663,264,4,0 to 119,54,3610,2633,44,6243,44,0,561,4011,37,1889,96,2035,4241,0,11,6232,1868,152,15,0,1101,915,4,2020,31,113,257,262,253,296,324,276,176,46,1,0 to 96,48,1199,298,353,170,274,1539,207,246,6,166,4,1,37,2035,922,1109,2020,15,0,20668,29,22750,20697,2035,37,2564,2529,{0E4D3C2D-FB56-4A06-8B04-3AD9BFF072BC},37,397,434,0.0852534562211982,49,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,4320,162,311,639,742,688,611,535,316,185,124,7,0 to 104,39,2120,2194,6,4316,4,0,515,1799,32,2013,50,2172,2146,1,1,4314,2115,55,2,0,1005,1165,0,2170,66,153,347,415,382,322,236,140,73,38,0,0 to 100,38,1712,251,100,107,1443,639,88,362,0,207,0,0,43,2172,1166,1006,2170,2,0,8659,2,10850,8661,2172,43,3245,2819,{71664F0E-3199-410F-AD8C-5269FFA55669},3,59,62,0.0483870967741935,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,10087,188,453,1066,1088,1071,1277,1521,1530,1069,820,4,0 to 119,54,5906,4141,40,10001,86,0,657,5941,77,4366,166,3614,6421,0,52,9951,3567,18,27,2,1941,1628,16,3585,63,183,560,526,472,496,475,377,262,200,0,0 to 105,44,2014,415,368,788,724,1928,933,574,8,324,4,0,123,3614,1646,1952,3585,29,0,37177,62,40876,37239,3614,123,4055,3584,{193731CA-A50A-4707-8EB3-D6585D669C9C},30,610,640,0.046875,44,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,184766,4797,8799,19680,29450,29102,30559,29261,18247,9507,5130,234,0 to 119,45,99403,84325,1038,182823,1943,0,14539,110985,2336,77913,2318,82250,102329,30,157,182641,75465,6063,677,45,42375,39024,129,81528,1749,4563,12127,15737,14112,13311,10906,5520,2718,1472,35,0 to 107,39,35094,21124,11839,13471,31160,37461,12907,10799,110,6079,82,29,1519,82250,39481,42637,81528,722,0,541058,1235,625417,542293,82250,1519,45785,45417,{4AC0D3A0-87B8-4126-9CF4-96DC2D84D1C4},547,10583,11130,0.0491464510332435,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,29282,612,927,3477,4566,3822,3919,4763,3785,2162,1161,88,0 to 119,48,16482,12662,138,25466,3816,0,1891,22376,183,6309,452,13130,16144,1,7,25458,11724,117,1289,0,6047,5693,101,11841,181,479,2238,2479,1978,1714,1729,1197,740,383,12,0 to 105,39,4788,2565,1445,3043,410,7927,3504,1370,23,878,17,21,269,13130,6259,6770,11841,1289,0,86194,2617,102001,88811,13130,269,1457,1378,{3780C858-9510-4A33-A345-0ACD39C89BB6},57,1480,1537,0.037085230969421,39,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,3399,102,222,499,467,467,442,496,302,237,157,8,0 to 119,43,1788,1595,16,3386,13,0,547,1443,2,1550,33,1695,1699,1,4,3381,1552,138,4,1,791,898,1,1690,42,124,267,256,281,241,248,113,86,37,0,0 to 100,40,1187,218,194,91,634,953,103,246,1,189,2,0,37,1695,900,794,1690,5,0,10280,8,11996,10288,1695,37,1928,1847,{DD469486-5BA8-475C-9DDC-A21CC360CAEC},12,227,239,0.0502092050209205,40,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,1573,36,138,181,231,222,204,255,187,101,18,0,0 to 95,44,707,864,2,1566,7,0,60,557,0,889,32,737,829,0,7,1559,702,31,4,0,219,514,0,733,8,40,86,167,136,114,113,46,25,2,0,0 to 85,39,462,229,21,21,66,589,78,22,0,9,0,0,4,737,515,222,733,4,0,4640,3,5393,4643,737,4,632,631,{9F12DFF3-9143-493B-867B-127F2B6BFF20},15,50,65,0.230769230769231,39,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,24601,390,614,5848,4217,3140,3007,3194,2345,1111,667,68,0 to 119,38,13907,10556,138,24262,339,0,2965,17675,61,7480,261,9807,14746,4,44,24214,9457,256,82,12,5292,4405,16,9713,143,350,4251,1558,950,879,753,542,245,132,4,0 to 103,25,4933,2178,1058,1544,1250,6657,1806,1030,22,486,26,3,74,9807,4464,5326,9713,94,0,98793,250,108881,99043,9807,74,1392,1369,{9EDDB8FB-00DD-45F1-A09D-8E689049E28A},184,2448,2632,0.0699088145896656,25,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,18056,298,1121,2589,1955,2574,2863,2767,2208,1133,530,18,0 to 119,46,9725,8173,158,17919,137,0,1440,10710,208,5867,526,6150,11879,11,16,17893,5638,395,112,5,3138,2864,31,6033,67,257,1370,802,931,947,844,510,276,146,0,0 to 101,41,4396,449,429,759,473,4606,954,478,5,319,5,0,78,6150,2916,3196,6033,117,0,58672,485,65356,59157,6150,78,8084,8045,{8C0A9F2C-C490-4BBC-9E26-85B6F4AEFEB1},66,1211,1277,0.0516836335160532,41,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,2991,22,95,461,462,410,429,390,232,231,243,16,0 to 119,45,1740,1202,49,325,2666,0,14,2858,0,63,71,1861,1127,0,3,324,199,2,1650,10,90,101,10,201,20,92,403,342,266,273,241,124,64,22,14,0 to 82,33,44,33,54,70,56,74,71,0,10,0,7,6,0,1861,864,955,201,1660,0,15754,1007,18672,16761,1861,0,722,720,{D1373507-E2BB-431D-A2F9-63F6067C627A},0,31,31,0,32,0,0
70,69,998,998,A State,State,FL,1663025,31211,63293,196129,254964,241539,257620,256605,190813,109899,54647,6305,0 to 225,46,895235,755946,11844,1641232,21785,8,138048,1140258,0,489921,17667,768094,890095,376,4460,1636451,730753,27553,9502,283,390168,364471,3667,758306,12959,33344,124911,140000,122098,120295,99745,59695,34416,19581,1047,0 to 110,40,355534,115825,104187,182760,221488,328232,208586,79228,856,47765,555,203,16267,768091,369339,394918,758298,9785,8,5041102,12746,5829220,5053848,768091,16267,320589,307711,{E2D719EF-85BC-44E7-84ED-AF74AD1EC87D},5489,92495,97984,4.41775538564347,40,0,0
