OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2457,77,215,376,328,339,346,309,215,160,92,0,0 to 118,41,1352,1094,11,2453,4,0,216,1065,2,1522,33,1461,990,1,5,2447,1252,205,2,2,770,680,7,1457,31,112,226,228,214,211,174,113,94,58,0,0 to 106,40,1140,85,54,178,122,1138,197,118,0,66,0,0,37,1461,682,772,1457,4,0,6392,0,7871,6392,1461,37,1419,1402,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,3,62,65,0.0461538461538462,40
2,2,54,107,PUTNAM,Putnam,FL,10006,330,964,1363,1341,1277,1361,1451,1050,604,256,9,0 to 118,42,5669,4300,37,9979,27,0,1739,3721,133,7111,90,5957,4007,0,42,9937,3583,2355,12,7,3226,2696,16,5938,148,524,892,820,812,803,841,632,344,139,2,0 to 100,42,3971,1332,474,161,791,4883,264,716,2,516,2,1,133,5957,2707,3234,5938,19,0,25451,0,31420,25451,5957,133,2939,2885,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,8,166,174,0.0459770114942529,42
3,3,62,123,TAYLOR,Taylor,FL,4308,145,406,514,706,692,617,575,399,184,64,6,0 to 118,40,1935,2358,15,4298,10,0,150,2001,3,2830,47,2687,1613,0,8,4290,2414,267,6,0,1063,1615,3,2681,35,119,318,497,524,433,370,234,116,40,1,0 to 98,41,1633,807,119,122,148,2330,203,189,0,94,0,0,43,2687,1617,1067,2681,6,0,8007,0,10721,8007,2687,43,2563,2469,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,1,57,58,0.0172413793103448,41
4,4,46,091,OKALOOSA,Okaloosa,FL,31940,773,3701,4650,4880,4690,3945,4170,2567,1558,935,71,0 to 119,38,17385,14329,226,31611,328,1,1863,11032,137,14470,992,19575,12252,2,111,31501,17959,1408,192,16,10249,8974,144,19367,250,1247,2912,3551,3128,2637,2819,1655,888,456,32,0 to 103,40,12291,1663,2146,3267,1630,13729,4008,1039,14,687,16,4,343,19575,9083,10346,19366,208,1,64709,0,84363,64709,19575,343,28169,27756,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,30,474,504,0.0595238095238095,40
5,5,7,013,CALHOUN,Calhoun,FL,2809,82,363,384,323,379,356,349,292,186,93,2,0 to 99,41,1465,1324,20,2806,3,0,187,589,4,1364,46,1647,1155,0,7,2799,1425,219,3,0,804,834,6,1644,27,113,207,224,230,230,223,194,124,74,1,0 to 99,45,1120,184,211,129,38,1378,228,131,2,57,2,0,42,1647,836,805,1644,3,0,5983,0,7641,5983,1647,42,2249,2192,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,2,51,53,0.0377358490566038,45
6,6,50,099,PALM BEACH,Palm Beach,FL,206708,4667,13320,26798,31077,28508,29978,29310,21028,13352,7058,1612,0 to 119,44,109816,95916,976,203815,2891,2,29829,108181,465,97348,3318,127491,78389,133,695,202996,123791,1505,2175,20,65031,59576,689,125296,2300,7685,19745,22920,19571,19308,16877,9682,5766,3578,59,0 to 107,40,63118,17837,21726,22615,33007,63682,28607,8684,143,6270,104,48,2595,127491,60710,66044,125294,2195,2,664718,0,792975,664718,127491,2595,54142,53883,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,376,7419,7795,0.0482360487491982,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,39261,1138,2944,5123,5445,5312,5689,5602,4291,2498,1183,36,0 to 119,44,21839,17189,233,38959,302,0,4682,14638,188,22048,842,23368,15449,7,437,38517,22995,205,166,2,12685,10431,84,23200,416,1285,3202,3756,3552,3577,3306,2375,1295,600,4,0 to 104,43,11618,4750,3000,3832,5282,13158,4760,2131,22,1572,14,1,567,23368,10514,12770,23200,168,0,103927,0,127370,103927,23368,567,24136,24120,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,65,1174,1239,0.0524616626311542,43
8,8,51,101,PASCO,Pasco,FL,56168,1234,4749,7681,7296,7729,8435,7675,6147,3747,1442,33,0 to 119,44,30741,25306,121,55785,383,0,3451,27048,223,27208,1479,35138,20580,3,447,55335,33396,1428,307,5,18613,16154,57,34824,554,2169,5038,5125,5136,5461,4732,3703,2328,882,8,0 to 105,43,25479,2051,4024,3270,6779,23118,4927,3222,57,2303,43,7,680,35136,16279,18778,34824,312,0,180666,0,215909,180666,35136,680,26049,25511,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,96,1702,1798,0.053392658509455,44
9,9,20,039,GADSDEN,Gadsden,FL,8795,295,784,1080,1285,1425,1396,1226,810,339,152,3,0 to 119,41,5067,3706,22,8765,29,1,1165,3751,46,4691,99,5519,3262,1,13,8752,5078,425,13,3,2893,2593,17,5503,149,459,749,812,937,923,775,429,206,79,1,0 to 99,41,1579,2717,927,280,902,4171,430,730,1,419,0,0,91,5519,2597,2905,5502,16,1,21817,0,27379,21817,5519,91,2976,2782,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,1,113,114,0.0087719298245614,41
10,10,37,073,LEON,Leon,FL,46099,1511,2696,13565,7303,5756,5187,4875,3183,1335,640,48,0 to 119,31,25115,20776,208,45026,1072,1,7274,21123,201,22836,831,29922,16124,7,46,44975,28767,285,853,17,16038,12884,130,29052,681,1639,10737,4968,3673,3076,2669,1447,682,340,10,0 to 106,28,13917,9010,3454,2671,2735,21992,4325,1466,47,635,35,31,298,29922,13259,16522,29051,870,1,146730,0,176823,146730,29922,298,13398,12997,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,27,1222,1249,0.0216172938350681,28
