OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1938,54,143,293,265,264,265,252,178,135,89,0,0 to 118,42,1045,882,11,1937,1,0,136,927,2,1089,28,1040,894,1,3,1933,914,125,1,0,523,509,7,1039,21,65,166,171,149,142,128,76,68,54,0,0 to 106,40,805,80,46,108,104,814,121,104,0,55,0,0,25,1040,510,523,1039,1,0,5442,0,6496,5442,1040,25,1133,1116,{CB6285A2-DA2E-4583-AAD5-1221776836AE},3,16,19,0.157894736842105,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,8127,257,776,1109,1089,1023,1127,1177,857,479,224,9,0 to 118,43,4679,3399,49,8107,20,0,1248,3540,133,4795,80,4149,3947,0,31,8076,2311,1826,8,4,2260,1857,20,4137,106,387,660,567,568,574,568,433,201,83,2,0 to 100,41,2702,953,355,127,628,3305,204,517,2,369,2,1,76,4149,1864,2265,4137,12,0,21601,8,25770,21609,4149,76,2454,2392,{CE511C5D-2638-44A3-B2F8-B13847543637},29,94,123,0.235772357723577,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3398,79,235,390,598,581,507,466,330,155,52,5,0 to 118,41,1461,1918,19,3388,10,0,95,1805,3,1975,35,2018,1373,0,7,3381,1865,149,4,0,699,1312,3,2014,14,69,221,411,416,338,272,168,82,26,1,0 to 95,41,1186,620,92,116,136,1703,175,171,0,81,0,0,26,2018,1313,702,2014,4,0,6767,6,8816,6773,2018,26,2057,1960,{541BD5A3-4453-499A-9896-F0EDC5353D0B},7,43,50,0.14,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,23212,515,2143,3294,3622,3417,2927,3138,1980,1286,839,51,0 to 119,40,12848,10230,134,22949,262,1,1380,9383,137,9254,615,13212,9915,1,84,22866,11871,1205,121,15,6935,6060,81,13076,159,728,1990,2443,2104,1783,1921,1112,609,351,12,0 to 103,40,7155,1035,1911,2975,1082,8938,3056,760,8,513,11,1,232,13212,6131,6999,13075,136,1,51950,125,65360,52075,13212,232,19534,19113,{EB5D2450-A892-40FD-9BA4-9821A7438525},84,438,522,0.160919540229885,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2199,58,220,269,272,315,291,282,243,169,80,0,0 to 99,44,1135,1048,16,2197,2,0,116,564,4,1063,35,1278,916,0,5,2192,1124,152,2,0,609,664,3,1276,19,76,140,181,183,180,167,157,113,62,0,0 to 99,47,822,146,193,115,33,1037,206,107,1,51,1,0,29,1278,665,610,1276,2,0,5135,0,6424,5135,1278,29,1796,1736,{3B55AA95-5170-4CAF-82A3-E99AD7459349},6,61,67,0.0895522388059701,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,156456,3058,7410,19152,23150,21327,22733,22954,17557,11422,6080,1613,0 to 119,46,83614,72215,627,154367,2087,2,19105,96234,465,61268,2162,85479,70501,144,332,153898,83229,986,1249,15,43549,40268,398,84215,1388,4219,13701,15580,13261,12972,11082,6534,4036,2649,57,0 to 106,40,40047,11641,14197,18330,22361,40709,21145,7003,100,5047,65,29,1909,85479,40909,44134,84213,1264,2,521086,801,608059,521887,85479,1909,34931,34671,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},502,6117,6619,0.0758422722465629,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,28313,742,1597,3349,3966,3890,4258,4222,3288,1942,1032,27,0 to 119,46,15999,12158,156,28084,229,0,3277,12817,188,13833,620,14921,13107,4,281,27801,14654,183,82,2,8174,6647,16,14837,277,688,1978,2444,2315,2352,2113,1489,808,455,2,0 to 104,43,7134,3000,1989,2714,3446,8080,3311,1358,12,1055,9,1,409,14921,6689,8216,14837,84,0,82521,140,97642,82661,14921,409,15433,15417,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},137,733,870,0.157471264367816,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,41145,855,2996,5455,5316,5635,6224,5839,4745,2899,1154,27,0 to 119,45,22527,18362,256,40848,297,0,3024,21473,223,18029,919,22880,17913,4,348,40496,21808,852,216,3,11968,10530,162,22660,340,1195,3330,3390,3370,3567,3082,2435,1547,615,8,0 to 105,44,16009,1332,2775,2544,4465,14706,3489,2130,21,1568,15,3,391,22879,10627,12079,22660,219,0,139450,80,162503,139530,22879,391,20874,20330,{83116673-3FAD-423E-B67E-DFE7515F5E81},233,1623,1856,0.125538793103448,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,7145,213,527,855,1105,1198,1175,993,679,272,125,3,0 to 119,42,4125,3003,17,7118,26,1,827,3475,46,3128,73,4106,3026,1,12,7106,3865,228,12,1,2092,1990,11,4093,104,299,561,647,727,715,552,307,143,50,1,0 to 99,40,1208,1874,714,297,723,2941,429,543,1,295,0,0,60,4106,1993,2102,4092,13,1,18482,16,22652,18498,4106,60,2311,2116,{77657EA6-12D6-4645-9915-E7357C9F40D6},9,80,89,0.101123595505618,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,34866,856,1589,10274,5467,4416,4008,3888,2673,1103,546,46,0 to 119,33,18870,15847,149,34028,837,1,4689,18743,201,14440,542,20094,14725,6,41,33983,19307,164,613,10,10672,8725,74,19471,383,872,7848,3251,2433,1945,1712,957,447,236,10,0 to 106,27,8504,5961,2381,2625,1754,13532,4185,1000,36,411,26,21,176,20094,8987,11025,19470,623,1,122114,220,142634,122334,20094,176,9898,9494,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},71,782,853,0.0832356389214537,25,2.4286163266357628,0.1707040441862682
