OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2656,83,237,419,361,358,373,340,228,164,93,0,0 to 118,41,1458,1175,23,2651,5,0,267,1072,2,1677,36,1615,1036,1,4,2646,1386,224,2,3,857,734,19,1610,35,122,255,256,231,232,202,124,99,59,0,0 to 106,40,1268,98,56,188,130,1272,208,128,0,80,0,0,44,1615,737,859,1610,5,0,6782,0,8414,6782,1615,44,1547,1530,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,2,53,55,0.0363636363636364,40
2,2,54,107,PUTNAM,Putnam,FL,10756,373,1093,1448,1440,1366,1457,1536,1114,643,277,9,0 to 118,42,6079,4635,42,10724,32,0,1876,3895,133,7825,92,6544,4169,0,43,10681,4116,2404,16,8,3543,2954,23,6520,168,596,969,906,889,889,918,681,370,156,2,0 to 100,42,4354,1432,548,186,905,5318,297,807,3,575,3,1,150,6544,2968,3553,6520,24,0,27050,0,33606,27050,6544,150,3212,3157,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,11,203,214,0.0514018691588785,42
3,3,62,123,TAYLOR,Taylor,FL,4406,151,423,533,721,704,628,584,403,189,64,6,0 to 118,40,1993,2398,15,4397,9,0,163,2010,3,2907,52,2738,1660,0,8,4389,2465,268,5,0,1096,1634,3,2733,37,124,324,506,534,440,377,236,119,40,1,0 to 98,41,1682,811,120,120,150,2381,202,195,0,99,0,0,47,2738,1636,1099,2733,5,0,8407,0,11172,8407,2738,47,2665,2571,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,1,52,53,0.0188679245283019,41
4,4,46,091,OKALOOSA,Okaloosa,FL,33833,936,4091,4942,5233,4947,4111,4322,2648,1590,941,72,0 to 119,38,18365,15224,244,33482,350,1,1956,11379,137,15376,1070,20622,13101,1,109,33376,18979,1414,213,16,10797,9450,146,20393,302,1321,3086,3810,3297,2756,2932,1713,909,462,34,0 to 103,40,14471,1941,2126,1855,1784,16084,2525,1106,14,725,17,5,363,20622,9571,10902,20392,229,1,71880,0,92576,71880,20622,363,29600,29187,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,14,329,343,0.0408163265306122,40
5,5,7,013,CALHOUN,Calhoun,FL,2898,93,379,409,335,390,362,353,293,188,94,2,0 to 99,41,1514,1361,23,2895,3,0,194,594,4,1405,46,1695,1196,0,7,2888,1461,231,3,0,828,854,10,1692,33,117,219,233,238,233,227,195,125,74,1,0 to 99,45,1160,187,216,129,38,1426,228,133,2,57,2,0,44,1695,856,829,1692,3,0,6199,0,7905,6199,1695,44,2301,2244,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,84,85,0.0117647058823529,45
6,6,50,099,PALM BEACH,Palm Beach,FL,228769,5493,16244,30596,34976,31857,33043,31738,22059,13826,7256,1681,0 to 119,43,121181,106086,1502,225431,3336,2,34318,113558,465,113450,3800,145657,82235,133,744,224562,140723,2297,2606,31,74088,67773,1159,143020,2785,9397,22793,26530,22515,22011,19058,10570,6156,3757,85,0 to 107,39,73338,20516,25197,23969,37632,74252,31136,9475,171,6881,127,54,2801,145657,69100,75324,143018,2637,2,737478,0,883933,737478,145657,2801,62443,62185,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,168,3777,3945,0.0425855513307985,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,44194,1471,3680,5952,6158,6010,6283,6119,4555,2665,1254,47,0 to 119,42,24446,19498,250,43861,333,0,5264,14961,188,26166,932,26637,17043,6,508,43349,26216,224,195,2,14440,11909,91,26440,493,1557,3734,4338,4089,4067,3704,2580,1418,649,8,0 to 104,42,13420,5430,3456,4134,6068,15167,5205,2652,26,1862,16,2,640,26637,12007,14539,26440,197,0,118203,0,144920,118203,26637,640,28412,28396,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,37,670,707,0.0523338048090523,43
8,8,51,101,PASCO,Pasco,FL,64591,1531,5983,9069,8453,9101,9669,8592,6618,3984,1538,53,0 to 119,42,35225,29180,186,64167,424,0,3468,30231,223,32651,1694,41777,22295,5,514,63649,39794,1630,347,5,22145,19167,112,41424,708,2818,6124,6151,6293,6509,5541,4101,2540,974,17,0 to 105,42,30594,2491,4875,3464,8055,27755,5614,3911,73,2762,52,9,768,41776,19317,22326,41424,352,0,201952,0,243851,201952,41776,768,29051,28515,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,86,1386,1472,0.0584239130434783,44
9,9,20,039,GADSDEN,Gadsden,FL,9071,321,842,1124,1334,1455,1434,1247,819,339,152,4,0 to 119,41,5215,3829,27,9040,30,1,1213,3764,46,4936,109,5696,3363,1,11,9029,5242,437,14,3,2981,2676,22,5679,164,483,778,851,965,944,790,437,203,79,2,0 to 98,40,1631,2821,956,271,924,4324,431,749,1,422,0,0,99,5696,2680,2994,5678,17,1,22871,0,28609,22871,5696,99,3211,3015,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,4,93,97,0.041237113402061903,41
10,10,37,073,LEON,Leon,FL,49008,1821,3100,14558,7737,6029,5433,5003,3247,1362,649,69,0 to 119,30,26679,22071,258,47875,1132,1,7908,21605,201,25009,908,32167,16774,9,58,47810,30935,303,909,20,17235,13833,170,31238,848,1848,11595,5352,3891,3273,2784,1504,707,349,16,0 to 106,27,14935,9994,3698,2611,2952,23995,4291,1619,52,703,39,32,319,32167,14238,17750,31237,929,1,153726,0,186052,153726,32167,319,14735,14336,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,60,1026,1086,0.0552486187845304,28
