OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1258,33,59,154,177,162,177,174,135,108,79,0,0 to 118,48,716,536,6,1258,0,0,77,773,2,544,17,479,776,1,2,1255,442,37,0,0,253,225,1,479,10,24,69,85,56,64,60,33,36,42,0,0 to 106,43,396,30,23,30,73,373,33,67,0,35,0,0,10,479,225,253,479,0,0,3853,0,4341,3853,479,10,621,604,{CB6285A2-DA2E-4583-AAD5-1221776836AE},5,69,74,0.0675675675675676,43,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5035,121,306,594,731,674,733,789,532,349,182,24,0 to 118,46,2973,2011,51,5025,10,0,724,3398,133,1683,30,1842,3184,0,9,5016,1121,719,1,1,956,870,14,1840,46,180,306,273,286,243,232,140,82,41,13,0 to 100,38,989,510,225,116,387,1287,166,341,1,202,0,0,38,1842,871,957,1840,2,0,13476,8,15339,13484,1842,38,536,468,{CE511C5D-2638-44A3-B2F8-B13847543637},14,216,230,0.0608695652173913,38,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2313,47,80,242,462,446,358,316,221,99,38,4,0 to 118,41,917,1375,21,2304,9,0,64,1519,3,992,29,1223,1084,0,6,2298,1161,59,3,0,302,918,0,1220,4,22,127,307,300,217,136,71,27,12,0,1 to 92,39,612,513,74,21,124,1035,61,94,0,39,0,0,10,1223,918,305,1220,3,0,4901,6,6159,4907,1223,10,1038,940,{541BD5A3-4453-499A-9896-F0EDC5353D0B},6,43,49,0.122448979591837,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11340,246,377,1303,1835,1681,1531,1577,1166,895,682,47,0 to 119,46,6585,4658,97,11169,170,1,624,7344,137,2181,159,4361,6939,1,39,11130,4114,209,33,5,2356,1920,47,4323,48,151,726,841,689,606,539,362,227,165,7,0 to 103,40,2398,412,795,718,570,2881,872,429,4,258,2,0,85,4361,1937,2377,4322,38,1,29215,132,33756,29347,4361,85,3732,3306,{EB5D2450-A892-40FD-9BA4-9821A7438525},27,408,435,0.0620689655172414,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1232,19,70,130,179,201,171,174,139,99,50,0,0 to 99,45,628,589,15,1231,1,0,40,553,4,516,13,587,644,0,1,1230,569,17,1,0,252,333,1,586,5,21,62,111,103,83,75,56,42,29,0,0 to 99,44,380,92,41,73,25,472,89,59,1,32,1,0,10,587,334,252,586,1,0,4102,0,4699,4102,587,10,844,783,{3B55AA95-5170-4CAF-82A3-E99AD7459349},4,47,51,0.0784313725490196,44,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,105392,1749,3134,10512,14866,14070,15369,16583,13342,9028,5053,1686,0 to 119,50,57057,47941,394,104370,1020,2,9194,80256,465,30249,843,42905,62041,160,286,103929,41867,655,376,7,22010,20335,177,42522,702,1665,6387,7961,6955,6641,5565,3152,2100,1688,89,0 to 106,41,16035,6892,7801,11794,11686,17208,13628,4698,59,3382,40,18,1162,42905,20544,22174,42520,383,2,289637,644,333834,290281,42905,1162,11271,11006,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},163,4798,4961,0.0328562789760129,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,17861,341,602,1685,2459,2474,2766,2841,2307,1452,850,84,0 to 119,49,10239,7379,243,17705,156,0,1602,11859,188,5311,201,7272,10328,5,256,17444,7102,144,25,1,3955,3225,66,7246,131,316,945,1220,1179,1145,979,647,392,269,49,0 to 104,43,2637,1670,1085,1854,1637,3259,2350,687,2,520,2,1,244,7272,3240,3966,7246,26,0,46198,131,53662,46329,7272,244,5227,5212,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},45,888,933,0.0482315112540193,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,22351,439,736,2343,3067,3189,3571,3564,2902,1726,774,40,0 to 119,48,12588,9660,103,22233,118,0,1986,14877,223,7691,342,8267,13909,3,172,22058,8065,149,51,2,4298,3904,12,8214,123,295,1253,1418,1305,1325,1098,760,437,240,13,0 to 105,42,5896,625,1289,404,2035,5612,567,1079,10,751,4,1,183,8267,3928,4327,8214,53,0,72420,70,80814,72490,8267,183,5932,5381,{83116673-3FAD-423E-B67E-DFE7515F5E81},38,1024,1062,0.0357815442561205,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5182,114,262,552,849,906,888,757,534,198,103,19,0 to 119,43,3033,2127,22,5160,21,1,477,3260,46,1711,34,2522,2654,1,5,5155,2463,51,8,0,1203,1296,15,2514,55,148,347,421,476,444,331,180,72,31,17,0 to 98,40,732,977,430,375,461,1515,538,355,0,192,0,0,33,2522,1297,1210,2513,8,1,12733,16,15311,12749,2522,33,1036,841,{77657EA6-12D6-4645-9915-E7357C9F40D6},109,314,423,0.257683215130024,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,20208,356,633,4509,3274,2734,2680,2743,2010,793,425,51,0 to 119,39,10749,9335,124,19801,406,1,1614,15416,201,4473,198,7476,12704,5,23,19775,7212,60,199,5,4013,3236,23,7272,121,279,3019,1244,849,728,654,320,141,103,18,0 to 105,26,2268,2098,932,1974,521,3710,3041,498,18,189,11,7,39,7476,3329,4124,7271,204,1,68336,209,76158,68545,7476,39,2891,2478,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},293,1394,1687,0.173681090693539,27,2.4286163266357628,0.1707040441862682
