OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2612,83,233,409,352,353,368,332,226,163,93,0,0 to 118,41,1434,1159,19,2607,5,0,254,1071,2,1643,36,1588,1019,1,4,2602,1361,222,2,3,843,725,15,1583,35,120,252,251,226,229,196,122,98,59,0,0 to 106,40,1247,94,56,186,129,1251,203,128,0,80,0,0,43,1588,728,845,1583,5,0,6654,0,8259,6654,1588,43,1518,1501,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,4,37,41,0.0975609756097561,40
2,2,54,107,PUTNAM,Putnam,FL,10523,360,1046,1426,1406,1341,1431,1501,1099,634,270,9,0 to 118,42,5945,4534,44,10494,29,0,1837,3831,133,7588,91,6343,4135,0,45,10449,3933,2389,13,8,3425,2873,24,6322,160,568,951,875,865,861,882,668,363,148,2,0 to 100,42,4231,1393,521,177,871,5163,288,782,2,561,2,1,140,6343,2885,3434,6322,21,0,26493,0,32847,26493,6343,140,3129,3075,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,12,220,232,0.0517241379310345,42
3,3,62,123,TAYLOR,Taylor,FL,4357,148,417,521,710,696,624,579,403,189,64,6,0 to 118,40,1966,2376,15,4348,9,0,156,2006,3,2871,49,2707,1642,0,8,4340,2434,268,5,0,1078,1621,3,2702,35,123,319,499,527,436,372,236,119,40,1,0 to 98,41,1655,806,120,121,150,2349,203,190,0,97,0,0,45,2707,1623,1081,2702,5,0,8305,0,11039,8305,2707,45,2583,2489,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,0,38,38,0,41
4,4,46,091,OKALOOSA,Okaloosa,FL,33187,892,3957,4840,5126,4850,4054,4269,2609,1580,940,70,0 to 119,38,18021,14927,239,32840,346,1,1932,11273,137,15087,1044,20271,12806,1,109,32733,18632,1413,210,16,10603,9300,142,20045,289,1297,3025,3730,3237,2718,2893,1687,903,460,32,0 to 103,40,14082,1878,2106,1979,1744,15613,2688,1083,14,711,17,5,359,20271,9419,10707,20044,226,1,69453,0,89800,69453,20271,359,29117,28704,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,23,314,337,0.0682492581602374,40
5,5,7,013,CALHOUN,Calhoun,FL,2869,91,375,397,335,385,360,352,292,187,93,2,0 to 99,41,1500,1349,20,2866,3,0,193,591,4,1397,46,1682,1180,0,7,2859,1452,227,3,0,824,848,7,1679,32,117,213,233,234,233,226,194,125,74,1,0 to 99,45,1150,185,215,129,38,1413,228,132,2,57,2,0,43,1682,850,825,1679,3,0,6117,0,7810,6117,1682,43,2292,2235,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,47,48,0.0208333333333333,45
6,6,50,099,PALM BEACH,Palm Beach,FL,222692,5262,15386,29665,33882,30896,32234,31090,21749,13678,7193,1657,0 to 119,43,118070,103260,1362,219458,3232,2,33066,112090,465,108907,3694,140693,81133,133,733,218600,136267,1894,2507,25,71602,65519,1040,138161,2654,8919,22067,25529,21661,21288,18478,10296,6029,3696,76,0 to 107,39,70590,19625,24230,23716,36289,71317,30555,9231,164,6683,122,52,2740,140693,66805,72783,138159,2532,2,713668,0,855157,713668,140693,2740,60130,59872,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,280,4983,5263,0.0532015960478814,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,42550,1358,3404,5689,5928,5748,6105,5947,4485,2614,1231,41,0 to 119,43,23606,18716,228,42226,324,0,5088,14837,188,24756,903,25535,16521,6,488,41734,25132,215,186,2,13862,11407,78,25347,466,1457,3560,4145,3888,3910,3573,2518,1378,632,8,0 to 104,42,12809,5204,3294,4040,5821,14458,5068,2468,23,1763,14,2,620,25535,11501,13956,25347,188,0,113731,0,139344,113731,25535,620,26992,26976,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,83,3618,3701,0.0224263712510132,43
8,8,51,101,PASCO,Pasco,FL,61950,1413,5528,8639,8109,8636,9310,8357,6494,3907,1510,47,0 to 119,43,33790,27961,199,61538,412,0,3472,29427,223,30704,1627,39806,21665,4,475,61060,37906,1559,335,5,21066,18270,129,39465,653,2575,5795,5861,5924,6223,5345,3993,2473,948,15,0 to 105,43,29074,2340,4598,3453,7626,26308,5531,3596,69,2575,49,9,729,39805,18413,21242,39465,340,0,194650,0,234571,194650,39805,729,28001,27465,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,172,1683,1855,0.092722371967655,44
9,9,20,039,GADSDEN,Gadsden,FL,8937,309,820,1092,1314,1447,1411,1238,814,338,151,3,0 to 119,41,5141,3771,25,8906,30,1,1181,3767,46,4810,104,5608,3316,1,12,8894,5160,431,14,3,2935,2636,20,5591,158,475,755,835,957,931,784,431,203,78,1,0 to 98,40,1605,2763,945,278,917,4243,431,738,1,418,0,0,93,5608,2640,2948,5590,17,1,22555,0,28206,22555,5608,93,3088,2894,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,4,123,127,0.031496062992126,41
10,10,37,073,LEON,Leon,FL,47760,1673,2908,14123,7543,5944,5333,4953,3232,1354,643,54,0 to 119,31,26001,21529,230,46646,1113,1,7623,21387,201,24117,884,31180,16518,8,54,46586,29975,295,891,19,16683,13439,148,30270,771,1746,11191,5171,3820,3193,2744,1488,701,343,12,0 to 106,27,14637,9413,3597,2623,2886,23080,4304,1559,51,681,38,32,310,31180,13833,17190,30269,910,1,151380,0,182722,151380,31180,310,14164,13764,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,43,1002,1045,0.0411483253588517,28
