OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2422,73,213,372,321,337,337,307,212,158,92,0,0 to 118,41,1332,1078,12,2418,4,0,216,1061,2,1491,32,1437,979,1,5,2412,1233,200,2,2,756,669,8,1433,30,112,222,222,213,205,172,110,93,58,0,0 to 106,40,1115,84,54,180,122,1114,197,117,0,66,0,0,37,1437,671,758,1433,4,0,6312,0,7767,6312,1437,37,1399,1382,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,6,136,142,0.0422535211267606,40
2,2,54,107,PUTNAM,Putnam,FL,9960,327,959,1357,1336,1275,1358,1441,1043,599,256,9,0 to 118,42,5639,4284,37,9933,27,0,1716,3728,133,7046,90,5910,4008,0,42,9891,3540,2351,12,7,3197,2678,16,5891,146,521,886,815,808,800,830,624,339,139,2,0 to 100,42,3930,1321,474,166,781,4841,269,705,2,507,2,1,131,5910,2689,3205,5891,19,0,25115,0,31037,25115,5910,131,2937,2883,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,8,288,296,0.027027027027027,42
3,3,62,123,TAYLOR,Taylor,FL,4278,141,402,512,706,686,613,571,396,183,62,6,0 to 118,40,1919,2342,17,4267,11,0,139,2000,3,2790,47,2664,1606,0,8,4259,2401,257,6,0,1048,1605,5,2658,34,118,316,497,518,430,365,232,115,38,1,0 to 98,41,1617,798,119,124,148,2307,203,186,0,92,0,0,42,2664,1607,1052,2658,6,0,7868,0,10559,7868,2664,42,2558,2462,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,6,102,108,0.0555555555555556,41
4,4,46,091,OKALOOSA,Okaloosa,FL,31493,746,3589,4568,4824,4640,3905,4118,2549,1551,932,71,0 to 119,38,17137,14129,227,31172,320,1,1846,10942,137,14252,971,19316,12064,2,111,31062,17712,1404,183,17,10111,8861,144,19116,236,1226,2865,3511,3089,2606,2777,1639,882,453,32,0 to 103,40,11242,1503,2497,3874,1532,13115,4469,1024,15,676,17,4,334,19316,8968,10201,19115,200,1,63360,0,82756,63360,19316,334,27655,27242,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,68,407,475,0.143157894736842,40
5,5,7,013,CALHOUN,Calhoun,FL,2771,82,353,375,320,375,355,346,289,181,93,2,0 to 99,41,1441,1310,20,2768,3,0,180,586,4,1342,46,1626,1139,0,6,2762,1407,216,3,0,791,826,6,1623,27,111,204,221,227,229,220,191,121,74,1,0 to 99,45,1101,182,210,130,39,1354,230,126,2,56,2,0,42,1626,828,792,1623,3,0,5927,0,7564,5927,1626,42,2236,2179,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,3,59,62,0.0483870967741935,45
6,6,50,099,PALM BEACH,Palm Beach,FL,202208,4512,12767,26007,30380,27865,29318,28721,20791,13229,7006,1612,0 to 119,44,107519,93816,873,199406,2800,2,29016,106968,465,94211,3234,123778,77619,135,676,198603,120238,1435,2084,21,63165,57921,587,121673,2223,7371,19119,22266,19002,18715,16343,9485,5660,3534,60,0 to 107,40,61099,17398,20958,22218,32186,61747,27740,8479,138,6116,95,46,2523,123778,59006,64138,121671,2105,2,648770,0,773318,648770,123778,2523,52390,52131,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,255,4068,4323,0.0589868147120056,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,38319,1096,2796,4956,5303,5203,5565,5502,4229,2459,1174,36,0 to 119,44,21347,16749,223,38030,289,0,4547,14574,188,21280,825,22761,15109,7,442,37583,22395,205,159,2,12373,10156,71,22600,411,1248,3109,3637,3459,3480,3228,2327,1267,591,4,0 to 104,43,11256,4629,2932,3783,5153,12758,4689,2021,22,1519,14,1,552,22761,10234,12456,22600,161,0,101442,0,124279,101442,22761,552,23196,23180,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,69,681,750,0.092,43
8,8,51,101,PASCO,Pasco,FL,54879,1193,4566,7469,7128,7553,8239,7515,6062,3692,1429,33,0 to 119,44,30023,24727,129,54508,371,0,3444,26582,223,26345,1439,34180,20275,3,421,54084,32485,1390,298,5,18100,15709,66,33875,539,2074,4870,4990,4999,5313,4594,3635,2282,874,8,0 to 105,44,24658,1986,3915,3316,6589,22367,4919,3129,53,2246,40,6,667,34178,15830,18261,33875,303,0,176479,0,210765,176479,34178,667,25525,24987,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,85,1288,1373,0.0619082301529497,44
9,9,20,039,GADSDEN,Gadsden,FL,8754,294,775,1074,1278,1419,1392,1221,808,338,152,3,0 to 119,41,5044,3687,23,8724,29,1,1163,3738,46,4631,99,5488,3253,1,12,8712,5051,421,13,3,2877,2577,18,5472,148,453,743,807,932,921,771,428,205,79,1,0 to 99,41,1562,2705,920,285,889,4150,433,729,1,416,0,0,88,5488,2581,2889,5471,16,1,21589,0,27120,21589,5488,88,2940,2747,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,4,141,145,0.0275862068965517,41
10,10,37,073,LEON,Leon,FL,45655,1454,2648,13413,7245,5712,5147,4841,3174,1331,642,48,0 to 119,31,24881,20568,206,44593,1061,1,7181,21082,201,22450,820,29582,16020,7,46,44542,28438,285,842,17,15867,12724,132,28723,668,1611,10607,4916,3634,3042,2636,1440,677,341,10,0 to 106,28,13674,8931,3405,2713,2683,21680,4360,1434,48,617,36,30,293,29582,13092,16348,28722,859,1,144945,0,174701,144945,29582,293,13183,12782,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,49,1826,1875,0.0261333333333333,28
11,11,33,065,JEFFERSON,Jefferson,FL,2446,99,235,250,292,315,339,422,292,159,41,2,0 to 101,46,1199,1243,4,2422,24,0,92,1071,41,1653,42,1409,1032,2,3,2418,1211,176,18,4,622,763,2,1387,26,93,141,199,184,225,266,157,91,27,0,0 to 99,47,671,601,83,32,51,1256,80,120,3,70,0,0,24,1409,775,631,1387,22,0,5644,0,7072,5644,1409,24,1304,1267,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,0,32,32,0,47
12,12,40,079,MADISON,Madison,FL,3826,199,553,536,452,461,508,445,375,200,88,9,0 to 101,38,2168,1644,14,3783,43,0,224,1283,53,2790,128,2017,1793,0,16,3767,1425,566,24,2,1131,855,5,1991,68,168,275,281,257,328,269,207,105,58,1,0 to 101,43,846,982,92,71,100,1703,188,273,3,88,2,2,43,2017,863,1145,1991,26,0,7211,0,9238,7211,2017,43,3007,2911,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,1,32,33,0.0303030303030303,43
13,13,39,077,LIBERTY,Liberty,FL,3353,72,237,389,775,684,527,406,166,71,17,9,0 to 105,37,834,2508,11,3352,1,0,104,1931,1,749,14,1049,2301,0,3,3349,886,162,1,0,412,628,8,1048,24,78,170,170,161,171,159,66,42,8,0,0 to 89,39,777,173,53,45,41,851,156,57,0,22,0,0,15,1049,628,413,1048,1,0,4038,0,5088,4038,1049,15,1372,1348,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,0,16,16,0,39
14,14,24,047,HAMILTON,Hamilton,FL,3522,111,267,378,709,612,529,414,296,137,63,6,0 to 118,39,1224,2275,23,3499,23,0,95,2028,9,1760,48,1575,1945,0,2,3498,1236,320,10,9,668,878,10,1556,58,140,206,257,237,238,210,136,68,23,2,0 to 93,41,763,644,93,56,161,1209,186,201,2,77,0,0,23,1575,888,677,1556,19,0,6302,0,7882,6302,1575,23,1092,1090,1344926537.82205,232510.619937192,d384b6bb-17b0-4808-9d73-78cb54c43aab,3,23,26,0.115384615384615,41
15,15,3,005,BAY,Bay,FL,23396,307,1312,3106,3642,3594,3703,3669,2339,1177,486,61,0 to 119,44,12294,10843,259,22643,753,0,2378,10652,28,14646,493,19063,4259,2,72,22573,18014,329,710,10,9589,8538,216,18343,195,923,2691,3161,3026,3024,2931,1846,922,339,5,0 to 101,43,11610,1678,1852,3203,1169,13458,3716,1363,54,777,27,17,357,19063,8918,9919,18343,720,0,65106,0,84238,65106,19063,357,4743,4735,1930770661.49939,558412.990825665,a66f3b06-8ee0-4dec-843e-f41d712aad2f,21,386,407,0.0515970515970516,43
16,16,12,023,COLUMBIA,Columbia,FL,11749,326,848,1476,1636,1739,1659,1778,1292,663,320,12,0 to 119,43,5723,5961,65,11699,50,0,1342,3645,63,7442,102,7728,4009,1,11,11687,7073,618,33,4,3423,4240,28,7691,136,398,1002,1228,1247,1213,1132,787,419,162,4,0 to 102,43,5010,1908,337,436,425,6570,696,340,2,449,4,0,160,7728,4263,3437,7691,37,0,23118,0,30904,23118,7728,160,4679,4678,2068684690.43686,276060.430857214,6958d394-62b5-4f73-a62a-0fa2389d4fb3,4,124,128,0.03125,43
