OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2468,77,216,377,329,339,348,312,217,161,92,0,0 to 118,41,1356,1101,11,2464,4,0,219,1062,2,1533,33,1472,990,1,5,2458,1263,205,2,2,775,686,7,1468,31,112,228,229,214,213,177,115,95,58,0,0 to 106,41,1147,85,54,182,122,1144,202,119,0,67,0,0,37,1472,688,777,1468,4,0,6404,0,7893,6404,1472,37,1425,1408,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,8,107,115,0.0695652173913043,40
2,2,54,107,PUTNAM,Putnam,FL,10027,330,966,1368,1343,1278,1364,1455,1053,605,256,9,0 to 118,42,5681,4308,38,9999,28,0,1750,3724,133,7134,90,5974,4011,0,42,9957,3599,2355,13,7,3235,2702,17,5954,148,525,896,822,813,806,844,634,345,139,2,0 to 100,42,3984,1333,475,162,792,4897,265,721,3,520,3,1,133,5974,2713,3244,5954,20,0,25537,0,31523,25537,5974,133,2947,2893,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,3,197,200,0.015,42
3,3,62,123,TAYLOR,Taylor,FL,4314,146,406,515,706,693,617,576,401,184,64,6,0 to 118,40,1938,2361,15,4304,10,0,152,2002,3,2835,48,2692,1614,0,8,4296,2419,267,6,0,1066,1617,3,2686,35,119,319,498,526,433,371,234,116,40,1,0 to 98,41,1636,808,119,123,149,2332,205,189,0,94,0,0,45,2692,1619,1070,2686,6,0,8031,0,10750,8031,2692,45,2566,2472,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,1,95,96,0.0104166666666667,41
4,4,46,091,OKALOOSA,Okaloosa,FL,32041,784,3726,4661,4895,4696,3954,4183,2574,1561,936,71,0 to 119,38,17435,14378,228,31711,329,1,1866,11045,137,14514,998,19623,12304,2,112,31600,18006,1408,193,16,10273,8999,142,19414,252,1252,2918,3555,3132,2644,2831,1659,890,458,32,0 to 103,40,12696,1728,2091,2899,1657,14112,3645,1039,14,687,17,5,344,19623,9109,10370,19413,209,1,65170,0,84872,65170,19623,344,28246,27833,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,24,511,535,0.0448598130841121,40
5,5,7,013,CALHOUN,Calhoun,FL,2810,82,363,385,323,379,356,349,292,186,93,2,0 to 99,41,1466,1324,20,2807,3,0,187,589,4,1364,46,1647,1156,0,7,2800,1425,219,3,0,804,834,6,1644,27,113,207,224,230,230,223,194,124,74,1,0 to 99,45,1120,184,211,129,38,1378,228,131,2,57,2,0,42,1647,836,805,1644,3,0,5993,0,7651,5993,1647,42,2249,2192,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,62,62,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,208056,4712,13452,27054,31307,28703,30179,29493,21097,13372,7075,1612,0 to 119,44,110506,96564,986,205110,2944,2,30119,108495,465,98281,3338,128620,78593,133,710,204275,124857,1515,2228,20,65583,60089,700,126372,2324,7765,19949,23130,19739,19481,17048,9746,5784,3595,59,0 to 107,40,63730,17963,21956,22723,33280,64266,28826,8721,147,6297,108,49,2602,128620,61253,66618,126370,2248,2,669444,0,798837,669444,128620,2602,54640,54381,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,300,4567,4867,0.0616396137250873,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,39523,1154,2973,5160,5486,5340,5728,5636,4313,2509,1188,36,0 to 119,44,21972,17316,235,39220,303,0,4743,14624,188,22293,853,23528,15543,7,445,38770,23155,205,166,2,12770,10504,86,23360,421,1296,3223,3781,3570,3607,3332,2391,1302,601,4,0 to 104,43,11729,4784,3010,3837,5336,13265,4759,2164,22,1595,14,1,571,23528,10588,12854,23360,168,0,104685,0,128287,104685,23528,571,24346,24330,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,60,686,746,0.0804289544235925,43
8,8,51,101,PASCO,Pasco,FL,56653,1250,4818,7757,7356,7792,8516,7743,6172,3768,1448,33,0 to 119,44,31010,25531,112,56269,384,0,3452,27211,223,27543,1494,35494,20697,3,459,55807,33749,1430,308,5,18805,16326,48,35179,562,2191,5088,5181,5187,5527,4788,3722,2348,890,8,0 to 105,43,25841,2082,4093,3163,6851,23404,4924,3264,57,2335,43,7,680,35492,16451,18971,35179,313,0,181976,0,217577,181976,35492,680,26259,25721,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,121,1371,1492,0.0810991957104558,44
9,9,20,039,GADSDEN,Gadsden,FL,8789,295,786,1075,1287,1427,1395,1226,809,336,150,3,0 to 119,41,5061,3705,23,8759,29,1,1164,3747,46,4689,99,5516,3259,1,13,8746,5077,423,13,3,2889,2593,18,5500,150,461,743,815,940,923,775,428,203,77,1,0 to 98,41,1578,2713,929,280,901,4170,429,724,1,413,0,0,89,5516,2597,2901,5499,16,1,21874,0,27433,21874,5516,89,2983,2789,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,5,114,119,0.0420168067226891,41
10,10,37,073,LEON,Leon,FL,46238,1522,2709,13613,7324,5773,5197,4882,3189,1339,642,48,0 to 119,31,25190,20834,214,45163,1074,1,7304,21161,201,22943,837,30041,16143,7,47,45111,28885,285,854,17,16112,12922,136,29170,688,1650,10785,4980,3685,3083,2680,1452,686,342,10,0 to 106,28,13989,9043,3461,2677,2749,22090,4331,1477,48,643,36,31,301,30041,13297,16597,29169,871,1,147193,0,177402,147193,30041,301,13443,13042,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,40,1420,1460,0.0273972602739726,28
