OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1402,37,68,179,210,188,197,194,141,108,80,0,0 to 118,45,752,645,5,1402,0,0,88,780,2,671,17,602,797,1,2,1399,553,49,0,0,277,324,1,602,11,28,88,118,81,82,75,39,37,43,0,0 to 106,41,452,40,31,79,83,433,86,77,0,39,0,0,18,602,324,277,602,0,0,4405,0,5016,4405,602,18,676,659,{CB6285A2-DA2E-4583-AAD5-1221776836AE},1,36,37,0.027027027027027,NA,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5988,167,522,773,827,770,837,895,622,374,193,8,0 to 118,44,3486,2456,46,5978,10,0,893,3160,133,2692,33,2355,3611,0,22,5956,1365,988,1,1,1247,1097,9,2353,56,242,382,337,345,319,304,214,105,50,1,0 to 100,39,1425,635,234,59,466,1798,89,401,1,248,0,0,50,2355,1098,1248,2353,2,0,16970,8,19344,16978,2355,50,1450,1387,{CE511C5D-2638-44A3-B2F8-B13847543637},11,205,216,0.0509259259259259,NA,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2652,58,134,285,509,491,403,361,254,110,43,4,0 to 118,41,1067,1565,20,2642,10,0,73,1601,3,1331,30,1450,1196,0,6,2636,1385,61,4,0,398,1048,0,1446,6,31,151,341,339,250,174,102,37,19,0,1 to 95,40,760,565,79,42,131,1233,82,123,0,59,0,0,16,1450,1049,401,1446,4,0,5689,6,7170,5695,1450,16,1462,1363,{541BD5A3-4453-499A-9896-F0EDC5353D0B},4,30,34,0.117647058823529,NA,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,14063,289,840,1909,2187,2033,1796,1959,1336,964,702,48,0 to 119,43,8061,5907,95,13879,183,1,747,7845,137,3625,264,6146,7848,1,68,13811,5873,219,49,5,3273,2771,48,6092,68,266,1048,1158,947,814,855,509,289,184,8,0 to 103,40,3140,493,1276,1183,671,4238,1183,523,5,324,5,1,130,6146,2797,3301,6091,54,1,38264,129,44602,38393,6146,130,8176,7750,{EB5D2450-A892-40FD-9BA4-9821A7438525},48,378,426,0.112676056338028,NA,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1426,28,101,167,201,223,197,192,161,105,51,0,0 to 99,44,704,708,14,1425,1,0,57,553,4,599,19,702,723,0,1,1424,650,51,1,0,294,406,1,701,7,28,80,128,116,103,90,74,47,29,0,0 to 99,44,467,102,55,77,29,573,99,69,1,37,1,0,14,702,407,294,701,1,0,4542,0,5254,4542,702,14,1023,962,{3B55AA95-5170-4CAF-82A3-E99AD7459349},1,85,86,0.0116279069767442,NA,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,115323,1963,3736,12863,16285,15370,16748,17744,14161,9523,5330,1600,0 to 119,49,62303,52678,342,114223,1098,2,11360,82967,465,38437,1225,50525,64390,154,254,113820,49341,720,455,9,25943,23970,148,50061,794,1969,8363,9196,7969,7706,6441,3655,2450,1932,50,0 to 106,41,20614,7977,9061,12409,13598,22389,14074,5603,67,4040,46,24,1561,50525,24223,26150,50059,464,2,363852,635,415627,364487,50525,1561,16190,15926,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},208,3838,4046,0.0514087988136431,NA,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,20468,451,863,2177,2781,2794,3148,3173,2559,1579,917,26,0 to 119,48,11682,8619,167,20304,164,0,2069,11574,188,7662,302,8893,11303,4,268,20032,8701,156,35,1,4866,3988,3,8857,158,389,1205,1461,1402,1394,1214,854,492,323,1,0 to 104,43,3760,2050,1209,1838,2031,4565,2261,949,4,766,3,1,329,8893,4007,4883,8857,36,0,61190,127,70264,61317,8893,329,8567,8552,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},36,531,567,0.0634920634920635,NA,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,25989,523,1329,3114,3525,3661,4019,3951,3150,1884,818,15,0 to 119,47,14506,11404,79,25844,145,0,2200,15707,223,10582,496,10600,15216,4,169,25671,10266,254,78,2,5497,5017,6,10520,159,442,1689,1779,1659,1656,1386,964,581,282,3,0 to 105,42,7600,739,1593,588,2506,7230,784,1327,11,1014,5,1,236,10600,5053,5541,10520,80,0,94834,70,105566,94904,10600,236,11397,10848,{83116673-3FAD-423E-B67E-DFE7515F5E81},60,1066,1126,0.0532859680284192,NA,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5891,154,358,673,936,1025,992,843,577,223,107,3,0 to 119,42,3413,2470,8,5867,23,1,664,3178,46,2291,48,3051,2832,2,6,5860,2961,80,10,0,1490,1549,2,3041,75,198,414,494,575,539,408,217,95,35,1,0 to 98,40,903,1278,573,287,579,2034,428,448,1,240,0,0,55,3051,1551,1498,3040,10,1,15145,16,18259,15161,3051,55,1574,1379,{77657EA6-12D6-4645-9915-E7357C9F40D6},2,122,124,0.0161290322580645,NA,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,25437,538,854,7382,3825,3166,3044,3059,2182,873,469,45,0 to 119,35,13730,11594,113,24889,547,1,2681,16709,201,7735,272,11991,13409,5,32,24854,11560,86,340,5,6448,5174,24,11646,209,418,5505,1743,1265,1048,935,481,222,155,10,0 to 105,24,4635,3021,1575,2415,991,6587,4068,697,25,283,12,11,112,11991,5319,6646,11645,345,1,87681,212,100027,87893,11991,112,5772,5359,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},30,1013,1043,0.0287631831255992,NA,2.4286163266357628,0.1707040441862682
