OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2420,73,213,373,320,336,336,307,212,158,92,0,0 to 118,41,1329,1079,12,2416,4,0,218,1060,2,1484,32,1431,983,1,5,2410,1227,200,2,2,751,668,8,1427,30,112,221,221,211,204,171,110,93,58,0,0 to 106,40,1110,84,54,179,121,1109,197,117,0,66,0,0,37,1431,670,753,1427,4,0,6302,0,7751,6302,1431,37,1397,1380,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,0,15,15,0,40
2,2,54,107,PUTNAM,Putnam,FL,9950,326,957,1355,1335,1275,1358,1438,1042,599,256,9,0 to 118,42,5634,4279,37,9923,27,0,1708,3730,133,7026,90,5901,4007,0,42,9881,3533,2349,12,7,3192,2674,16,5882,145,519,884,815,808,800,827,623,339,139,2,0 to 100,42,3926,1318,473,165,780,4833,269,701,2,505,2,1,130,5901,2685,3200,5882,19,0,25061,0,30974,25061,5901,130,2933,2879,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,4,70,74,0.0540540540540541,42
3,3,62,123,TAYLOR,Taylor,FL,4272,140,401,511,706,685,612,571,395,183,62,6,0 to 118,40,1915,2340,17,4261,11,0,139,1996,3,2788,47,2658,1606,0,8,4253,2395,257,6,0,1044,1603,5,2652,33,118,315,497,516,429,365,231,115,38,1,0 to 98,41,1612,797,119,124,148,2301,203,186,0,92,0,0,42,2658,1605,1048,2652,6,0,7854,0,10539,7854,2658,42,2558,2462,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,0,13,13,0,41
4,4,46,091,OKALOOSA,Okaloosa,FL,31405,745,3578,4546,4803,4627,3899,4113,2543,1549,931,71,0 to 119,39,17100,14079,226,31084,320,1,1847,10891,137,14186,970,19248,12044,2,111,30974,17644,1404,183,17,10082,8823,143,19048,236,1224,2847,3490,3076,2603,2774,1634,880,452,32,0 to 103,40,11188,1501,2487,3872,1527,13051,4470,1023,15,674,17,4,334,19248,8930,10172,19047,200,1,63268,0,82596,63268,19248,334,27645,27232,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,11,168,179,0.0614525139664804,40
5,5,7,013,CALHOUN,Calhoun,FL,2768,82,353,375,320,374,355,345,288,181,93,2,0 to 99,41,1440,1308,20,2765,3,0,180,586,4,1339,46,1623,1139,0,6,2759,1404,216,3,0,790,824,6,1620,27,111,204,221,226,229,219,190,121,74,1,0 to 99,45,1099,182,209,130,39,1351,230,126,2,56,2,0,46,1623,826,791,1620,3,0,5921,0,7555,5921,1623,46,2235,2178,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,4,4,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,201868,4496,12712,25951,30341,27813,29277,28673,20772,13223,6999,1611,0 to 119,44,107340,93655,873,199071,2795,2,28931,106931,465,93933,3231,123520,77542,134,672,198273,119990,1431,2078,21,63036,57798,587,121421,2216,7353,19082,22227,18954,18675,16301,9470,5653,3529,60,0 to 107,40,60951,17358,20920,22192,32117,61577,27727,8463,137,6102,93,46,2522,123520,58880,64006,121419,2099,2,647713,0,772005,647713,123520,2522,52206,51947,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,230,3703,3933,0.0584795321637427,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,38211,1093,2776,4939,5290,5192,5548,5486,4223,2459,1170,35,0 to 119,44,21289,16704,218,37924,287,0,4525,14568,188,21201,823,22691,15076,7,437,37482,22327,205,157,2,12335,10127,70,22532,410,1241,3093,3627,3453,3465,3216,2326,1267,589,4,0 to 104,43,11217,4614,2918,3783,5141,12705,4686,2013,22,1513,14,1,551,22691,10205,12416,22532,159,0,101267,0,124034,101267,22691,551,23096,23080,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,39,466,505,0.0772277227722772,43
8,8,51,101,PASCO,Pasco,FL,54767,1188,4544,7449,7110,7539,8227,7507,6054,3688,1428,33,0 to 119,44,29968,24666,133,54396,371,0,3447,26538,223,26317,1432,34100,20246,3,418,53975,32405,1390,298,5,18061,15664,70,33795,536,2064,4858,4974,4989,5303,4587,3627,2279,873,8,0 to 105,44,24587,1983,3903,3322,6565,22296,4934,3119,52,2240,39,6,665,34098,15785,18222,33795,303,0,176153,0,210358,176153,34098,665,25475,24937,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,46,813,859,0.0535506402793946,44
9,9,20,039,GADSDEN,Gadsden,FL,8747,294,775,1071,1278,1418,1390,1221,807,338,152,3,0 to 119,41,5041,3683,23,8717,29,1,1162,3735,46,4617,99,5484,3250,1,12,8705,5047,421,13,3,2876,2574,18,5468,148,453,742,807,931,919,771,428,205,79,1,0 to 99,41,1558,2703,920,287,888,4145,435,727,1,414,0,0,89,5484,2578,2888,5467,16,1,21551,0,27078,21551,5484,89,2929,2736,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,1,30,31,0.032258064516129,41
10,10,37,073,LEON,Leon,FL,45594,1447,2640,13396,7234,5705,5144,4834,3173,1331,642,48,0 to 119,31,24849,20539,206,44532,1061,1,7161,21063,201,22405,819,29532,16009,7,46,44481,28387,286,842,17,15839,12703,131,28673,665,1607,10593,4907,3628,3037,2628,1439,677,341,10,0 to 106,28,13651,8914,3396,2712,2677,21640,4356,1430,48,615,36,30,292,29532,13070,16321,28672,859,1,144673,0,174380,144673,29532,292,13166,12765,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,13,436,449,0.0289532293986637,28
