OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,569,9,22,60,119,139,83,64,37,29,6,1,0 to 90,39,204,364,1,569,0,0,58,339,3,379,0,390,179,0,0,569,388,2,0,0,102,288,0,390,6,9,42,95,114,64,44,10,4,2,0,0 to 89,38,279,63,19,29,160,195,35,39,0,25,0,0,3,390,288,102,390,0,0,686,0,1078,686,390,3,212,153,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,6782,74,77,410,626,675,954,1288,1247,838,585,8,0 to 119,59,3882,2821,79,6760,22,0,466,5489,62,1260,34,1807,4965,1,9,6750,1596,205,5,1,929,845,27,1801,18,33,189,217,183,248,325,267,181,145,1,0 to 101,55,1265,98,85,353,134,1250,417,196,1,216,1,0,85,1807,846,933,1801,6,0,20179,16,22015,20195,1807,85,239,220,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,17943,216,349,1460,2041,1918,2338,3057,3193,2241,1080,50,0 to 119,57,9905,7792,246,17673,270,0,751,15993,190,2370,113,5349,12567,1,26,17649,5223,75,45,6,2752,2425,121,5298,66,170,846,952,774,757,680,498,367,230,9,0 to 104,42,2119,297,397,2485,462,1822,3014,361,18,337,12,2,116,5349,2454,2774,5298,51,0,60706,215,66309,60921,5349,116,993,887,42,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3424,95,200,351,521,527,581,577,326,169,73,4,0 to 102,45,1413,1893,118,3412,12,0,161,2237,48,1217,20,1240,2176,2,6,3404,1108,130,2,0,515,720,3,1238,40,113,172,247,235,185,143,73,21,11,0,0 to 97,36,767,122,68,281,640,295,303,180,1,93,1,0,14,1240,721,516,1238,2,0,7738,10,8996,7748,1240,14,1283,1148,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4706,69,84,314,492,559,669,884,869,527,232,7,0 to 119,56,2727,1926,53,4666,40,0,273,3820,37,681,63,850,3851,0,5,4661,728,112,10,0,458,378,4,840,14,34,118,125,99,129,137,119,56,18,1,0 to 94,48,493,130,145,72,122,624,94,126,4,73,2,1,10,850,384,462,840,10,0,12349,30,13248,12379,850,10,1035,1000,48,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3538,131,195,512,643,567,510,446,252,162,113,7,0 to 104,40,1744,1781,13,3536,2,0,376,1765,32,1513,20,1606,1930,0,2,3534,1559,47,0,0,709,894,3,1606,54,100,260,333,286,246,162,88,49,28,0,0 to 101,37,1275,177,52,102,1090,427,89,253,0,140,0,0,34,1606,894,709,1606,0,0,6150,2,7771,6152,1606,34,2161,1734,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,7769,108,203,725,848,823,982,1185,1252,916,712,15,0 to 119,56,4631,3080,58,7698,71,0,327,5849,77,1901,91,2118,5601,1,49,7650,2088,17,11,2,1121,950,34,2105,35,109,350,346,298,289,236,175,147,133,0,0 to 99,41,878,197,227,803,371,761,973,244,6,136,3,0,38,2118,958,1126,2105,13,0,21997,56,24181,22053,2118,38,2072,1587,41,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,143935,3277,5097,13838,23063,22878,24336,23952,15349,7927,3998,220,0 to 119,46,77369,65040,1526,142196,1739,0,6819,111948,2336,30786,1203,52970,90797,25,143,142031,50027,2453,455,35,27143,25095,242,52480,1121,2627,7762,10429,9269,8679,6965,3478,1744,871,25,0 to 102,39,18295,13622,4724,15839,17226,19838,15416,6127,86,3184,66,25,638,52970,25406,27310,52480,490,0,327240,1236,381963,328476,52970,638,21493,21124,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,23828,530,694,2676,3554,2918,3174,4036,3257,1858,1043,88,0 to 119,50,13951,9697,180,20462,3366,0,1001,20804,183,2760,173,7429,16380,1,18,20443,6532,87,810,0,3578,2907,134,6619,91,265,1427,1446,1053,927,948,617,421,233,1,0 to 105,38,2583,1726,404,1906,216,4199,2204,698,5,396,6,6,88,7429,3249,4046,6619,810,0,52501,2515,62476,55016,7429,88,1143,1063,38,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2405,58,122,362,331,312,299,350,219,196,145,11,0 to 119,45,1331,1055,19,2393,12,0,248,1501,2,747,16,858,1546,0,1,2392,795,59,4,0,410,441,3,854,29,75,159,143,151,108,115,35,31,12,0,0 to 94,36,572,90,107,85,407,345,102,110,0,78,2,0,3,858,442,413,854,4,0,5090,8,5969,5098,858,3,930,849,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,643,5,14,48,58,53,81,146,141,79,18,0,0 to 95,59,371,269,3,638,5,0,20,501,0,98,18,103,539,0,1,637,95,6,2,0,58,42,1,101,1,4,11,18,9,14,26,12,6,2,0,0 to 85,50,61,26,2,12,5,84,12,8,0,4,0,0,1,103,42,60,101,2,0,2324,3,2434,2327,103,1,134,133,52,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,18056,258,322,2452,3467,2573,2509,2803,2033,970,601,68,0 to 119,44,10332,7583,141,17759,297,0,784,16399,61,1632,106,3353,14693,6,4,17749,3174,130,37,12,1778,1521,5,3304,50,120,953,785,402,382,330,208,82,38,3,0 to 103,31,1110,910,421,863,442,1890,972,266,11,137,11,1,20,3353,1549,1798,3304,49,0,61001,246,64622,61247,3353,20,221,199,31,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13212,182,399,1481,1489,1923,2197,2235,1858,982,447,19,0 to 119,50,7144,5897,171,13161,51,0,688,10483,208,2379,268,3136,10027,10,39,13113,2802,302,28,4,1544,1534,26,3104,35,106,731,446,444,504,459,230,123,56,2,0 to 100,40,2025,224,170,685,225,2060,819,251,5,156,5,0,23,3136,1548,1561,3104,32,0,33159,17,36344,33176,3136,23,2450,2410,40,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1789,10,19,149,248,248,256,224,154,217,257,7,0 to 120,53,1125,633,31,286,1503,0,4,1701,0,26,16,528,1259,1,1,285,132,0,392,4,57,63,12,132,10,17,90,120,94,88,61,24,12,7,5,0 to 82,34,29,23,10,70,43,20,69,0,4,0,2,1,0,528,259,245,132,396,0,3520,1101,5185,4621,528,0,2539,2537,34,0,0
70,69,998,998,A State,State,FL,1297487,21957,35749,129825,198508,187333,202507,208857,161037,93495,45738,12481,"NA",48,703493,581473,12521,1280029,17450,8,64856,1073923,0,215588,9508,451423,842473,371,3220,1276480,431454,14797,4976,196,228219,214596,3436,446251,7507,16995,69760,88884,74333,71829,57595,33394,19227,11082,817,"NA",40,168876,65857,45363,166155,113409,145985,186857,43577,552,25499,368,124,6333,451423,217201,230654,446243,5172,8,3063182,12160,3531721,3075342,451423,6333,132933,119977,40,0,0
