OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1260,33,60,154,176,162,179,174,135,108,79,0,0 to 118,48,717,537,6,1260,0,0,77,773,2,545,17,480,777,1,2,1257,443,37,0,0,253,226,1,480,10,25,69,84,56,65,60,33,36,42,0,0 to 106,43,396,30,23,31,73,373,34,67,0,35,0,0,10,480,226,253,480,0,0,3875,0,4364,3875,480,10,625,608,{CB6285A2-DA2E-4583-AAD5-1221776836AE},5,69,74,0.0675675675675676,43,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5050,121,306,594,731,678,733,794,534,349,182,28,0 to 118,46,2982,2013,55,5040,10,0,723,3407,133,1691,30,1856,3185,0,9,5031,1129,725,1,1,965,871,18,1854,46,180,306,274,288,243,237,142,82,41,17,0 to 100,38,1003,510,226,115,392,1292,170,341,1,202,0,0,38,1856,872,966,1854,2,0,13566,8,15443,13574,1856,38,538,470,{CE511C5D-2638-44A3-B2F8-B13847543637},14,216,230,0.0608695652173913,38,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2319,47,80,242,462,448,360,317,222,99,38,4,0 to 118,41,921,1377,21,2310,9,0,64,1521,3,1000,29,1226,1087,0,6,2304,1164,59,3,0,302,921,0,1223,4,22,127,307,301,217,137,72,27,12,0,1 to 92,39,614,514,74,21,125,1037,61,94,0,39,0,0,10,1226,921,305,1223,3,0,4910,6,6171,4916,1226,10,1057,959,{541BD5A3-4453-499A-9896-F0EDC5353D0B},6,43,49,0.122448979591837,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11364,242,379,1310,1836,1685,1532,1582,1172,896,683,47,0 to 119,46,6597,4670,97,11193,170,1,625,7347,137,2198,161,4382,6942,1,39,11154,4134,210,33,5,2364,1933,47,4344,48,152,731,843,693,605,543,368,227,165,7,0 to 103,40,2412,411,796,725,571,2897,876,434,4,262,2,0,88,4382,1950,2385,4343,38,1,29341,132,33903,29473,4382,88,3768,3342,{EB5D2450-A892-40FD-9BA4-9821A7438525},27,408,435,0.0620689655172414,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1233,20,70,130,179,201,171,174,139,99,50,0,0 to 99,45,628,590,15,1232,1,0,40,553,4,516,13,587,645,0,1,1231,569,17,1,0,252,333,1,586,5,21,62,111,103,83,75,56,42,29,0,0 to 99,44,380,92,41,73,25,474,87,59,1,32,1,0,10,587,334,252,586,1,0,4121,0,4718,4121,587,10,844,783,{3B55AA95-5170-4CAF-82A3-E99AD7459349},4,47,51,0.0784313725490196,44,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,105575,1752,3142,10573,14881,14088,15401,16597,13355,9039,5057,1690,0 to 119,50,57162,48009,404,104553,1020,2,9200,80407,465,30270,847,43067,62063,159,286,104113,42028,656,376,7,22102,20393,189,42684,705,1672,6442,7973,6975,6666,5574,3165,2107,1694,94,0 to 106,41,16080,6913,7833,11858,11705,17264,13715,4698,59,3382,40,18,1166,43067,20603,22267,42682,383,2,290942,644,335297,291586,43067,1166,11302,11037,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},163,4798,4961,0.0328562789760129,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,17917,345,606,1700,2463,2480,2774,2847,2310,1455,851,86,0 to 119,49,10261,7412,244,17761,156,0,1614,11857,188,5361,201,7308,10349,5,255,17501,7137,145,25,1,3969,3246,67,7282,134,317,949,1224,1183,1154,981,650,394,271,51,0 to 104,43,2657,1677,1091,1857,1648,3284,2350,695,2,527,2,1,245,7308,3261,3980,7282,26,0,46435,131,53934,46566,7308,245,5288,5273,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},45,888,933,0.0482315112540193,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,22368,433,742,2353,3070,3185,3572,3566,2904,1724,776,43,0 to 119,48,12602,9675,91,22247,121,0,1988,14869,223,7745,345,8316,13920,3,129,22115,8107,153,54,2,4318,3924,18,8260,124,302,1262,1427,1310,1330,1101,764,438,242,16,0 to 105,42,5927,629,1294,410,2043,5639,578,1082,10,754,4,1,183,8316,3949,4349,8260,56,0,72813,70,81256,72883,8316,183,6101,5550,{83116673-3FAD-423E-B67E-DFE7515F5E81},38,1024,1062,0.0357815442561205,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5191,114,263,552,850,911,889,757,534,199,103,19,0 to 119,43,3036,2133,22,5169,21,1,478,3257,46,1711,34,2532,2653,1,5,5164,2473,51,8,0,1206,1303,15,2524,55,149,347,422,481,445,332,180,73,31,17,0 to 98,40,735,982,431,376,462,1521,541,355,0,192,0,0,33,2532,1304,1213,2523,8,1,12770,16,15358,12786,2532,33,1036,841,{77657EA6-12D6-4645-9915-E7357C9F40D6},109,314,423,0.257683215130024,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,20440,363,640,4698,3290,2739,2681,2747,2011,794,425,52,0 to 119,39,10880,9435,125,20025,414,1,1646,15514,201,4511,202,7705,12707,5,23,19999,7433,60,207,5,4138,3331,24,7493,128,283,3206,1260,854,730,658,321,142,104,19,0 to 105,26,2379,2128,959,2027,543,3829,3121,500,18,190,11,7,40,7705,3428,4253,7492,212,1,68796,209,76846,69005,7705,40,2918,2505,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},293,1394,1687,0.173681090693539,26,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1133,25,32,89,147,167,174,221,173,82,22,1,0 to 101,51,503,628,2,1122,11,0,28,809,41,434,20,518,614,1,0,1121,456,53,9,0,143,366,0,509,6,11,49,94,83,94,101,53,18,9,0,0 to 95,46,197,274,29,9,24,449,36,50,2,33,0,0,7,518,372,146,509,9,0,2995,2,3530,2997,518,7,322,284,{862C7BAB-C64B-458C-A6FA-56543968D206},3,38,41,0.0731707317073171,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2031,103,138,238,261,279,308,273,238,126,61,6,0 to 99,44,1203,823,5,1998,33,0,101,1104,53,1057,69,922,1107,1,1,1996,635,273,13,1,503,404,1,908,39,73,119,131,144,159,122,78,29,28,0,0 to 98,41,263,565,42,38,52,771,85,149,1,44,1,1,16,922,408,513,908,14,0,4699,19,5651,4718,922,16,1029,929,{89851E42-542B-499A-AC7E-D8F5369F3D0B},9,51,60,0.15,41,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2442,11,25,228,696,577,433,304,111,40,9,8,0 to 105,39,335,2101,6,2442,0,0,18,1937,1,272,9,446,1996,0,0,2442,442,4,0,0,109,337,0,446,4,8,68,90,83,90,70,20,11,2,0,0 to 86,40,289,119,21,17,23,317,106,26,0,9,0,0,7,446,337,109,446,0,0,2874,0,3320,2874,446,7,401,376,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},4,19,23,0.173913043478261,40,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2389,38,68,227,597,466,380,282,197,81,50,3,0 to 118,40,651,1721,17,2381,8,0,73,1924,9,701,14,723,1665,0,1,2380,598,120,4,1,265,453,0,718,27,50,101,150,119,117,90,44,16,9,0,0 to 90,38,320,329,54,15,104,460,154,86,1,27,0,0,7,723,456,267,718,5,0,4601,3,5329,4604,723,7,56,54,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},3,69,72,0.0416666666666667,38,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,8600,104,151,1043,1403,1321,1462,1383,908,496,250,79,0 to 119,46,4446,4065,89,8493,107,0,1240,4623,28,4893,190,5510,3073,1,16,8477,5283,141,84,2,2665,2706,53,5424,63,114,840,1045,914,934,775,477,239,81,28,0 to 99,42,3072,557,719,1076,410,3576,1438,672,17,313,6,5,86,5510,2757,2700,5424,86,0,26152,30,31759,26182,5510,86,688,681,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},21,427,448,0.046875,42,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,6499,140,224,544,959,1033,989,1127,823,409,241,10,0 to 119,48,2857,3584,58,6473,26,0,857,2964,63,3485,29,3438,3057,0,4,6469,3107,318,10,3,1082,2342,1,3425,60,129,338,618,656,589,513,322,150,62,1,0 to 102,43,2061,1066,138,160,221,3010,194,94,1,194,2,0,39,3438,2350,1087,3425,13,0,12404,13,15911,12417,3438,39,134,133,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},27,215,242,0.111570247933884,43,2.6336786210355756,0.19383765365800731
