OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,1331,31,57,120,172,181,209,245,192,93,30,1,0 to 101,50,610,719,2,1315,16,0,43,846,41,631,29,658,670,1,2,1313,556,89,13,0,221,424,0,645,8,21,64,112,93,124,118,71,30,17,0,0 to 98,47,267,322,41,15,31,569,45,62,2,37,0,0,9,658,431,227,645,13,0,3597,1,4269,3598,658,9,487,451,{862C7BAB-C64B-458C-A6FA-56543968D206},8,137,145,0.0551724137931034,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2260,114,203,261,290,301,328,297,254,134,70,8,0 to 99,43,1311,945,4,2224,36,0,114,1111,53,1285,76,1072,1186,1,1,2222,717,338,15,2,582,473,0,1055,40,84,128,154,159,183,143,100,42,39,0,0 to 99,42,344,623,56,32,55,908,92,170,1,52,2,2,24,1072,477,595,1055,17,0,5327,19,6429,5346,1072,24,1332,1233,{89851E42-542B-499A-AC7E-D8F5369F3D0B},1,80,81,0.0123456790123457,42,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2569,15,62,254,705,596,442,317,116,43,10,9,0 to 105,38,395,2170,4,2569,0,0,28,1927,1,335,10,532,2037,0,0,2569,494,38,0,0,146,386,0,532,6,18,93,101,93,99,81,24,14,3,0,0 to 88,39,353,126,29,24,30,382,120,40,0,15,0,0,10,532,386,146,532,0,0,3225,0,3757,3225,532,10,581,557,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},0,73,73,0,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2604,48,84,241,622,510,417,315,221,91,52,3,0 to 118,41,725,1864,15,2592,12,0,80,1920,9,916,15,901,1702,0,1,2592,755,138,4,4,312,581,0,893,28,56,109,178,157,150,122,65,25,11,0,0 to 91,40,393,430,59,11,114,646,133,104,1,36,0,0,9,901,585,316,893,8,0,4853,3,5759,4856,901,9,202,200,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},2,86,88,0.0227272727272727,40,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,9994,128,265,1278,1599,1530,1687,1601,1041,553,260,52,0 to 119,46,5195,4735,64,9789,205,0,1399,4691,28,6235,266,6643,3324,1,26,9764,6310,150,181,2,3240,3191,29,6460,72,176,1020,1219,1090,1108,962,594,303,98,1,0 to 99,42,3806,648,874,1132,510,4458,1492,776,21,371,10,6,132,6643,3290,3324,6460,183,0,32774,30,39522,32804,6643,132,1524,1517,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},21,1577,1598,0.0131414267834793,42,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,7374,161,300,731,1074,1136,1114,1228,906,460,254,10,0 to 119,47,3308,4012,54,7347,27,0,995,3050,63,4260,52,4200,3167,0,7,7340,3779,407,11,3,1481,2702,3,4186,71,158,494,721,758,707,611,404,198,77,1,0 to 102,43,2567,1230,182,207,256,3667,263,149,1,252,2,0,71,4200,2711,1486,4186,14,0,14895,13,19165,14908,4200,71,1026,1025,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},25,498,523,0.0478011472275335,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,2941,66,132,384,543,513,481,401,242,132,45,2,0 to 103,41,1294,1626,21,2878,63,0,331,1613,16,1210,27,1749,1155,0,37,2841,1443,301,3,2,602,1142,0,1744,9,49,214,365,363,301,232,134,65,17,0,0 to 103,40,922,233,55,534,19,1083,642,126,0,86,0,0,19,1749,1145,604,1744,5,0,7156,55,8988,7211,1749,19,1985,1984,{393E3BC9-079E-4AD6-9162-D77EE72FEB59},9,106,115,0.0782608695652174,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1823,32,107,208,254,256,303,261,241,111,49,1,0 to 119,47,949,864,10,1799,24,0,74,888,5,727,113,881,940,0,2,1797,743,123,12,3,401,465,0,866,15,47,118,151,140,146,111,87,43,23,0,0 to 101,42,654,87,54,71,34,714,118,55,0,31,0,0,12,881,469,412,866,15,0,4831,9,5731,4840,881,12,1161,1155,{BD5E2BC2-C55E-45E6-8687-0C7528780CD1},12,47,59,0.203389830508475,42,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,12118,253,544,1384,1378,1471,1621,1910,1721,1248,569,19,0 to 100,51,6180,5589,349,12003,115,0,1063,7642,82,4257,147,5276,6788,2,52,11950,5214,26,36,0,2595,2619,26,5240,114,293,888,816,791,792,628,395,337,220,2,0 to 100,41,2511,274,1190,1265,1891,2260,1089,714,4,417,3,1,164,5276,2639,2611,5240,36,0,36393,77,41790,36470,5276,164,4451,4440,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},33,670,703,0.0469416785206259,41,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,99278,2341,4383,13728,16679,14740,14978,14104,9917,5304,2564,540,0 to 119,43,54775,43717,786,98681,597,0,6802,76129,458,20310,799,46790,51822,20,646,98016,45774,754,256,6,24634,21556,338,46528,946,2193,8781,9304,7295,6968,5295,2950,1665,963,430,0 to 110,37,17704,5961,6752,16111,11939,16173,18416,3747,29,2017,20,5,759,46790,21671,24774,46528,262,0,311830,342,359500,312172,46790,759,17224,16878,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},274,4982,5256,0.052130898021309,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,27507,545,1188,2933,3457,3438,3774,4393,4167,2531,967,114,0 to 119,50,15176,12011,320,27122,385,0,4159,18624,177,9875,207,12930,14551,3,23,27096,12700,88,142,0,6730,5930,128,12788,283,823,2115,2191,2007,1896,1613,1038,640,314,10,0 to 101,40,6930,1268,2194,2396,3705,6170,2913,840,10,876,8,2,327,12930,5998,6800,12788,142,0,105977,273,119267,106250,12930,327,1784,1684,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},89,1706,1795,0.0495821727019499,40,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,14942,238,689,1824,1872,2247,2464,2317,1802,1048,415,26,0 to 102,47,8158,6529,255,14908,34,0,1690,8545,130,4253,231,5933,8976,1,32,14875,5708,208,16,0,3060,2796,60,5916,62,237,916,862,1004,1024,818,523,333,152,1,0 to 102,43,3562,866,494,994,537,4250,1129,961,2,403,3,0,117,5932,2805,3067,5916,16,0,49116,18,55096,49134,5932,117,5380,5345,{D8B9952E-371D-460F-96AE-4666BDB4AD84},35,826,861,0.040650406504065,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2931,109,357,515,497,387,416,310,207,98,35,0,0 to 95,34,1499,1409,23,2922,9,0,103,886,2,2080,30,1576,1350,1,4,2917,1098,471,6,1,764,800,5,1569,41,141,305,293,238,256,159,90,43,10,0,0 to 93,35,1131,127,218,93,931,529,109,201,3,137,4,1,16,1576,805,766,1569,7,0,7098,2,8685,7100,1576,16,2603,2502,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},10,75,85,0.117647058823529,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,29621,415,1152,2873,3995,4014,4280,4579,4370,2790,1136,17,0 to 168,50,17797,11781,43,29577,44,0,5871,12466,177,13458,330,10678,18913,1,29,29547,10302,353,22,1,6297,4351,7,10655,136,415,1333,1873,1857,1680,1434,1009,613,325,3,0 to 106,43,7001,2001,949,704,1453,8096,1106,1625,6,1045,1,0,340,10678,4358,6312,10655,23,0,71732,21,82541,71753,10678,340,5439,5277,{76CC1B01-DF08-469D-A322-71F8D05597D9},48,1176,1224,0.0392156862745098,43,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,32956,385,912,3169,4091,3912,4788,6096,5281,2858,1378,86,0 to 119,53,18236,14227,493,32775,181,0,2496,23640,230,9826,478,12399,20486,0,71,32704,11323,979,90,7,6469,5771,62,12302,153,462,1963,2063,1685,1823,1786,1303,731,425,5,0 to 103,44,6079,1577,2489,2157,1999,7460,2843,1629,20,941,11,1,316,12399,5821,6516,12302,97,0,94351,86,106966,94437,12399,316,6352,5733,{3B926974-437E-4986-9BFF-D87D276166F4},109,1203,1312,0.0830792682926829,44,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1775,36,102,182,233,339,239,266,216,112,49,1,0 to 118,44,847,924,4,1772,3,0,108,711,6,1023,14,881,894,0,0,1772,796,82,1,2,325,553,0,878,7,38,95,139,183,136,131,94,45,13,0,0 to 91,43,643,187,29,19,55,787,36,85,0,59,0,0,11,881,554,327,878,3,0,4760,0,5653,4760,881,11,906,851,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},1,83,84,0.0119047619047619,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,23766,445,821,2164,2790,2807,3238,3731,3819,2588,945,418,0 to 103,53,12665,10319,782,23589,177,0,1771,17978,222,5171,191,8415,15158,3,190,23398,8238,120,56,1,4377,3872,109,8358,150,358,1233,1341,1230,1250,1142,887,552,265,7,0 to 103,43,3515,1030,1678,2135,1408,4454,2496,1102,16,712,11,2,225,8415,3902,4400,8358,57,0,85418,122,94060,85540,8415,225,4445,4156,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},33,922,955,0.0345549738219895,43,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3044,80,175,384,387,344,426,502,393,256,93,4,0 to 118,48,1722,1311,11,3036,8,0,274,1569,16,1513,42,1118,1926,0,0,3036,1017,94,4,3,575,535,1,1111,26,75,199,164,142,169,145,118,63,15,2,0 to 99,41,663,172,185,91,226,765,120,125,0,89,0,0,12,1118,540,577,1111,7,0,8359,1,9487,8360,1118,12,1608,1558,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},3,148,151,0.0198675496688742,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,6737,49,146,293,514,588,665,903,2005,1299,208,67,0 to 119,66,3252,3357,128,6656,81,0,450,4219,164,2515,203,2844,3864,0,29,6627,2595,238,10,1,1199,1622,12,2833,12,78,185,330,406,393,386,572,372,83,27,0 to 99,55,1488,507,146,692,140,1715,978,435,2,277,0,0,84,2844,1626,1206,2833,11,0,23864,69,26805,23933,2844,84,1371,1359,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},18,374,392,0.0459183673469388,55,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,26817,497,1045,3502,3985,3811,4129,4016,3169,1559,897,207,0 to 119,46,14948,11663,206,26741,76,0,2211,19218,246,6225,251,10009,16601,1,206,26538,9891,75,42,1,5280,4642,44,9966,168,389,2035,1917,1468,1447,1118,702,386,376,3,0 to 108,38,6800,1291,1419,456,2718,6771,477,1173,8,734,3,0,236,10009,4657,5306,9966,43,0,83415,33,93530,83448,10009,236,7070,6829,{5A9B725E-B5BC-4433-A9C5-F30390148C62},74,1507,1581,0.0468058191018343,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,102388,1983,3202,13654,18458,16736,16177,14770,9771,4731,1962,944,0 to 120,42,54839,46761,788,101054,1333,1,6970,75525,585,18792,841,44921,57070,4,393,100658,44235,198,482,6,22669,21357,407,44433,733,1623,9009,10030,7712,6440,4809,2504,1337,675,49,0 to 110,36,15463,7073,9353,12544,12145,15165,17123,2848,55,1560,44,6,546,44921,21603,22896,44432,488,1,347338,844,393428,348182,44921,546,7686,7457,{E33D02E5-646C-40C2-B9D7-442237FBB181},307,5446,5753,0.0533634625412828,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,8407,125,353,805,892,831,1080,1427,1462,1015,412,5,0 to 222,55,4845,3437,125,8384,23,0,563,4238,119,3742,79,3145,5213,2,47,8337,2099,1032,6,8,1752,1376,3,3131,35,115,399,353,339,463,531,426,315,168,1,0 to 100,52,2521,183,232,195,156,2674,301,294,1,323,2,1,130,3145,1386,1756,3131,14,0,26248,7,29410,26255,3145,130,4863,4422,{3C97198A-A027-4923-A8F8-CE1FAFD29127},21,755,776,0.0270618556701031,52,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,8288,135,315,913,1050,1007,1192,1309,1053,772,541,1,0 to 106,51,4844,3433,11,8250,38,0,739,4492,66,4172,69,3594,4690,0,4,8246,2985,585,21,3,1967,1603,0,3570,39,117,459,493,470,549,520,425,307,215,0,0 to 101,49,2778,305,476,11,639,2916,15,592,3,454,3,1,165,3594,1608,1985,3570,24,0,29397,14,33024,29411,3594,165,4611,4560,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},34,1313,1347,0.0252412769116555,49,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,60274,663,1329,5550,8621,7473,8814,10705,8837,5233,2976,73,0 to 120,52,34024,26171,79,59828,446,0,6666,41971,411,23551,791,24986,35263,2,23,59803,24213,586,178,9,13341,11436,22,24799,329,904,3577,4691,3419,3623,3651,2341,1420,1028,3,0 to 105,43,16029,4299,2385,2086,2924,17346,4529,3416,38,2483,26,4,816,24986,11537,13427,24799,187,0,223768,276,249189,224044,24986,816,1788,1697,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},193,4521,4714,0.0409418752651676,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4961,121,258,619,705,735,705,726,527,326,228,11,0 to 118,45,2423,2487,51,4943,18,0,148,1812,110,2791,56,2967,1990,0,4,4939,2737,212,15,3,1159,1782,8,2949,57,155,424,469,508,461,403,254,148,87,1,0 to 102,42,1797,601,427,124,534,2211,204,343,2,158,0,0,77,2967,1788,1171,2949,18,0,9282,0,12297,9282,2967,77,1277,1273,{50957D1D-0570-4E74-922C-4AB5F585C01C},11,271,282,0.0390070921985816,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,82313,1553,3141,10113,14775,12196,12364,12672,8729,4386,2224,160,0 to 119,44,44633,36389,1291,81375,938,0,5237,63534,454,13120,397,34177,47863,14,259,81106,31545,2223,384,25,17883,15484,401,33768,561,1558,5598,7360,5331,5018,4212,2534,1275,708,22,0 to 103,38,10384,10673,3973,8738,2828,20078,10862,2280,44,1224,25,21,513,34177,15692,18071,33768,409,0,275086,545,310085,275631,34177,513,10733,10621,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},233,6107,6340,0.0367507886435331,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1602,13,25,161,432,370,208,163,109,66,54,1,0 to 119,39,406,1191,5,1602,0,0,18,921,0,1240,3,1272,327,0,3,1599,1224,48,0,0,196,1076,0,1272,7,16,111,396,326,177,125,70,25,19,0,1 to 98,37,863,349,40,20,154,1036,82,47,0,26,0,0,16,1272,1076,196,1272,0,0,1540,0,2825,1540,1272,16,374,374,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},3,29,32,0.09375,37,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1831,50,136,195,248,214,299,333,226,98,32,0,0 to 95,47,878,949,4,1768,63,0,125,607,1,885,34,933,892,0,6,1762,914,9,10,0,368,555,0,923,20,55,90,147,131,168,181,100,29,12,0,0 to 95,46,611,277,16,19,42,832,49,129,3,53,2,0,15,933,562,371,923,10,0,5192,55,6186,5247,933,15,942,938,{35DF54B7-4874-405B-8EF3-9E45948BA616},0,78,78,0,46,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2340,35,110,218,242,316,321,591,378,105,24,0,0 to 118,53,713,1622,5,2340,0,0,277,1106,4,1234,6,1117,1223,0,0,2340,883,234,0,0,296,821,0,1117,14,35,119,155,198,171,237,137,41,10,0,0 to 93,47,764,301,34,18,37,1067,13,65,0,59,0,0,41,1117,821,296,1117,0,0,8914,0,10047,8914,1117,41,1123,1122,{254BD11B-C8FE-4E18-B61D-A60A5658D980},6,77,83,0.072289156626506,47,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,2884,67,154,356,378,364,422,508,319,198,112,6,0 to 118,47,1614,1258,12,2881,3,0,340,1341,34,1353,4,1219,1661,0,4,2877,898,320,1,0,595,623,0,1218,19,59,164,181,170,194,214,125,66,27,0,0 to 107,45,821,286,58,53,34,1132,52,145,0,74,0,0,15,1219,624,595,1218,1,0,6237,2,7478,6239,1219,15,1834,1803,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},5,164,169,0.029585798816568,45,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3119,67,261,438,418,455,507,458,314,148,51,2,0 to 102,43,1563,1548,8,3109,10,0,226,1335,13,1726,82,1299,1817,1,2,3106,1239,52,7,1,534,755,2,1291,16,69,209,225,221,242,183,86,35,13,0,0 to 102,40,867,233,103,88,63,1095,133,128,0,60,1,0,11,1299,757,540,1291,8,0,9996,2,11341,9998,1299,11,1961,1886,{72742CEE-2B13-49F0-BE2B-615F9835DD19},10,245,255,0.0392156862745098,40,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,29997,374,841,2829,3491,3502,4165,5998,4984,2776,989,48,0 to 119,54,16682,13151,164,29937,60,0,2305,23233,107,9250,348,10999,18990,0,8,29929,10730,215,50,4,5833,5026,86,10945,118,435,1778,1718,1479,1512,1661,1109,718,469,2,0 to 105,44,5986,1241,922,2796,1202,6440,3303,1657,13,976,5,1,366,10999,5054,5859,10945,54,0,107791,14,118878,107805,10999,366,3068,3010,{943DB4A8-472C-444E-B81A-0E7CF9758CA2},151,1793,1944,0.0776748971193416,44,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,40895,1023,2086,4827,6232,6101,5964,5769,4649,2863,1271,110,0 to 119,45,22536,18094,265,40714,181,0,6409,24642,231,16540,466,22481,18324,1,89,40624,20103,2272,90,16,11918,10312,145,22375,473,1280,3374,3930,3727,3323,2796,1813,1143,610,12,0 to 103,40,12879,3979,1934,3583,6404,11331,4640,3184,21,2349,17,2,615,22481,10358,11978,22375,106,0,134177,79,156861,134256,22481,615,9823,9258,{233F5CAC-222A-4EE3-81FE-76BB2A2139F5},147,3424,3571,0.0411649397927751,40,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,27425,482,1493,3283,4492,4530,4593,3858,2664,1335,519,176,0 to 155,43,14824,12467,134,27270,155,0,4073,15638,390,9816,404,13852,13334,2,237,27033,13620,106,124,2,7186,6491,49,13726,233,759,2088,2633,2493,2365,1568,948,520,236,9,0 to 105,39,5382,871,4450,3023,7283,3038,3405,1349,15,774,10,2,194,13852,6577,7225,13726,126,0,81970,28,95989,81998,13852,194,7647,7141,{98FBCDAD-181A-4269-A498-787173F6E740},70,1511,1581,0.0442757748260595,39,3.375268581975384,0.3579282820217912
