OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2674,84,238,422,364,361,374,345,228,165,93,0,0 to 118,41,1466,1183,25,2669,5,0,268,1073,2,1692,37,1629,1040,1,4,2664,1398,226,2,3,863,740,21,1624,35,123,258,258,234,233,206,124,99,59,0,0 to 106,40,1282,99,56,187,132,1286,206,129,0,81,0,0,44,1629,743,865,1624,5,0,6873,0,8519,6873,1629,44,1556,1539,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,1,13,14,0.0714285714285714,40
2,2,54,107,PUTNAM,Putnam,FL,10907,385,1120,1471,1455,1387,1480,1552,1122,644,278,13,0 to 118,42,6174,4690,43,10875,32,0,1892,3926,133,7970,92,6655,4210,0,42,10833,4209,2422,16,8,3612,2994,25,6631,175,612,982,919,907,908,932,687,374,157,2,0 to 100,42,4422,1451,556,202,920,5397,314,821,3,584,3,1,154,6655,3008,3622,6631,24,0,27398,0,34065,27398,6655,154,3284,3229,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,6,57,63,0.0952380952380952,42
3,3,62,123,TAYLOR,Taylor,FL,4426,151,427,536,724,709,629,588,404,189,64,5,0 to 118,39,2004,2408,14,4417,9,0,168,2011,3,2924,53,2749,1669,0,8,4409,2475,269,5,0,1099,1643,2,2744,37,124,327,506,537,441,381,237,119,40,0,0 to 98,41,1690,814,120,120,150,2391,203,198,0,101,0,0,48,2749,1645,1102,2744,5,0,8531,0,11307,8531,2749,48,2675,2581,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,0,8,8,0,41
4,4,46,091,OKALOOSA,Okaloosa,FL,34179,962,4155,5003,5287,5002,4138,4350,2668,1594,944,76,0 to 119,38,18551,15387,241,33820,358,1,1965,11432,137,15551,1081,20814,13259,1,105,33718,19164,1414,220,16,10897,9541,140,20578,306,1331,3115,3854,3341,2777,2952,1726,912,464,36,0 to 103,40,15096,1992,2194,1296,1849,16887,1842,1124,15,737,19,6,366,20814,9665,11006,20577,236,1,73318,0,94205,73318,20814,366,29856,29444,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,10,116,126,0.0793650793650794,40
5,5,7,013,CALHOUN,Calhoun,FL,2910,93,382,410,336,393,362,356,294,188,94,2,0 to 99,41,1522,1366,22,2907,3,0,198,594,4,1412,46,1702,1201,0,7,2900,1468,231,3,0,833,857,9,1699,33,117,220,234,240,233,229,196,125,74,1,0 to 99,45,1163,189,217,130,38,1432,229,133,2,57,2,0,45,1702,859,834,1699,3,0,6241,0,7954,6241,1702,45,2304,2247,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,8,8,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,231629,5635,16752,31080,35418,32277,33402,31983,22204,13904,7286,1688,0 to 119,42,122679,107428,1522,228258,3369,2,34829,114249,465,115559,3850,147786,82961,132,750,227384,142661,2458,2636,31,75205,68738,1176,145119,2862,9668,23147,26933,22849,22303,19271,10682,6200,3782,89,0 to 107,39,74610,20907,25634,23968,38286,75502,31331,9561,173,6974,129,55,2853,147786,70087,76447,145117,2667,2,754151,0,902731,754151,147786,2853,63616,63359,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,65,2286,2351,0.0276478094427903,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,45169,1574,3852,6100,6298,6140,6388,6218,4596,2689,1263,51,0 to 119,42,24945,19962,262,44830,339,0,5374,15114,188,26930,946,27213,17423,7,526,44299,26785,227,199,2,14741,12169,102,27012,504,1605,3820,4446,4202,4141,3781,2615,1435,654,10,0 to 104,42,13735,5552,3550,4175,6225,15497,5290,2753,26,1925,16,2,650,27213,12269,14842,27012,201,0,121478,0,148770,121478,27213,650,29221,29205,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,18,522,540,0.0333333333333333,43
8,8,51,101,PASCO,Pasco,FL,65748,1589,6204,9214,8603,9276,9832,8711,6693,4013,1567,46,0 to 119,42,35849,29787,112,65317,431,0,3458,30504,223,33437,1730,42543,22676,6,523,64789,40531,1653,353,5,22565,19585,34,42184,731,2884,6232,6262,6420,6631,5642,4162,2564,1003,11,0 to 105,42,31336,2547,5008,3293,8260,28409,5515,4124,75,2874,52,9,778,42542,19740,22747,42184,358,0,206693,0,249362,206693,42542,778,29629,29093,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,36,618,654,0.055045871559633,44
9,9,20,039,GADSDEN,Gadsden,FL,9137,324,851,1146,1341,1470,1436,1255,819,339,153,3,0 to 119,40,5251,3858,28,9106,30,1,1221,3774,46,4999,109,5754,3371,1,11,9095,5296,441,14,3,3015,2699,23,5737,165,494,795,858,977,948,796,437,203,80,1,0 to 98,40,1649,2858,965,265,938,4374,425,760,1,427,0,0,99,5754,2703,3028,5736,17,1,23121,0,28917,23121,5754,99,3243,3048,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,1,20,21,0.0476190476190476,41
10,10,37,073,LEON,Leon,FL,49635,1910,3208,14702,7847,6095,5474,5047,3251,1371,650,80,0 to 119,30,27029,22346,260,48483,1151,1,8079,21662,201,25522,924,32655,16913,9,58,48418,31406,303,926,20,17505,14038,166,31709,904,1916,11720,5442,3944,3312,2823,1512,713,350,19,0 to 106,27,15093,10247,3774,2595,2987,24429,4293,1650,53,714,41,32,328,32655,14451,18028,31708,946,1,155165,0,187977,155165,32655,328,15053,14654,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,8,155,163,0.049079754601227,28
