OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2340,68,202,361,309,325,325,293,207,157,93,0,0 to 118,41,1280,1048,12,2336,4,0,174,1066,2,1393,31,1383,951,1,5,2330,1188,191,2,2,721,650,8,1379,28,103,218,213,202,199,164,106,92,58,0,0 to 106,40,1068,82,53,176,116,1070,193,117,0,65,0,0,31,1383,652,723,1379,4,0,6127,0,7528,6127,1383,31,1357,1340,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,2,108,110,0.0181818181818182,40
2,2,54,107,PUTNAM,Putnam,FL,9797,320,937,1334,1317,1259,1336,1409,1024,594,257,10,0 to 118,42,5551,4204,42,9772,25,0,1670,3706,133,6847,89,5757,3997,0,43,9729,3436,2304,10,7,3114,2607,19,5740,140,503,862,795,792,781,802,606,335,139,2,0 to 100,42,3826,1290,462,162,768,4706,266,687,2,494,2,1,120,5757,2618,3120,5740,17,0,24402,0,30172,24402,5757,120,2920,2864,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,8,131,139,0.0575539568345324,42
3,3,62,123,TAYLOR,Taylor,FL,4169,126,380,497,700,675,598,556,390,179,62,6,0 to 118,40,1866,2285,18,4158,11,0,131,1985,3,2685,45,2604,1557,0,8,4150,2356,242,6,0,1018,1576,4,2598,30,116,306,492,511,417,355,228,111,37,1,0 to 98,41,1563,794,118,123,147,2254,197,184,0,88,0,0,41,2604,1578,1022,2598,6,0,7673,0,10302,7673,2604,41,2503,2407,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,5,138,143,0.034965034965035,41
4,4,46,091,OKALOOSA,Okaloosa,FL,29862,685,3265,4311,4578,4411,3746,3909,2462,1505,919,71,0 to 119,39,16317,13326,219,29551,310,1,1778,10541,137,13361,933,18212,11539,2,109,29443,16625,1399,171,17,9568,8317,139,18024,220,1128,2690,3302,2902,2487,2611,1558,841,441,32,0 to 103,40,10475,1421,2377,3751,1431,12321,4272,987,14,661,16,4,319,18212,8417,9653,18023,188,1,60180,0,78475,60180,18212,319,26315,25901,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,58,451,509,0.113948919449902,40
5,5,7,013,CALHOUN,Calhoun,FL,2720,77,340,366,319,370,345,342,286,180,93,2,0 to 99,41,1415,1286,19,2717,3,0,169,591,4,1316,46,1598,1116,0,6,2711,1384,211,3,0,777,812,6,1595,27,110,200,220,222,220,216,187,121,74,1,0 to 99,45,1072,180,210,133,38,1324,233,126,2,56,2,0,39,1598,814,778,1595,3,0,5788,0,7397,5788,1598,39,2218,2160,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,5,42,47,0.106382978723404,46
6,6,50,099,PALM BEACH,Palm Beach,FL,193291,4218,11595,24579,28994,26573,28059,27593,20252,12953,6865,1610,0 to 119,44,102967,89501,823,190663,2626,2,27155,105032,465,87623,3125,116685,75840,135,631,189903,113380,1360,1924,21,59628,54567,545,114740,2065,6762,18053,21002,17893,17664,15348,9006,5423,3410,59,0 to 107,40,56915,16308,19694,21823,30381,57571,26788,8189,133,5892,90,43,2394,116685,55553,60539,114738,1945,2,618456,0,735916,618456,116685,2394,48464,48205,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,472,7247,7719,0.0611478170747506,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,36397,1042,2501,4645,5041,4965,5294,5249,4098,2381,1146,35,0 to 119,44,20316,15863,218,36133,264,0,4251,14499,188,19627,786,21407,14572,6,412,35717,21070,201,134,2,11655,9547,69,21271,398,1134,2894,3413,3271,3250,3034,2224,1211,574,4,0 to 104,43,10510,4333,2748,3680,4832,11875,4564,1773,18,1381,12,1,526,21407,9613,11725,21271,136,0,96722,0,118200,96722,21407,526,21514,21498,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,85,961,1046,0.0812619502868069,43
8,8,51,101,PASCO,Pasco,FL,52448,1140,4231,7134,6744,7186,7876,7233,5893,3582,1398,31,0 to 119,44,28684,23509,255,52092,356,0,3396,25980,223,24522,1357,32292,19666,3,487,51602,30688,1313,284,4,17069,14781,151,32001,511,1887,4640,4668,4708,5004,4347,3483,2183,850,8,0 to 105,44,22963,1863,3753,3422,6152,20844,5005,2962,48,2136,35,6,630,32289,14896,17222,32001,288,0,168103,0,200499,168103,32289,630,24366,23826,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,134,1491,1625,0.0824615384615385,44
9,9,20,039,GADSDEN,Gadsden,FL,8586,283,746,1046,1255,1405,1366,1198,798,336,150,3,0 to 119,41,4940,3620,26,8556,29,1,1122,3729,46,4409,96,5365,3207,1,13,8543,4946,403,13,3,2804,2524,21,5349,142,443,724,789,918,895,750,423,203,77,1,0 to 99,41,1523,2631,902,293,869,4037,443,712,1,395,0,0,80,5365,2528,2816,5348,16,1,21093,0,26501,21093,5365,80,2868,2674,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,10,159,169,0.0591715976331361,41
10,10,37,073,LEON,Leon,FL,44234,1358,2497,12889,7031,5576,5002,4738,3136,1320,638,49,0 to 119,32,24108,19931,195,43193,1040,1,6896,20893,201,21306,783,28497,15684,7,46,43142,27389,270,822,16,15274,12266,119,27659,634,1542,10198,4733,3520,2911,2540,1406,667,336,10,0 to 106,28,12995,8639,3304,2721,2551,20754,4354,1357,47,578,36,30,272,28497,12626,15742,27658,838,1,141372,0,170048,141372,28497,272,12554,12153,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,83,1787,1870,0.0443850267379679,28
11,11,33,065,JEFFERSON,Jefferson,FL,2398,95,225,246,289,309,335,411,289,156,41,2,0 to 101,46,1176,1217,5,2374,24,0,84,1070,41,1592,41,1385,1008,2,3,2370,1190,173,18,4,608,752,3,1363,26,93,139,196,181,224,257,153,89,27,0,0 to 99,47,651,597,82,33,51,1231,81,111,3,66,0,0,22,1385,764,617,1363,22,0,5491,0,6895,5491,1385,22,1275,1238,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,6,64,70,0.0857142857142857,48
12,12,40,079,MADISON,Madison,FL,3641,183,485,507,439,442,497,437,359,197,86,9,0 to 101,39,2067,1560,14,3599,42,0,215,1282,53,2592,125,1950,1676,0,15,3584,1379,546,23,2,1089,832,4,1925,65,161,264,275,247,319,264,194,103,57,1,0 to 101,43,816,953,89,67,100,1653,172,258,3,85,2,2,39,1950,839,1103,1925,25,0,6991,0,8951,6991,1950,39,2813,2717,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,6,136,142,0.0422535211267606,44
13,13,39,077,LIBERTY,Liberty,FL,3327,72,228,381,775,679,524,405,166,71,17,9,0 to 105,37,818,2498,11,3326,1,0,103,1932,1,738,14,1035,2289,0,3,3323,876,158,1,0,403,623,8,1034,24,74,167,170,158,167,159,66,42,8,0,0 to 89,39,767,170,53,44,41,840,153,56,0,22,0,0,14,1035,623,404,1034,1,0,3988,0,5024,3988,1035,14,1346,1322,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,3,22,25,0.12,40
