OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1326,37,65,167,191,171,186,183,139,107,80,0,0 to 118,46,747,574,5,1326,0,0,85,778,2,603,17,531,793,1,1,1324,484,47,0,0,274,256,1,531,11,27,76,99,66,71,65,37,36,43,0,0 to 106,41,435,35,31,30,82,413,36,75,0,39,0,0,17,531,256,274,531,0,0,4303,0,4843,4303,531,17,671,654,{CB6285A2-DA2E-4583-AAD5-1221776836AE},3,25,28,0.107142857142857,42,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5794,158,493,742,816,740,814,867,600,365,191,8,0 to 118,44,3375,2370,49,5784,10,0,842,3186,133,2451,32,2229,3545,0,20,5764,1305,922,1,1,1176,1042,9,2227,53,229,366,329,325,302,285,197,95,47,1,0 to 100,39,1319,606,235,67,450,1676,101,387,1,241,0,0,46,2229,1043,1177,2227,2,0,16082,8,18329,16090,2229,46,1357,1293,{CE511C5D-2638-44A3-B2F8-B13847543637},16,176,192,0.0833333333333333,39,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2586,56,119,277,503,476,398,356,249,109,39,4,0 to 118,41,1028,1538,20,2577,9,0,70,1592,3,1267,29,1406,1174,0,6,2571,1342,61,3,0,376,1027,0,1403,6,26,149,338,326,246,170,95,35,15,0,1 to 94,40,725,562,78,38,130,1191,82,114,0,53,0,0,14,1406,1027,379,1403,3,0,5475,6,6914,5481,1406,14,1374,1275,{541BD5A3-4453-499A-9896-F0EDC5353D0B},4,18,22,0.181818181818182,40,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,13081,277,665,1679,2076,1905,1688,1836,1277,938,694,46,0 to 119,44,7528,5468,85,12905,175,1,702,7668,137,3178,233,5491,7529,1,60,12845,5231,215,40,5,2928,2473,45,5446,63,203,936,1059,848,728,749,460,263,175,7,0 to 103,40,2919,464,1051,1012,660,3748,1038,501,4,311,4,1,125,5491,2494,2952,5445,45,1,35108,130,40786,35238,5491,125,6650,6224,{EB5D2450-A892-40FD-9BA4-9821A7438525},41,333,374,0.109625668449198,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1350,22,88,149,196,220,188,184,150,102,51,0,0 to 99,45,679,658,13,1349,1,0,53,556,4,565,18,653,696,0,1,1348,618,34,1,0,276,375,1,652,5,25,73,123,114,94,82,64,44,29,0,0 to 99,43,437,96,45,74,27,530,95,62,1,34,1,0,14,653,376,276,652,1,0,4423,0,5086,4423,653,14,937,876,{3B55AA95-5170-4CAF-82A3-E99AD7459349},1,64,65,0.0153846153846154,43,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,112472,1878,3552,12285,15783,15007,16335,17402,13951,9405,5273,1601,0 to 119,49,60875,51260,337,111409,1061,2,10750,82202,465,36385,1123,48337,63748,154,233,111027,47228,683,418,8,24893,22874,144,47911,766,1897,7871,8754,7671,7384,6183,3521,2359,1881,50,0 to 106,41,19237,7765,8772,12137,13008,21019,13884,5347,65,3865,43,22,1465,48337,23104,25084,47909,426,2,340302,636,389891,340938,48337,1465,14695,14431,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},161,3434,3595,0.0447844228094576,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,19776,420,809,2031,2672,2727,3040,3095,2491,1556,909,26,0 to 119,49,11310,8298,168,19619,157,0,1978,11554,188,7114,271,8443,11079,4,250,19365,8259,155,28,1,4626,3785,3,8414,153,372,1122,1382,1353,1322,1159,792,471,316,1,0 to 104,43,3482,1962,1164,1806,1940,4252,2222,895,4,723,3,1,310,8443,3801,4639,8414,29,0,58083,127,66707,58210,8443,310,7793,7778,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},26,657,683,0.0380673499267936,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,25037,500,1168,2934,3399,3544,3880,3858,3085,1844,812,13,0 to 119,47,13992,10965,80,24898,139,0,2148,15461,223,9951,451,9989,14885,3,160,24735,9692,223,72,2,5176,4734,5,9915,151,400,1583,1677,1578,1550,1316,909,546,277,2,0 to 105,42,7121,716,1546,532,2386,6838,691,1237,10,930,5,1,219,9989,4768,5216,9915,74,0,88741,70,98856,88811,9989,219,10348,9799,{83116673-3FAD-423E-B67E-DFE7515F5E81},52,984,1036,0.0501930501930502,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5805,150,343,662,918,1015,980,836,571,221,106,3,0 to 119,42,3372,2425,8,5782,22,1,654,3179,46,2228,44,2992,2806,1,6,5776,2906,77,9,0,1462,1519,2,2983,74,190,407,480,568,529,403,212,93,35,1,0 to 98,40,883,1244,559,297,568,1977,438,441,0,234,0,0,51,2992,1521,1469,2982,9,1,14534,16,17586,14550,2992,51,1510,1315,{77657EA6-12D6-4645-9915-E7357C9F40D6},3,115,118,0.0254237288135593,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,24661,511,811,7041,3725,3077,2978,3006,2143,864,460,45,0 to 119,35,13309,11241,111,24126,534,1,2525,16579,201,7120,252,11413,13218,4,26,24098,10999,82,327,5,6149,4910,22,11081,203,393,5295,1655,1176,993,886,443,211,147,11,0 to 105,24,4294,2870,1515,2402,924,6052,4105,661,23,269,12,10,93,11413,5052,6337,11080,332,1,82550,212,94317,82762,11413,93,5377,4965,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},57,1315,1372,0.0415451895043732,23,2.4286163266357628,0.1707040441862682
