OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1218,32,57,149,164,156,170,170,135,106,79,0,0 to 118,48,703,509,6,1218,0,0,75,763,2,511,15,447,770,0,1,1217,411,36,0,0,242,204,1,447,10,23,65,73,51,58,57,33,35,42,0,0 to 106,45,369,30,21,27,65,351,31,61,0,31,0,0,9,447,204,242,447,0,0,3642,0,4097,3642,447,9,591,574,{CB6285A2-DA2E-4583-AAD5-1221776836AE},4,53,57,0.0701754385964912,45,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,4879,115,267,578,711,659,714,764,523,345,181,22,0 to 118,46,2891,1946,42,4869,10,0,716,3421,133,1616,29,1750,3126,0,3,4866,1067,681,1,1,909,828,11,1748,43,168,299,262,277,228,213,129,80,40,11,0 to 100,38,928,504,212,104,371,1227,150,331,1,196,0,0,36,1750,829,910,1748,2,0,12803,8,14573,12811,1750,36,347,279,{CE511C5D-2638-44A3-B2F8-B13847543637},9,221,230,0.0391304347826087,38,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2243,46,66,228,455,431,352,307,220,97,37,4,0 to 118,42,880,1341,22,2234,9,0,64,1517,3,918,29,1183,1054,0,6,2228,1124,56,3,0,283,897,0,1180,3,19,119,304,286,212,130,72,26,12,0,4 to 92,39,590,505,67,18,123,999,58,86,0,34,0,0,5,1183,897,286,1180,3,0,4514,6,5732,4520,1183,5,963,865,{541BD5A3-4453-499A-9896-F0EDC5353D0B},12,29,41,0.292682926829268,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11010,247,348,1240,1788,1620,1491,1541,1134,876,678,47,0 to 119,46,6410,4497,103,10849,160,1,604,7303,137,1936,145,4055,6906,1,48,10801,3818,209,23,5,2187,1796,44,4027,46,140,669,799,637,558,508,332,201,159,6,0 to 103,40,2240,387,716,684,552,2636,839,390,4,235,2,0,75,4055,1807,2204,4026,28,1,27871,132,32105,28003,4055,75,3500,3074,{EB5D2450-A892-40FD-9BA4-9821A7438525},34,390,424,0.080188679245283,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1144,16,50,107,175,191,160,170,134,94,47,0,0 to 99,47,575,554,15,1143,1,0,38,544,4,485,13,547,596,0,1,1142,530,16,1,0,228,317,1,546,4,15,54,108,99,77,72,52,39,27,0,1 to 99,44,351,89,38,68,24,441,81,57,1,32,1,0,8,547,318,228,546,1,0,3898,0,4455,3898,547,8,706,645,{3B55AA95-5170-4CAF-82A3-E99AD7459349},5,205,210,0.0238095238095238,44,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,103347,1713,3050,10107,14551,13796,15067,16310,13176,8922,4964,1691,0 to 119,50,55858,47077,412,102352,993,2,8702,79482,465,28317,788,41195,61710,161,281,101915,40207,632,349,7,21042,19607,190,40839,682,1603,6011,7670,6726,6391,5344,3043,2022,1609,94,0 to 106,41,15230,6605,7437,11567,11208,16330,13301,4483,51,3233,34,17,1094,41195,19798,21198,40837,356,2,272304,645,314752,272949,41195,1094,10651,10386,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},179,3248,3427,0.0522322731251824,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,17256,329,546,1621,2369,2382,2665,2753,2259,1422,832,78,0 to 119,50,9914,7075,267,17100,156,0,1493,11830,188,4855,185,6822,10143,5,286,16809,6660,136,25,1,3713,3006,77,6796,128,287,902,1150,1109,1072,910,603,363,255,43,0 to 104,43,2394,1546,1027,1829,1513,2957,2326,637,2,458,2,1,233,6822,3021,3724,6796,26,0,42524,131,49528,42655,6822,233,4542,4527,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},49,828,877,0.0558722919042189,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,21859,429,660,2274,2998,3132,3488,3503,2869,1707,762,37,0 to 119,49,12315,9464,80,21743,116,0,1840,14883,223,7331,318,7915,13800,3,141,21599,7716,148,50,1,4091,3759,14,7864,120,264,1206,1367,1263,1263,1047,726,418,231,10,0 to 105,42,5571,595,1268,430,1949,5369,546,1038,10,718,4,1,172,7915,3783,4118,7864,51,0,68248,70,76287,68318,7915,172,5289,4738,{83116673-3FAD-423E-B67E-DFE7515F5E81},48,906,954,0.050314465408805,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,4896,109,242,513,818,854,839,706,499,194,102,20,0 to 119,43,2930,1936,30,4874,21,1,406,3210,46,1503,30,2254,2635,1,6,4868,2195,51,8,0,1111,1113,22,2246,52,136,307,387,428,395,283,149,68,31,18,0 to 105,40,657,873,370,346,414,1292,540,324,0,173,0,0,31,2254,1114,1118,2245,8,1,12195,16,14510,12211,2254,31,928,734,{77657EA6-12D6-4645-9915-E7357C9F40D6},14,110,124,0.112903225806452,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,18726,328,609,3405,3180,2660,2614,2697,1982,786,415,50,0 to 119,41,9795,8811,120,18386,339,1,1459,14526,201,4045,186,6067,12637,3,19,18366,5870,60,133,4,3153,2758,19,5930,105,263,1963,1157,773,668,609,289,128,94,18,0 to 105,29,1816,1949,719,1446,424,3232,2274,461,15,172,10,7,31,6067,2828,3220,5929,137,1,64804,209,71201,65013,6067,31,2550,2135,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},84,939,1023,0.0821114369501466,29,2.4286163266357628,0.1707040441862682
